STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,12-NOV-2020,2.175,2.149,2.123,111.768,111.891,112.014,4.165,20.645,.028,.028,.028,-.139,-.139,-.139,1.7
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,12-NOV-2020,2.13,2.119,2.108,108.347,108.4,108.453,4.397,22.592,.03,.03,.03,-.151,-.15,-.15,5
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,12-NOV-2020,2.222,2.206,2.19,111.029,111.115,111.202,4.85,27.452,.033,.033,.033,-.182,-.183,-.183,3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,12-NOV-2020,2.346,2.335,2.324,108.239,108.3,108.361,5.051,29.834,.025,.025,.025,-.146,-.146,-.146,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,12-NOV-2020,2.353,2.332,2.311,112.785,112.907,113.03,5.127,30.877,.032,.032,.032,-.192,-.193,-.193,2.7
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,12-NOV-2020,2.427,2.416,2.405,108.239,108.303,108.368,5.324,33.267,.032,.032,.032,-.191,-.192,-.191,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,12-NOV-2020,2.54,2.519,2.498,107.869,107.997,108.125,5.607,36.505,.032,.032,.032,-.196,-.196,-.197,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,12-NOV-2020,2.434,2.423,2.412,106.432,106.5,106.569,5.77,38.8,.032,.032,.032,-.2,-.2,-.2,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,12-NOV-2020,2.49,2.479,2.468,109.015,109.089,109.163,6.061,43.168,.031,.031,.031,-.211,-.211,-.211,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,12-NOV-2020,2.565,2.554,2.543,108.011,108.09,108.169,6.545,50.087,.029,.029,.029,-.211,-.211,-.211,4
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,12-NOV-2020,2.615,2.604,2.593,118.549,118.635,118.721,6.524,50.602,.027,.027,.027,-.222,-.222,-.222,4
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,12-NOV-2020,2.709,2.698,2.687,109.11,109.2,109.29,7.409,64.257,-.011,-.011,-.011,.088,.088,.088,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,12-NOV-2020,2.787,2.776,2.765,114.09,114.188,114.286,7.778,71.443,.023,.023,.023,-.211,-.212,-.212,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,12-NOV-2020,2.687,2.676,2.665,99.501,99.6,99.699,9.02,92.905,.021,.021,.021,-.189,-.19,-.19,4
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,12-NOV-2020,2.873,2.862,2.851,112.381,112.488,112.595,8.562,87.735,.021,.021,.021,-.211,-.212,-.212,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,12-NOV-2020,3.054,3.038,3.022,110.279,110.441,110.604,9.183,100.278,.023,.023,.023,-.239,-.24,-.24,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,12-NOV-2020,3.223,3.212,3.201,106.314,106.43,106.546,9.896,116.687,.027,.027,.027,-.285,-.286,-.287,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,12-NOV-2020,3.23,3.214,3.198,114.882,115.065,115.249,9.974,120.758,.029,.029,.029,-.331,-.332,-.333,3.7
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,12-NOV-2020,3.107,3.096,3.085,107.973,108.1,108.227,10.499,134.034,.031,.031,.031,-.35,-.35,-.352,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,12-NOV-2020,3.321,3.3,3.279,110.693,110.95,111.207,10.836,145.592,-.013,-.013,-.013,.149,.15,.15,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,12-NOV-2020,3.453,3.437,3.421,116.281,116.501,116.72,11.718,172.655,-.021,-.021,-.021,.276,.278,.278,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,12-NOV-2020,3.61,3.594,3.578,116.582,116.811,117.039,12.015,186.789,.03,.03,.03,-.438,-.438,-.44,3.3
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,12-NOV-2020,3.446,3.435,3.424,104.387,104.547,104.707,13.424,231.741,.031,.031,.031,-.452,-.453,-.453,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,12-NOV-2020,3.973,3.957,3.941,114.376,114.638,114.901,14.233,272.751,.031,.031,.031,-.509,-.511,-.512,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,12-NOV-2020,4,3.984,3.968,111.659,111.932,112.207,15.205,317.071,.032,.032,.032,-.54,-.543,-.544,3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,12-NOV-2020,4.055,4.039,4.023,114.318,114.609,114.901,15.665,347.315,.032,.032,.032,-.582,-.584,-.587,3.3
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,12-NOV-2020,3.971,3.96,3.949,101.625,101.818,102.011,16.037,369.95,.03,.03,.03,-.527,-.528,-.53,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,12-NOV-2020,2.419,2.383,2.347,114.341,114.453,114.565,2.716,10.721,.011,.011,.011,-.047,-.047,-.048,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,12-NOV-2020,2.163,2.12,2.077,105.257,105.304,105.352,1.024,1.592,-.01,-.01,-.01,-.002,-.002,-.002,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,12-NOV-2020,2.432,2.389,2.346,109.597,109.688,109.779,1.874,4.646,0,0,0,-.012,-.012,-.013,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,12-NOV-2020,1.649,1.623,1.597,100.113,100.115,100.116,.049,.005,-.021,-.021,-.021,-.006,-.005,-.005,2.7
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,12-NOV-2020,1.636,1.605,1.574,101.167,101.181,101.195,.461,.425,-.021,-.021,-.021,.003,.003,.002,1.7
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,12-NOV-2020,1.626,1.605,1.584,101.171,101.181,101.191,.461,.425,-.021,-.021,-.021,.003,.003,.003,3.7
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,12-NOV-2020,1.881,1.845,1.809,103.566,103.639,103.711,1.904,4.688,.028,.028,.028,-.061,-.06,-.06,0
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,12-NOV-2020,1.876,1.845,1.814,103.576,103.639,103.701,1.904,4.688,.028,.028,.028,-.061,-.06,-.06,1.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,12-NOV-2020,2,1.979,1.958,104.279,104.341,104.403,2.816,9.533,.046,.046,.046,-.14,-.14,-.14,3
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,12-NOV-2020,2.431,2.405,2.379,108.889,109.055,109.22,5.758,38.826,.004,.004,.004,-.027,-.027,-.027,2.3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,12-NOV-2020,2.436,2.405,2.374,108.857,109.055,109.252,5.758,38.826,.004,.004,.004,-.027,-.027,-.027,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,12-NOV-2020,2.685,2.664,2.643,108.234,108.387,108.54,6.658,51.728,-.001,-.001,-.001,.002,.002,.002,3.3
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,12-NOV-2020,2.496,2.422,2.348,100,100,100,0,0,-.011,-.01,-.009,-.018,-.018,-.018,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,12-NOV-2020,2.496,2.422,2.348,100,100,100,0,0,-.011,-.01,-.009,-.017,-.018,-.018,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,12-NOV-2020,2.486,2.422,2.358,100,100,100,0,0,-.011,-.01,-.009,-.018,-.018,-.019,2.3
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,12-NOV-2020,2.496,2.422,2.348,100,100,100,0,0,-.011,-.01,-.009,-.019,-.019,-.019,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,12-NOV-2020,2.486,2.422,2.358,100,100,100,0,0,-.011,-.01,-.009,-.018,-.019,-.019,2
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,12-NOV-2020,2.609,2.545,2.481,103.352,103.384,103.417,.472,.466,-.011,-.01,-.009,-.012,-.013,-.014,2
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,12-NOV-2020,2.609,2.545,2.481,103.278,103.31,103.343,.473,.467,-.011,-.01,-.009,-.012,-.013,-.013,2.7
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,12-NOV-2020,2.619,2.545,2.471,103.396,103.434,103.472,.472,.466,-.011,-.01,-.009,-.013,-.013,-.014,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,12-NOV-2020,2.619,2.545,2.471,103.322,103.36,103.398,.472,.466,-.011,-.01,-.009,-.012,-.013,-.013,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,12-NOV-2020,2.708,2.644,2.58,106.46,106.526,106.592,.925,1.36,-.012,-.011,-.01,-.005,-.006,-.007,2.3
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,12-NOV-2020,2.718,2.644,2.57,106.597,106.673,106.75,.924,1.358,-.012,-.011,-.01,-.005,-.007,-.007,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,12-NOV-2020,2.718,2.644,2.57,106.695,106.771,106.848,.924,1.357,-.012,-.011,-.01,-.006,-.007,-.008,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,12-NOV-2020,2.718,2.644,2.57,106.548,106.624,106.701,.925,1.359,-.012,-.011,-.01,-.005,-.007,-.007,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,12-NOV-2020,2.816,2.742,2.668,109.75,109.865,109.981,1.358,2.64,-.007,-.006,-.005,-.006,-.008,-.009,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,12-NOV-2020,2.816,2.742,2.668,109.677,109.792,109.908,1.359,2.641,-.007,-.006,-.005,-.006,-.008,-.009,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,12-NOV-2020,2.816,2.742,2.668,109.896,110.011,110.127,1.357,2.638,-.007,-.006,-.005,-.006,-.008,-.01,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,12-NOV-2020,2.913,2.839,2.765,112.691,112.845,112.999,1.848,4.45,-.002,-.001,0,-.013,-.015,-.018,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,12-NOV-2020,2.913,2.839,2.765,112.98,113.134,113.289,1.846,4.445,-.001,0,.001,-.015,-.018,-.02,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,12-NOV-2020,2.913,2.839,2.765,112.787,112.941,113.096,1.847,4.449,-.002,-.001,0,-.013,-.016,-.018,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,12-NOV-2020,2.98,2.906,2.832,115.835,116.03,116.224,2.176,6.249,-.001,0,.001,-.014,-.016,-.02,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,12-NOV-2020,2.975,2.906,2.837,116.088,116.269,116.451,2.174,6.24,-.001,0,.001,-.014,-.017,-.02,1.3
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,12-NOV-2020,3.035,2.966,2.897,119.083,119.302,119.521,2.659,8.825,-.002,-.001,0,-.011,-.014,-.017,1.7
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,12-NOV-2020,3.039,2.965,2.891,118.786,119.02,119.255,2.661,8.836,-.002,-.001,0,-.01,-.014,-.017,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,12-NOV-2020,3.086,3.012,2.938,122.08,122.355,122.631,3.045,11.467,-.002,-.001,0,-.009,-.013,-.018,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,12-NOV-2020,3.15,3.076,3.002,124.996,125.313,125.631,3.292,13.866,-.002,-.001,0,-.007,-.012,-.016,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),12-NOV-2020,3.324,3.209,3.094,100.352,100.355,100.357,.019,.01,-.007,-.007,-.007,-.05,-.05,-.051,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,12-NOV-2020,3.575,3.465,3.355,108.583,108.644,108.705,.468,.468,-.001,-.001,-.001,-.044,-.044,-.044,2.3
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),12-NOV-2020,3.804,3.694,3.584,118.194,118.318,118.442,.875,1.282,-.001,-.001,-.001,-.046,-.047,-.047,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,12-NOV-2020,2.203,2.16,2.117,100.274,100.278,100.281,.08,.013,-.009,-.009,-.009,-.009,-.008,-.009,0
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,12-NOV-2020,2.818,2.775,2.732,114.641,114.86,115.08,4.411,22.336,.003,.003,.003,-.022,-.023,-.023,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,12-NOV-2020,3.257,3.137,3.017,100.382,100.398,100.413,.126,.078,-.002,-.002,-.002,-.008,-.008,-.009,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,12-NOV-2020,2.044,2.011,1.978,100.127,100.129,100.131,.057,.007,0,0,0,-.006,-.006,-.006,2.3
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,12-NOV-2020,2.376,2.338,2.3,104.122,104.195,104.269,1.848,4.398,0,0,0,-.006,-.006,-.006,1.7
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,12-NOV-2020,2.96,2.927,2.894,116.496,116.762,117.029,6.882,56.443,0,0,0,-.005,-.005,-.006,2.3
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,12-NOV-2020,3.159,3.121,3.083,116.787,117.158,117.53,8.168,81.758,0,0,0,-.003,-.003,-.004,1.3
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,12-NOV-2020,3.231,3.198,3.165,116.48,116.818,117.157,8.654,91.464,0,0,0,-.004,-.003,-.003,2
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,12-NOV-2020,2.417,2.389,2.361,102.374,102.41,102.447,1.258,2.229,0,0,0,-.005,-.005,-.005,3
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,12-NOV-2020,2.948,2.915,2.882,108.449,108.637,108.826,5.259,32.272,0,0,0,-.003,-.004,-.004,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,12-NOV-2020,2.981,2.948,2.915,109.352,109.551,109.75,5.457,35.041,0,0,0,-.004,-.004,-.004,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,12-NOV-2020,3.319,3.276,3.233,113.075,113.499,113.925,8.695,90.715,0,0,0,-.003,-.003,-.003,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,12-NOV-2020,3.335,3.302,3.269,115.382,115.719,116.057,8.767,93.519,0,0,0,-.003,-.003,-.003,2
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,12-NOV-2020,3.627,3.594,3.561,115.18,115.594,116.011,10.875,147.492,0,0,0,-.002,-.003,-.002,2.3
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,12-NOV-2020,1.939,1.913,1.887,101.833,101.855,101.876,.808,1.058,-.02,-.02,-.02,.01,.011,.01,2.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,12-NOV-2020,2.271,2.235,2.199,107.695,107.832,107.97,3.518,14.717,.02,.02,.02,-.081,-.082,-.082,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,12-NOV-2020,2.901,2.875,2.849,114.311,114.529,114.747,7.278,62.9,-.001,-.001,-.001,.005,.005,.004,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,12-NOV-2020,3.347,3.311,3.275,116.528,116.964,117.402,10.304,131.191,0,0,0,-.002,-.002,-.002,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,12-NOV-2020,2.296,2.258,2.22,101.761,101.778,101.795,.441,.389,0,0,0,-.011,-.011,-.011,1.3
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,12-NOV-2020,2.072,2.036,2,105.2,105.28,105.359,2.06,5.404,.004,.004,.004,-.016,-.015,-.015,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,12-NOV-2020,3.044,3.013,2.982,117.719,118.017,118.316,8.047,78.493,0,0,0,-.004,-.004,-.004,1.3
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,12-NOV-2020,1.796,1.778,1.76,99.498,99.503,99.508,.279,.156,-.02,-.02,-.02,.01,.01,.01,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,12-NOV-2020,1.802,1.784,1.766,99.423,99.429,99.435,.32,.205,-.02,-.02,-.02,.011,.011,.011,2
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,12-NOV-2020,1.957,1.934,1.911,96.953,96.988,97.023,1.574,3.256,-.01,-.01,-.01,.021,.021,.02,1.7
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,12-NOV-2020,1.971,1.953,1.935,96.521,96.552,96.583,1.788,4.082,-.005,-.005,-.005,.014,.014,.014,2.7
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,12-NOV-2020,2.07,2.052,2.034,94.487,94.534,94.58,2.725,8.777,.017,.017,.017,-.039,-.038,-.039,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,12-NOV-2020,2.151,2.128,2.105,93.074,93.145,93.216,3.319,12.661,.022,.022,.022,-.062,-.063,-.063,1.3
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,12-NOV-2020,2.204,2.186,2.168,92.03,92.092,92.154,3.748,15.902,.022,.022,.022,-.071,-.071,-.071,2
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,12-NOV-2020,2.663,2.645,2.627,83.282,83.385,83.487,6.825,49.946,-.001,-.001,-.001,.011,.012,.011,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,12-NOV-2020,3.219,3.191,3.163,68.586,68.81,69.034,11.623,140.809,-.001,-.001,-.001,.014,.014,.014,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,12-NOV-2020,2.252,2.192,2.132,100.695,100.702,100.71,.114,.026,-.01,-.01,-.01,-.016,-.016,-.015,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,12-NOV-2020,2.385,2.325,2.265,103.722,103.76,103.798,.591,.65,-.011,-.011,-.011,-.009,-.009,-.009,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,12-NOV-2020,2.527,2.467,2.407,106.677,106.747,106.816,1.052,1.67,-.01,-.01,-.01,-.005,-.004,-.005,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,12-NOV-2020,2.338,2.278,2.218,103.447,103.485,103.523,.592,.652,-.01,-.01,-.01,-.009,-.009,-.009,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,12-NOV-2020,2.474,2.414,2.354,106.144,106.213,106.281,1.047,1.655,-.01,-.01,-.01,-.003,-.003,-.004,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,12-NOV-2020,2.478,2.435,2.392,102.547,102.613,102.678,1.478,2.604,-.005,-.005,-.005,.003,.004,.003,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,12-NOV-2020,2.982,2.944,2.906,108.043,108.279,108.515,5.68,36.633,.001,.001,.001,-.009,-.009,-.009,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,12-NOV-2020,17.94,17.52,17.1,64.173,64.815,65.465,2.374,6.727,-.003,-.003,-.003,.035,.034,.034,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,12-NOV-2020,18.506,18.086,17.666,53.048,53.784,54.532,3.285,12.297,-.001,-.001,-.001,.028,.027,.027,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,12-NOV-2020,19.036,18.616,18.196,43.467,44.238,45.025,4.192,19.489,-.001,-.001,-.001,.024,.023,.024,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,12-NOV-2020,1.845,1.796,1.747,100.081,100.082,100.084,.031,.002,-.022,-.022,-.022,-.006,-.007,-.007,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,12-NOV-2020,1.855,1.796,1.737,100.064,100.067,100.069,.045,.004,-.022,-.022,-.022,-.003,-.003,-.004,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,12-NOV-2020,1.876,1.817,1.758,100.237,100.243,100.249,.097,.019,-.022,-.022,-.022,-.004,-.004,-.004,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,12-NOV-2020,1.876,1.817,1.758,100.154,100.161,100.167,.111,.025,-.022,-.022,-.022,-.001,-.001,-.002,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,12-NOV-2020,1.925,1.871,1.817,100.805,100.825,100.845,.361,.26,-.02,-.02,-.02,.001,.001,.001,1.7
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,12-NOV-2020,1.92,1.871,1.822,100.844,100.863,100.881,.377,.284,-.02,-.02,-.02,.002,.002,.001,2.3
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,12-NOV-2020,1.925,1.871,1.817,101.302,101.323,101.344,.379,.288,-.02,-.02,-.02,-.002,-.002,-.002,1.3
VN110042,MYBVN1100426,CAGAMAS IMTN 4.650% 07.04.2021,12-NOV-2020,1.935,1.876,1.817,101.078,101.102,101.126,.398,.317,-.02,-.02,-.02,.001,.001,.001,0
VP090748,MYBVP0907487,CAGAMAS IMTN 5.380% 19.07.2021,12-NOV-2020,1.955,1.896,1.837,102.307,102.347,102.388,.663,.774,-.02,-.02,-.02,.005,.004,.004,0
VE200162,MYBVE2001622,CAGAMAS IMTN 2.150% 11.08.2021,12-NOV-2020,1.962,1.903,1.844,100.137,100.181,100.224,.733,.903,-.021,-.021,-.021,.015,.015,.015,0
VG180278,MYBVG1802785,CAGAMAS IMTN 4.080% 08.10.2021,12-NOV-2020,1.972,1.923,1.874,101.878,101.923,101.967,.886,1.228,-.021,-.021,-.021,.013,.014,.013,2.7
