STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MI190003,MYBMI1900030,MGS 3/2019 3.478% 14.06.2024,19-OCT-2020,1.898,1.886,1.874,105.551,105.594,105.638,3.398,13.73,-.002,-.002,-.002,-.002,-.003,-.003,5
MO140001,MYBMO1400013,MGS 1/2014 4.181% 15.07.2024,19-OCT-2020,1.95,1.938,1.926,108.005,108.05,108.095,3.444,14.144,-.019,-.019,-.019,.053,.053,.053,4.3
ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,19-OCT-2020,1.983,1.971,1.959,107.845,107.893,107.94,3.656,15.745,-.002,-.002,-.002,-.007,-.007,-.007,4
MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,19-OCT-2020,2.083,2.066,2.049,107.531,107.605,107.679,4.048,19.171,-.002,-.002,-.002,-.006,-.007,-.007,3.3
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,19-OCT-2020,2.13,2.103,2.076,112.138,112.267,112.397,4.231,21.232,-.001,-.001,-.001,-.013,-.014,-.014,1.7
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,19-OCT-2020,2.084,2.072,2.06,108.683,108.741,108.8,4.464,23.22,-.001,-.001,-.001,-.009,-.009,-.009,5
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,19-OCT-2020,2.269,2.252,2.235,110.901,110.994,111.087,4.913,28.103,.001,.001,.001,-.019,-.018,-.018,3.3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,19-OCT-2020,2.242,2.23,2.218,108.913,108.981,109.048,5.12,30.567,.002,.002,.002,-.019,-.019,-.02,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,19-OCT-2020,2.36,2.338,2.316,112.879,113.008,113.138,5.192,31.583,.002,.002,.002,-.026,-.027,-.027,2.7
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,19-OCT-2020,2.337,2.325,2.313,108.854,108.926,108.997,5.393,34.036,.002,.002,.002,-.024,-.024,-.025,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,19-OCT-2020,2.46,2.438,2.416,108.436,108.572,108.708,5.677,37.321,.002,.002,.002,-.026,-.026,-.026,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,19-OCT-2020,2.353,2.341,2.329,106.998,107.074,107.15,5.84,39.638,.003,.003,.003,-.026,-.026,-.026,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,19-OCT-2020,2.406,2.394,2.382,109.661,109.743,109.825,6.131,44.048,.004,.004,.004,-.034,-.034,-.034,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,19-OCT-2020,2.482,2.47,2.458,108.671,108.758,108.846,6.616,51.045,.004,.004,.004,-.041,-.042,-.041,4.3
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,19-OCT-2020,2.532,2.52,2.508,119.351,119.446,119.541,6.596,51.577,.005,.005,.005,-.054,-.054,-.054,4
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,19-OCT-2020,2.621,2.609,2.597,109.901,110,110.1,7.482,65.361,-.019,-.019,-.019,.15,.15,.15,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,19-OCT-2020,2.689,2.677,2.665,115.066,115.175,115.283,7.854,72.647,.007,.007,.007,-.075,-.075,-.076,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,19-OCT-2020,2.61,2.588,2.566,100.199,100.4,100.602,9.096,94.291,-.001,.009,.019,.003,-.09,-.181,2.3
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,19-OCT-2020,2.763,2.751,2.739,113.531,113.65,113.769,8.642,89.126,.05,.05,.05,-.499,-.5,-.501,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,19-OCT-2020,2.859,2.842,2.825,112.344,112.521,112.699,9.279,102.025,.007,.007,.007,-.085,-.085,-.085,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,19-OCT-2020,3.089,3.077,3.065,107.771,107.9,108.029,9.986,118.454,.1,.1,.1,-1.095,-1.097,-1.099,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,19-OCT-2020,3.082,3.07,3.058,116.659,116.8,116.941,9.874,120.241,-.001,-.001,-.001,0,0,0,4
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,19-OCT-2020,3.042,3.03,3.018,108.76,108.9,109.042,10.577,135.667,0,0,0,.001,0,.001,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,19-OCT-2020,3.353,3.331,3.309,110.336,110.605,110.874,10.891,146.856,-.001,-.001,-.001,.004,.005,.004,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,19-OCT-2020,3.368,3.351,3.334,117.514,117.75,117.988,11.813,174.866,-.004,-.004,-.004,.05,.05,.051,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,19-OCT-2020,3.535,3.518,3.501,117.7,117.947,118.193,12.112,189.087,-.006,-.006,-.006,.078,.079,.078,3.7
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,19-OCT-2020,3.361,3.349,3.337,105.652,105.83,106.007,13.534,234.647,-.009,-.009,-.009,.13,.13,.13,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,19-OCT-2020,3.88,3.863,3.846,115.932,116.216,116.501,14.364,276.456,-.009,-.009,-.009,.139,.14,.14,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,19-OCT-2020,3.864,3.847,3.83,114.034,114.334,114.635,15.387,322.622,-.009,-.009,-.009,.152,.152,.153,3.3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,19-OCT-2020,3.917,3.9,3.883,116.881,117.2,117.521,15.871,353.887,-.058,-.058,-.058,1.086,1.09,1.094,3.7
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,19-OCT-2020,3.813,3.801,3.789,104.445,104.664,104.883,16.363,381.507,-.009,-.009,-.009,.163,.164,.164,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,19-OCT-2020,2.414,2.371,2.328,112.247,112.361,112.476,2.297,9.159,-.022,-.02,-.018,.02,.014,.009,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,19-OCT-2020,2.18,2.124,2.068,105.551,105.616,105.682,1.089,1.762,-.01,-.009,-.008,-.027,-.029,-.031,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,19-OCT-2020,2.473,2.417,2.361,109.804,109.927,110.049,1.938,4.923,-.002,-.001,0,-.033,-.035,-.038,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,19-OCT-2020,1.613,1.587,1.561,100.269,100.272,100.275,.114,.026,-.009,-.009,-.009,-.018,-.018,-.018,2.3
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,19-OCT-2020,1.51,1.494,1.478,101.409,101.418,101.426,.516,.527,-.009,-.009,-.009,-.016,-.016,-.017,4.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,19-OCT-2020,1.525,1.494,1.463,101.401,101.418,101.434,.516,.527,-.009,-.009,-.009,-.016,-.016,-.017,1.7
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,19-OCT-2020,1.809,1.773,1.737,103.828,103.903,103.978,1.969,4.974,-.001,-.001,-.001,-.014,-.014,-.014,0
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,19-OCT-2020,1.799,1.773,1.747,103.849,103.903,103.957,1.969,4.974,-.001,-.001,-.001,-.013,-.014,-.014,2
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,19-OCT-2020,1.904,1.883,1.862,104.66,104.723,104.786,2.836,9.783,.003,.003,.003,-.022,-.023,-.023,3.3
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,19-OCT-2020,2.404,2.383,2.362,109.142,109.277,109.413,5.824,39.622,.002,.002,.002,-.021,-.021,-.021,3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,19-OCT-2020,2.414,2.383,2.352,109.078,109.277,109.477,5.824,39.622,.002,.002,.002,-.02,-.021,-.021,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,19-OCT-2020,2.619,2.598,2.577,108.781,108.936,109.091,6.727,52.682,.001,.001,.001,-.014,-.014,-.014,3.3
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,19-OCT-2020,2.552,2.471,2.39,100.442,100.448,100.453,.065,.008,-.031,-.03,-.029,-.053,-.054,-.055,0
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,19-OCT-2020,2.552,2.471,2.39,100.426,100.432,100.437,.065,.008,-.031,-.03,-.029,-.051,-.051,-.053,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,19-OCT-2020,2.542,2.471,2.4,100.44,100.445,100.449,.065,.008,-.031,-.03,-.029,-.052,-.053,-.054,2.3
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,19-OCT-2020,2.542,2.471,2.4,100.437,100.441,100.446,.065,.008,-.031,-.03,-.029,-.052,-.053,-.054,2.7
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,19-OCT-2020,2.552,2.471,2.39,100.417,100.422,100.428,.065,.008,-.031,-.03,-.029,-.049,-.051,-.051,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,19-OCT-2020,2.617,2.536,2.455,103.75,103.797,103.844,.537,.563,-.012,-.011,-.01,-.046,-.047,-.049,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,19-OCT-2020,2.617,2.536,2.455,103.833,103.88,103.927,.536,.563,-.011,-.01,-.009,-.048,-.05,-.051,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,19-OCT-2020,2.607,2.536,2.465,103.783,103.825,103.866,.537,.563,-.012,-.011,-.01,-.047,-.048,-.049,2.3
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,19-OCT-2020,2.602,2.536,2.47,103.703,103.741,103.779,.537,.563,-.012,-.011,-.01,-.045,-.047,-.048,3
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,19-OCT-2020,2.73,2.649,2.568,107.005,107.094,107.183,.989,1.513,-.013,-.012,-.011,-.038,-.039,-.041,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,19-OCT-2020,2.73,2.649,2.568,107.109,107.198,107.287,.988,1.512,-.013,-.012,-.011,-.039,-.04,-.042,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,19-OCT-2020,2.72,2.649,2.578,106.859,106.937,107.015,.99,1.515,-.013,-.012,-.011,-.037,-.039,-.041,2.7
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,19-OCT-2020,2.73,2.649,2.568,106.952,107.041,107.13,.989,1.514,-.013,-.012,-.011,-.038,-.04,-.042,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,19-OCT-2020,2.826,2.745,2.664,110.069,110.2,110.332,1.423,2.852,-.008,-.007,-.006,-.038,-.041,-.043,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,19-OCT-2020,2.826,2.745,2.664,110.297,110.429,110.561,1.421,2.848,-.008,-.007,-.006,-.039,-.041,-.043,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,19-OCT-2020,2.826,2.745,2.664,110.145,110.277,110.408,1.422,2.851,-.008,-.007,-.006,-.038,-.04,-.043,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,19-OCT-2020,2.917,2.836,2.755,113.379,113.554,113.729,1.835,4.527,-.002,-.001,0,-.047,-.049,-.052,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,19-OCT-2020,2.917,2.836,2.755,113.18,113.355,113.53,1.837,4.532,-.002,-.001,0,-.046,-.049,-.052,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,19-OCT-2020,2.917,2.836,2.755,113.081,113.256,113.43,1.837,4.535,-.002,-.001,0,-.045,-.048,-.052,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,19-OCT-2020,2.982,2.906,2.83,116.469,116.674,116.88,2.238,6.556,-.001,0,.001,-.047,-.051,-.054,1.3
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,19-OCT-2020,2.987,2.906,2.825,116.21,116.429,116.648,2.24,6.564,-.001,0,.001,-.046,-.049,-.053,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,19-OCT-2020,3.047,2.971,2.895,119.438,119.684,119.931,2.619,8.843,-.002,-.001,0,-.042,-.047,-.051,1.7
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,19-OCT-2020,3.052,2.971,2.89,119.132,119.394,119.657,2.622,8.856,-.002,-.001,0,-.041,-.046,-.049,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,19-OCT-2020,3.099,3.018,2.937,122.418,122.725,123.033,2.991,11.437,-.003,-.002,-.001,-.036,-.041,-.046,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,19-OCT-2020,3.162,3.081,3,125.322,125.674,126.028,3.356,14.323,-.002,-.001,0,-.038,-.044,-.049,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),19-OCT-2020,3.374,3.259,3.144,101.556,101.566,101.577,.083,.048,-.021,-.021,-.021,-.148,-.15,-.15,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,19-OCT-2020,3.604,3.484,3.364,109.623,109.699,109.774,.532,.563,-.014,-.014,-.014,-.124,-.124,-.126,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),19-OCT-2020,3.826,3.716,3.606,119.298,119.431,119.564,.939,1.429,-.012,-.012,-.012,-.126,-.127,-.128,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,19-OCT-2020,2.214,2.163,2.112,100.498,100.505,100.513,.145,.042,-.026,-.025,-.024,-.024,-.025,-.025,1.3
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,19-OCT-2020,2.848,2.792,2.736,114.662,114.951,115.241,4.476,22.928,-.002,-.001,0,-.011,-.017,-.023,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,19-OCT-2020,3.305,3.185,3.065,100.568,100.592,100.615,.191,.13,-.02,-.02,-.02,-.02,-.021,-.022,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,19-OCT-2020,2.043,1.997,1.951,100.273,100.278,100.284,.123,.03,-.023,-.022,-.021,-.015,-.016,-.016,2.7
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,19-OCT-2020,2.374,2.328,2.282,104.265,104.356,104.448,1.872,4.576,-.001,0,.001,-.015,-.018,-.02,2
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,19-OCT-2020,2.974,2.928,2.882,116.499,116.873,117.248,6.948,57.378,-.001,0,.001,-.007,-.015,-.024,2
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,19-OCT-2020,3.171,3.12,3.069,116.755,117.255,117.758,8.233,82.845,-.001,0,.001,-.001,-.011,-.021,1.7
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,19-OCT-2020,3.254,3.203,3.152,116.324,116.848,117.374,8.717,92.597,-.001,0,.001,.001,-.01,-.021,1.7
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,19-OCT-2020,2.42,2.374,2.328,102.489,102.552,102.615,1.324,2.43,-.001,0,.001,-.014,-.016,-.017,2.3
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,19-OCT-2020,2.958,2.912,2.866,108.475,108.741,109.007,5.217,32.321,-.001,0,.001,-.005,-.01,-.017,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,19-OCT-2020,2.987,2.941,2.895,109.406,109.686,109.966,5.522,35.794,-.001,0,.001,-.005,-.011,-.018,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,19-OCT-2020,3.329,3.273,3.217,113.04,113.595,114.153,8.581,89.998,-.001,0,.001,.002,-.008,-.018,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,19-OCT-2020,3.358,3.307,3.256,115.221,115.744,116.27,8.832,94.685,-.001,0,.001,.001,-.01,-.02,1.7
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,19-OCT-2020,3.647,3.596,3.545,114.979,115.62,116.267,10.71,145.798,-.001,0,.001,.007,-.007,-.019,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,19-OCT-2020,1.906,1.873,1.84,102.01,102.039,102.069,.874,1.202,-.014,-.012,-.01,-.006,-.008,-.01,2.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,19-OCT-2020,2.263,2.22,2.177,107.854,108.021,108.188,3.584,15.218,-.03,-.028,-.026,.101,.093,.085,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,19-OCT-2020,2.842,2.809,2.776,114.905,115.185,115.466,7.35,63.977,-.006,-.004,-.002,.039,.021,.004,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,19-OCT-2020,3.323,3.28,3.237,116.883,117.408,117.935,10.377,132.717,-.002,0,.002,.016,-.008,-.033,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,19-OCT-2020,2.294,2.243,2.192,102.018,102.044,102.07,.489,.488,-.001,0,.001,-.031,-.032,-.034,1.7
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,19-OCT-2020,2.076,2.033,1.99,105.344,105.441,105.539,2.125,5.709,-.006,-.004,-.002,-.006,-.011,-.015,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,19-OCT-2020,2.989,2.951,2.913,118.349,118.718,119.089,8.12,79.697,-.004,-.002,0,.027,.007,-.013,1.7
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,19-OCT-2020,1.827,1.756,1.685,99.371,99.395,99.419,.344,.237,-.01,-.01,-.01,.019,.018,.017,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,19-OCT-2020,1.831,1.76,1.689,99.295,99.322,99.349,.385,.297,-.011,-.011,-.011,.019,.018,.018,2.3
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,19-OCT-2020,1.983,1.917,1.851,96.787,96.892,96.997,1.639,3.498,-.002,-.002,-.002,.018,.018,.018,3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,19-OCT-2020,2.01,1.944,1.878,96.327,96.445,96.563,1.853,4.352,-.001,-.001,-.001,.018,.017,.017,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,19-OCT-2020,2.123,2.052,1.981,94.22,94.407,94.594,2.791,9.168,-.018,-.018,-.018,.064,.063,.063,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,19-OCT-2020,2.202,2.126,2.05,92.783,93.022,93.261,3.385,13.13,-.027,-.027,-.027,.102,.102,.101,1.7
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,19-OCT-2020,2.256,2.185,2.114,91.716,91.964,92.214,3.813,16.426,-.029,-.029,-.029,.119,.118,.118,2.3
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,19-OCT-2020,2.662,2.591,2.52,83.146,83.554,83.964,6.89,50.876,-.01,-.01,-.01,.075,.075,.075,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,19-OCT-2020,3.226,3.145,3.064,68.386,69.037,69.694,11.69,142.414,.003,.003,.003,-.006,-.006,-.007,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,19-OCT-2020,2.278,2.215,2.152,101.088,101.1,101.112,.18,.065,-.032,-.034,-.036,-.044,-.044,-.044,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,19-OCT-2020,2.418,2.355,2.292,104.09,104.134,104.178,.656,.763,-.024,-.026,-.028,-.031,-.031,-.03,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,19-OCT-2020,2.563,2.5,2.437,107.016,107.093,107.171,1.116,1.842,-.004,-.006,-.008,-.043,-.041,-.038,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,19-OCT-2020,2.37,2.307,2.244,103.787,103.831,103.875,.657,.765,-.024,-.026,-.028,-.028,-.027,-.026,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,19-OCT-2020,2.51,2.447,2.384,106.456,106.532,106.608,1.112,1.827,-.005,-.007,-.009,-.038,-.036,-.035,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,19-OCT-2020,2.506,2.45,2.394,102.609,102.698,102.787,1.543,2.818,-.004,-.003,-.002,-.006,-.009,-.011,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,19-OCT-2020,2.995,2.944,2.893,108.035,108.354,108.673,5.745,37.395,-.002,-.001,0,.004,-.003,-.01,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,19-OCT-2020,20.247,19.827,19.407,60.013,60.622,61.239,2.409,6.898,-.009,-.009,-.009,.108,.107,.106,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,19-OCT-2020,20.805,20.385,19.965,48.581,49.26,49.951,3.31,12.459,-.003,-.003,-.003,.084,.083,.083,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,19-OCT-2020,21.279,20.859,20.439,39.071,39.767,40.477,4.209,19.618,-.004,-.004,-.004,.072,.072,.072,0
VE190225,MYBVE1902259,CAGAMAS IMTN 3.300% 19.10.2020,19-OCT-2020,1.879,1.844,1.809,100,100,100,0,0,-.014,-.014,-.014,-.009,-.01,-.01,2
VK130260,MYBVK1302606,CAGAMAS IMTN 4.150% 28.10.2020,19-OCT-2020,1.884,1.844,1.804,100.052,100.053,100.054,.023,.001,-.014,-.014,-.014,-.018,-.018,-.018,1.3
VG170371,MYBVG1703710,CAGAMAS IMTN 4.020% 03.11.2020,19-OCT-2020,1.923,1.878,1.833,100.076,100.078,100.08,.037,.003,-.014,-.014,-.014,-.016,-.017,-.017,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,19-OCT-2020,1.913,1.878,1.843,100.243,100.246,100.25,.097,.019,-.014,-.014,-.014,-.019,-.02,-.02,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,19-OCT-2020,1.923,1.878,1.833,100.15,100.155,100.16,.111,.025,-.014,-.014,-.014,-.009,-.01,-.01,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,19-OCT-2020,1.955,1.91,1.865,100.385,100.392,100.399,.163,.053,-.017,-.017,-.017,-.016,-.017,-.018,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,19-OCT-2020,1.955,1.91,1.865,100.231,100.239,100.247,.176,.062,-.017,-.017,-.017,-.008,-.008,-.009,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,19-OCT-2020,2,1.965,1.93,100.92,100.935,100.95,.425,.362,-.022,-.022,-.022,-.008,-.008,-.009,2
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,19-OCT-2020,2,1.965,1.93,100.956,100.971,100.987,.441,.39,-.022,-.022,-.022,-.007,-.008,-.008,2.7
