STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MH170005,MYBMH1700051,MGS 5/2017 3.441% 15.02.2021,16-OCT-2020,1.462,1.45,1.438,100.65,100.654,100.658,.33,.218,-.013,-.013,-.013,-.001,-.001,-.001,4.3
MO110001,MYBMO1100019,MGS 1/2011 4.16% 15.07.2021,16-OCT-2020,1.471,1.459,1.447,101.989,101.998,102.007,.732,.904,-.001,-.001,-.001,-.007,-.007,-.007,5
ML140003,MYBML1400035,MGS 3/2014 4.048% 30.09.2021,16-OCT-2020,1.524,1.512,1.5,102.386,102.398,102.41,.939,1.352,-.015,-.015,-.015,.008,.008,.008,4.7
MJ160004,MYBMJ1600042,MGS 4/2016 3.620% 30.11.2021,16-OCT-2020,1.556,1.544,1.532,102.287,102.3,102.314,1.088,1.744,-.01,-.01,-.01,.007,.006,.006,4.7
MI170001,MYBMI1700018,MGS 1/2017 3.882% 10.03.2022,16-OCT-2020,1.619,1.607,1.595,103.12,103.137,103.154,1.362,2.552,-.013,-.013,-.013,.011,.012,.012,5
MO120001,MYBMO1200017,MGS 1/2012 3.418% 15.08.2022,16-OCT-2020,1.728,1.716,1.704,103.032,103.054,103.076,1.767,4.054,-.011,-.011,-.011,.015,.015,.015,4
ML150002,MYBML1500024,MGS 2/2015 3.795% 30.09.2022,16-OCT-2020,1.744,1.732,1.72,103.926,103.95,103.973,1.886,4.55,-.013,-.013,-.013,.02,.02,.019,4.7
MN130003,MYBMN1300033,MGS 3/2013 3.480% 15.03.2023,16-OCT-2020,1.792,1.78,1.768,103.971,104,104.029,2.312,6.604,-.008,-.008,-.008,.015,.015,.015,5
MI180002,MYBMI1800024,MGS 2/2018 3.757% 20.04.2023,16-OCT-2020,1.805,1.793,1.781,104.77,104.8,104.83,2.359,6.954,.026,.026,.026,-.071,-.071,-.072,4.7
ML160001,MYBML1600014,MGS 1/2016 3.800% 17.08.2023,16-OCT-2020,1.828,1.816,1.804,105.427,105.461,105.495,2.681,8.736,-.005,-.005,-.005,.011,.011,.011,4.3
MI190003,MYBMI1900030,MGS 3/2019 3.478% 14.06.2024,16-OCT-2020,1.9,1.888,1.876,105.553,105.597,105.641,3.406,13.789,0,0,0,-.003,-.003,-.003,5
MO140001,MYBMO1400013,MGS 1/2014 4.181% 15.07.2024,16-OCT-2020,1.969,1.957,1.945,107.952,107.997,108.042,3.452,14.201,.001,.001,.001,-.007,-.007,-.007,4.3
ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,16-OCT-2020,1.985,1.973,1.961,107.852,107.9,107.947,3.664,15.808,-.001,-.001,-.001,0,0,-.001,4
MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,16-OCT-2020,2.085,2.068,2.051,107.537,107.612,107.686,4.056,19.241,.006,.006,.006,-.028,-.028,-.028,3.3
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,16-OCT-2020,2.131,2.104,2.077,112.151,112.281,112.411,4.239,21.304,.007,.007,.007,-.045,-.045,-.045,1.7
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,16-OCT-2020,2.085,2.073,2.061,108.692,108.75,108.809,4.472,23.297,.01,.01,.01,-.05,-.05,-.05,5
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,16-OCT-2020,2.268,2.251,2.234,110.92,111.012,111.105,4.922,28.188,.013,.013,.013,-.077,-.078,-.078,3.3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,16-OCT-2020,2.24,2.228,2.216,108.932,109,109.068,5.128,30.655,.018,.018,.018,-.107,-.106,-.106,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,16-OCT-2020,2.358,2.336,2.314,112.905,113.035,113.165,5.201,31.673,.014,.014,.014,-.091,-.091,-.091,2.7
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,16-OCT-2020,2.335,2.323,2.311,108.878,108.95,109.022,5.401,34.128,-.001,-.001,-.001,0,0,0,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,16-OCT-2020,2.458,2.436,2.414,108.462,108.598,108.734,5.685,37.419,.012,.012,.012,-.076,-.076,-.077,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,16-OCT-2020,2.35,2.338,2.326,107.024,107.1,107.176,5.848,39.739,.007,.007,.007,-.05,-.05,-.05,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,16-OCT-2020,2.402,2.39,2.378,109.695,109.777,109.859,6.139,44.153,-.012,-.012,-.012,.077,.077,.077,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,16-OCT-2020,2.478,2.466,2.454,108.712,108.8,108.887,6.624,51.161,.033,.033,.033,-.237,-.237,-.238,4.7
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,16-OCT-2020,2.527,2.515,2.503,119.405,119.5,119.595,6.605,51.694,-.039,-.039,-.039,.299,.3,.3,4
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,16-OCT-2020,2.64,2.628,2.616,109.751,109.85,109.95,7.488,65.461,-.009,-.009,-.009,.075,.075,.076,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,16-OCT-2020,2.682,2.67,2.658,115.141,115.25,115.359,7.863,72.79,-.01,-.01,-.01,.09,.09,.091,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,16-OCT-2020,2.611,2.579,2.547,100.196,100.49,100.783,9.105,94.468,2.611,2.579,2.547,100.196,100.49,100.783,0
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,16-OCT-2020,2.713,2.701,2.689,114.03,114.15,114.27,8.657,89.379,-.094,-.094,-.094,.926,.927,.928,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,16-OCT-2020,2.852,2.835,2.818,112.429,112.606,112.784,9.289,102.2,-.148,-.148,-.148,1.532,1.534,1.537,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,16-OCT-2020,2.989,2.977,2.965,108.866,108.997,109.128,10.013,118.954,-.079,-.079,-.079,.859,.86,.861,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,16-OCT-2020,3.083,3.071,3.059,116.659,116.8,116.941,9.881,120.401,-.034,-.034,-.034,.4,.401,.401,4.3
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,16-OCT-2020,3.042,3.03,3.018,108.759,108.9,109.041,10.585,135.828,-.013,-.013,-.013,.148,.148,.149,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,16-OCT-2020,3.354,3.332,3.31,110.332,110.6,110.87,10.899,147.032,-.004,-.004,-.004,.044,.043,.044,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,16-OCT-2020,3.372,3.355,3.338,117.464,117.7,117.937,11.82,175.031,.012,.012,.012,-.166,-.167,-.168,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,16-OCT-2020,3.541,3.524,3.507,117.622,117.868,118.115,12.117,189.232,.055,.055,.055,-.808,-.81,-.812,3.7
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,16-OCT-2020,3.37,3.358,3.346,105.522,105.7,105.877,13.534,234.64,.054,.054,.054,-.8,-.8,-.803,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,16-OCT-2020,3.889,3.872,3.855,115.793,116.076,116.361,14.366,276.526,.024,.024,.024,-.39,-.392,-.392,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,16-OCT-2020,3.873,3.856,3.839,113.882,114.182,114.482,15.388,322.648,.006,.006,.006,-.107,-.106,-.107,3.3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,16-OCT-2020,3.975,3.958,3.941,115.795,116.11,116.427,15.819,352.234,-.012,-.012,-.012,.208,.208,.21,3.7
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,16-OCT-2020,3.822,3.81,3.798,104.282,104.5,104.719,16.352,381.088,-.028,-.028,-.028,.5,.5,.502,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,16-OCT-2020,2.436,2.391,2.346,112.227,112.347,112.467,2.304,9.195,-.001,-.001,-.001,-.01,-.011,-.011,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,16-OCT-2020,2.19,2.133,2.076,105.578,105.645,105.713,1.097,1.783,-.009,-.009,-.009,-.002,-.003,-.003,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,16-OCT-2020,2.475,2.418,2.361,109.837,109.962,110.087,1.946,4.959,0,0,0,-.012,-.012,-.012,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,16-OCT-2020,1.622,1.596,1.57,100.287,100.29,100.293,.122,.03,-.017,-.017,-.017,-.004,-.004,-.005,2.3
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,16-OCT-2020,1.519,1.503,1.487,101.425,101.434,101.443,.524,.54,-.017,-.017,-.017,.002,.002,.002,4.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,16-OCT-2020,1.534,1.503,1.472,101.417,101.434,101.451,.524,.54,-.017,-.017,-.017,.002,.002,.002,1.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,16-OCT-2020,1.8,1.774,1.748,103.862,103.917,103.971,1.977,5.01,.001,.001,.001,-.007,-.006,-.007,2
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,16-OCT-2020,1.81,1.774,1.738,103.842,103.917,103.992,1.977,5.01,.001,.001,.001,-.006,-.006,-.007,0
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,16-OCT-2020,1.901,1.88,1.859,104.682,104.746,104.809,2.844,9.834,.008,.008,.008,-.027,-.027,-.027,3.3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,16-OCT-2020,2.412,2.381,2.35,109.098,109.298,109.498,5.832,39.721,-.003,-.003,-.003,.013,.013,.013,1.7
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,16-OCT-2020,2.402,2.381,2.36,109.163,109.298,109.434,5.832,39.721,-.003,-.003,-.003,.014,.013,.014,3
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,16-OCT-2020,2.618,2.597,2.576,108.795,108.95,109.105,6.735,52.795,-.06,-.06,-.06,.435,.436,.436,3.3
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,16-OCT-2020,2.583,2.501,2.419,100.477,100.483,100.49,.073,.011,-.01,-.01,-.01,-.017,-.018,-.017,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,16-OCT-2020,2.583,2.501,2.419,100.466,100.473,100.479,.073,.011,-.01,-.01,-.01,-.017,-.016,-.017,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,16-OCT-2020,2.573,2.501,2.429,100.489,100.494,100.5,.073,.011,-.01,-.01,-.01,-.017,-.018,-.018,2.7
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,16-OCT-2020,2.573,2.501,2.429,100.492,100.498,100.503,.073,.011,-.01,-.01,-.01,-.018,-.018,-.018,2.3
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,16-OCT-2020,2.583,2.501,2.419,100.495,100.502,100.508,.073,.011,-.01,-.01,-.01,-.018,-.017,-.018,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,16-OCT-2020,2.619,2.547,2.475,103.83,103.873,103.915,.545,.576,-.01,-.01,-.01,-.012,-.012,-.012,2.3
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,16-OCT-2020,2.614,2.547,2.48,103.748,103.788,103.827,.545,.576,-.01,-.01,-.01,-.012,-.012,-.012,3
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,16-OCT-2020,2.629,2.547,2.465,103.796,103.844,103.893,.545,.576,-.01,-.01,-.01,-.012,-.012,-.012,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,16-OCT-2020,2.628,2.546,2.464,103.881,103.93,103.978,.544,.576,-.011,-.011,-.011,-.012,-.012,-.012,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,16-OCT-2020,2.743,2.661,2.579,107.148,107.238,107.329,.996,1.532,-.009,-.009,-.009,-.007,-.008,-.009,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,16-OCT-2020,2.743,2.661,2.579,107.043,107.133,107.224,.997,1.533,-.009,-.009,-.009,-.007,-.008,-.008,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,16-OCT-2020,2.743,2.661,2.579,106.99,107.081,107.172,.997,1.533,-.009,-.009,-.009,-.007,-.007,-.008,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,16-OCT-2020,2.733,2.661,2.589,106.896,106.976,107.056,.998,1.535,-.009,-.009,-.009,-.007,-.007,-.007,2.7
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,16-OCT-2020,2.834,2.752,2.67,110.183,110.317,110.451,1.43,2.877,.001,.001,.001,-.019,-.019,-.02,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,16-OCT-2020,2.834,2.752,2.67,110.336,110.47,110.604,1.429,2.875,.001,.001,.001,-.019,-.019,-.02,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,16-OCT-2020,2.834,2.752,2.67,110.107,110.241,110.375,1.431,2.879,.001,.001,.001,-.018,-.019,-.019,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,16-OCT-2020,2.919,2.837,2.755,113.226,113.404,113.582,1.845,4.566,.01,.01,.01,-.039,-.038,-.039,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,16-OCT-2020,2.919,2.837,2.755,113.426,113.603,113.781,1.843,4.561,.01,.01,.01,-.038,-.039,-.04,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,16-OCT-2020,2.919,2.837,2.755,113.126,113.304,113.482,1.845,4.568,.01,.01,.01,-.039,-.038,-.038,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,16-OCT-2020,2.988,2.906,2.824,116.256,116.478,116.701,2.248,6.604,.011,.011,.011,-.047,-.047,-.047,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,16-OCT-2020,2.983,2.906,2.829,116.516,116.725,116.934,2.246,6.596,.011,.011,.011,-.046,-.046,-.047,1.3
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,16-OCT-2020,3.049,2.972,2.895,119.48,119.731,119.982,2.627,8.889,.009,.009,.009,-.046,-.046,-.046,1.7
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,16-OCT-2020,3.054,2.972,2.89,119.173,119.44,119.706,2.63,8.902,.009,.009,.009,-.046,-.045,-.046,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,16-OCT-2020,3.102,3.02,2.938,122.454,122.766,123.079,2.999,11.489,.008,.008,.008,-.047,-.047,-.047,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,16-OCT-2020,3.164,3.082,3,125.36,125.718,126.077,3.364,14.381,.009,.009,.009,-.055,-.055,-.056,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),16-OCT-2020,3.395,3.28,3.165,101.704,101.716,101.727,.091,.053,-.01,-.01,-.01,-.049,-.049,-.05,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,16-OCT-2020,3.618,3.498,3.378,109.747,109.823,109.9,.54,.576,-.011,-.011,-.011,-.036,-.037,-.037,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),16-OCT-2020,3.838,3.728,3.618,119.424,119.558,119.692,.947,1.448,-.01,-.01,-.01,-.035,-.035,-.036,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,16-OCT-2020,2.24,2.188,2.136,100.522,100.53,100.538,.154,.047,-.011,-.011,-.011,-.007,-.008,-.008,1.3
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,16-OCT-2020,2.85,2.793,2.736,114.673,114.968,115.264,4.484,23.003,.007,.007,.007,-.044,-.044,-.044,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,16-OCT-2020,3.325,3.205,3.085,100.588,100.613,100.637,.199,.138,-.012,-.012,-.012,-.006,-.006,-.006,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,16-OCT-2020,2.066,2.019,1.972,100.288,100.294,100.3,.131,.034,-.01,-.01,-.01,-.005,-.005,-.005,2.7
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,16-OCT-2020,2.375,2.328,2.281,104.28,104.374,104.468,1.88,4.61,0,0,0,-.005,-.005,-.006,2
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,16-OCT-2020,2.975,2.928,2.881,116.506,116.888,117.272,6.956,57.496,0,0,0,-.004,-.005,-.005,2
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,16-OCT-2020,3.172,3.12,3.068,116.756,117.266,117.779,8.241,82.981,0,0,0,-.003,-.004,-.004,1.7
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,16-OCT-2020,3.255,3.203,3.151,116.323,116.858,117.395,8.725,92.741,0,0,0,-.004,-.003,-.004,1.7
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,16-OCT-2020,2.421,2.374,2.327,102.503,102.568,102.632,1.332,2.456,0,0,0,-.005,-.005,-.005,2.3
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,16-OCT-2020,2.959,2.912,2.865,108.48,108.751,109.024,5.225,32.409,0,0,0,-.003,-.004,-.003,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,16-OCT-2020,2.988,2.941,2.894,109.411,109.697,109.984,5.53,35.889,0,0,0,-.004,-.004,-.004,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,16-OCT-2020,3.33,3.273,3.216,113.038,113.603,114.171,8.589,90.14,0,0,0,-.003,-.003,-.003,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,16-OCT-2020,3.359,3.307,3.255,115.22,115.754,116.29,8.84,94.834,0,0,0,-.004,-.003,-.004,1.7
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,16-OCT-2020,3.648,3.596,3.544,114.972,115.627,116.286,10.718,145.973,0,0,0,-.002,-.002,-.002,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,16-OCT-2020,1.92,1.885,1.85,102.016,102.047,102.079,.882,1.22,-.02,-.02,-.02,.012,.012,.012,2.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,16-OCT-2020,2.293,2.248,2.203,107.753,107.928,108.103,3.591,15.275,.005,.005,.005,-.025,-.025,-.025,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,16-OCT-2020,2.848,2.813,2.778,114.866,115.164,115.462,7.358,64.096,.01,.01,.01,-.089,-.089,-.09,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,16-OCT-2020,3.325,3.28,3.235,116.867,117.416,117.968,10.385,132.89,.039,.039,.039,-.478,-.481,-.485,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,16-OCT-2020,2.295,2.243,2.191,102.049,102.076,102.104,.497,.5,0,0,0,-.011,-.011,-.011,1.7
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,16-OCT-2020,2.082,2.037,1.992,105.35,105.452,105.554,2.133,5.748,-.016,-.016,-.016,.03,.03,.03,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,16-OCT-2020,2.993,2.953,2.913,118.322,118.711,119.102,8.128,79.828,.021,.021,.021,-.209,-.21,-.21,1.7
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,16-OCT-2020,1.837,1.766,1.695,99.352,99.377,99.402,.353,.249,-.02,-.02,-.02,.012,.012,.011,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,16-OCT-2020,1.842,1.771,1.7,99.276,99.304,99.331,.393,.309,-.02,-.02,-.02,.013,.013,.012,2.3
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,16-OCT-2020,1.985,1.919,1.853,96.769,96.874,96.979,1.647,3.529,-.022,-.022,-.022,.041,.04,.04,3.3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,16-OCT-2020,2.011,1.945,1.879,96.309,96.428,96.546,1.861,4.386,-.022,-.022,-.022,.045,.045,.044,3.3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,16-OCT-2020,2.141,2.07,1.999,94.156,94.344,94.531,2.798,9.216,-.003,-.003,-.003,.013,.014,.013,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,16-OCT-2020,2.229,2.153,2.077,92.681,92.92,93.16,3.392,13.185,.005,.005,.005,-.01,-.011,-.011,1.7
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,16-OCT-2020,2.285,2.214,2.143,91.597,91.846,92.096,3.821,16.487,.006,.006,.006,-.016,-.016,-.015,2.7
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,16-OCT-2020,2.672,2.601,2.53,83.071,83.479,83.889,6.898,50.987,-.001,-.001,-.001,.012,.012,.012,2.3
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,16-OCT-2020,3.223,3.142,3.061,68.392,69.043,69.701,11.698,142.612,.038,.038,.038,-.299,-.302,-.305,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,16-OCT-2020,2.31,2.249,2.188,101.132,101.144,101.156,.188,.07,-.008,-.011,-.014,-.015,-.014,-.014,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,16-OCT-2020,2.442,2.381,2.32,104.121,104.165,104.208,.664,.777,-.008,-.011,-.014,-.011,-.008,-.006,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,16-OCT-2020,2.567,2.506,2.445,107.059,107.134,107.209,1.124,1.864,-.006,-.009,-.012,-.008,-.005,-.002,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,16-OCT-2020,2.394,2.333,2.272,103.815,103.858,103.901,.665,.779,-.008,-.011,-.014,-.009,-.007,-.006,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,16-OCT-2020,2.515,2.454,2.393,106.494,106.568,106.643,1.12,1.848,-.006,-.009,-.012,-.007,-.004,0,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,16-OCT-2020,2.51,2.453,2.396,102.615,102.707,102.798,1.551,2.845,-.004,-.004,-.004,.002,.002,.002,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,16-OCT-2020,2.997,2.945,2.893,108.031,108.357,108.683,5.753,37.491,.007,.007,.007,-.047,-.047,-.048,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,16-OCT-2020,20.256,19.836,19.416,59.905,60.515,61.133,2.416,6.937,-.003,-.003,-.003,.036,.036,.035,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,16-OCT-2020,20.808,20.388,19.968,48.497,49.177,49.868,3.318,12.511,-.001,-.001,-.001,.028,.028,.028,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,16-OCT-2020,21.283,20.863,20.443,38.999,39.695,40.405,4.216,19.683,-.001,-.001,-.001,.023,.023,.023,0
VE190225,MYBVE1902259,CAGAMAS IMTN 3.300% 19.10.2020,16-OCT-2020,1.893,1.858,1.823,100.009,100.01,100.01,.007,0,-.021,-.021,-.021,-.004,-.003,-.004,2
VK130260,MYBVK1302606,CAGAMAS IMTN 4.150% 28.10.2020,16-OCT-2020,1.898,1.858,1.818,100.07,100.071,100.072,.031,.002,-.021,-.021,-.021,-.005,-.005,-.006,1.3
VG170371,MYBVG1703710,CAGAMAS IMTN 4.020% 03.11.2020,16-OCT-2020,1.937,1.892,1.847,100.092,100.095,100.097,.045,.004,-.021,-.021,-.021,-.005,-.004,-.004,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,16-OCT-2020,1.927,1.892,1.857,100.262,100.266,100.27,.105,.022,-.021,-.021,-.021,-.005,-.004,-.004,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,16-OCT-2020,1.937,1.892,1.847,100.159,100.165,100.17,.119,.028,-.021,-.021,-.021,-.001,-.001,-.001,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,16-OCT-2020,1.972,1.927,1.882,100.401,100.409,100.417,.171,.058,-.021,-.021,-.021,-.003,-.003,-.003,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,16-OCT-2020,1.972,1.927,1.882,100.239,100.247,100.256,.184,.068,-.021,-.021,-.021,0,0,0,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,16-OCT-2020,2.022,1.987,1.952,100.928,100.943,100.959,.433,.375,-.02,-.02,-.02,.003,.002,.003,2
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,16-OCT-2020,2.022,1.987,1.952,100.963,100.979,100.995,.449,.404,-.02,-.02,-.02,.003,.003,.003,2.7
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,16-OCT-2020,2.027,1.987,1.947,101.509,101.527,101.546,.452,.409,-.02,-.02,-.02,0,0,0,1.7
VN110042,MYBVN1100426,CAGAMAS IMTN 4.650% 07.04.2021,16-OCT-2020,2.036,1.991,1.946,101.23,101.251,101.272,.471,.443,-.02,-.02,-.02,.003,.002,.002,0
VP090748,MYBVP0907487,CAGAMAS IMTN 5.380% 19.07.2021,16-OCT-2020,2.067,2.022,1.977,102.47,102.504,102.538,.736,.912,-.02,-.02,-.02,.007,.006,.006,0
VE200162,MYBVE2001622,CAGAMAS IMTN 2.150% 11.08.2021,16-OCT-2020,2.078,2.033,1.988,100.057,100.093,100.13,.806,1.05,-.02,-.02,-.02,.016,.016,.016,0
