STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
VK180070,MYBVK1800708,DANAINFRA IMTN 4.370% 21.02.2025 - Tranche No 73,03-NOV-2020,2.208,2.182,2.156,108.814,108.926,109.037,3.908,18.053,-.002,0,.002,.003,-.005,-.015,2.3
VN150050,MYBVN1500500,DANAINFRA IMTN 4.330% 04.04.2025 - Tranche No 32,03-NOV-2020,2.223,2.197,2.171,108.818,108.932,109.047,4.029,19.072,-.002,0,.002,.004,-.005,-.014,2.3
VN150254,MYBVN1502548,DANAINFRA IMTN 4.530% 12.11.2025 - Tranche No 38,03-NOV-2020,2.316,2.285,2.254,110.436,110.591,110.746,4.436,23.437,-.002,0,.002,.004,-.006,-.016,1.7
VK180329,MYBVK1803298,DANAINFRA IMTN 4.320% 26.11.2025 - Tranche No 80,03-NOV-2020,2.316,2.285,2.254,109.514,109.669,109.824,4.494,23.93,-.002,0,.002,.006,-.005,-.015,1.7
VK190069,MYBVK1900698,DANAINFRA IMTN 4.030% 01.04.2026 - Tranche No 85,03-NOV-2020,2.366,2.34,2.314,108.401,108.539,108.677,4.866,27.53,-.002,0,.002,.006,-.004,-.014,2.7
VN160127,MYBVN1601274,DANAINFRA IMTN 4.290% 30.04.2026 - Tranche No 44,03-NOV-2020,2.371,2.34,2.309,109.825,109.993,110.161,4.828,27.628,.003,0,-.003,-.021,-.004,.012,1.7
VN160319,MYBVN1603197,DANAINFRA IMTN 4.090% 20.10.2026 - Tranche No 50,03-NOV-2020,2.452,2.426,2.4,109.033,109.184,109.335,5.311,32.71,-.002,0,.002,.008,-.004,-.015,2
VK190270,MYBVK1902702,DANAINFRA IMTN 3.530% 27.11.2026 - Tranche No 91,03-NOV-2020,2.469,2.443,2.417,105.938,106.089,106.24,5.385,33.807,-.002,0,.002,.009,-.002,-.014,2.7
VN170118,MYBVN1701181,DANAINFRA IMTN 4.560% 19.03.2027 - Tranche No 57,03-NOV-2020,2.514,2.488,2.462,111.983,112.146,112.309,5.56,36.192,-.002,0,.002,.008,-.004,-.017,2
VK200074,MYBVK2000746,DANAINFRA IMTN 2.860% 20.05.2027 - Tranche No 97,03-NOV-2020,2.549,2.518,2.487,101.863,102.05,102.239,5.87,39.669,-.005,-.003,-.001,.03,.017,.006,1.7
VN170160,MYBVN1701603,DANAINFRA IMTN 4.370% 25.05.2027 - Tranche No 63,03-NOV-2020,2.549,2.518,2.487,110.929,111.127,111.325,5.649,37.74,-.005,-.003,-.001,.027,.015,.002,1.7
VS120272,MYBVS1202726,DANAINFRA IMTN 4.040% 20.07.2027 - Tranche No 4,03-NOV-2020,2.567,2.541,2.515,109.023,109.19,109.358,5.847,39.976,-.005,-.003,-.001,.029,.015,.003,2.3
VK200196,MYBVK2001967,DANAINFRA IMTN 2.660% 23.09.2027 - Tranche No 102,03-NOV-2020,2.608,2.572,2.536,100.324,100.551,100.778,6.242,44.251,-.005,-.003,-.001,.031,.019,.006,0
VN170375,MYBVN1703757,DANAINFRA IMTN 4.500% 16.11.2027 - Tranche No 69,03-NOV-2020,2.621,2.59,2.559,111.994,112.205,112.417,5.977,42.414,-.005,-.003,-.001,.03,.016,.002,1.7
VS130073,MYBVS1300736,DANAINFRA IMTN 4.170% 08.02.2028 - Tranche No 7,03-NOV-2020,2.651,2.625,2.599,109.97,110.151,110.332,6.254,45.792,-.003,-.001,.001,.017,.003,-.01,2.7
VS130277,MYBVS1302773,DANAINFRA IMTN 4.580% 31.10.2028 - Tranche No 11,03-NOV-2020,2.747,2.716,2.685,113.081,113.318,113.557,6.772,53.728,-.005,-.003,-.001,.035,.019,.004,1.3
VN180330,MYBVN1803300,DANAINFRA IMTN 4.470% 24.11.2028 - Tranche No 81,03-NOV-2020,2.762,2.731,2.7,112.256,112.494,112.733,6.721,53.755,-.005,-.003,-.001,.035,.019,.004,1.3
VN190070,MYBVN1900700,DANAINFRA IMTN 4.080% 30.03.2029 - Tranche No 86,03-NOV-2020,2.804,2.768,2.732,109.497,109.78,110.064,7.145,59.605,-.004,-.002,0,.029,.013,-.003,0
VS140100,MYBVS1401005,DANAINFRA IMTN 5.030% 20.04.2029 - Tranche No 16,03-NOV-2020,2.807,2.781,2.755,116.639,116.852,117.066,7.016,58.26,-.003,-.001,.001,.02,.003,-.013,2
VS140198,MYBVS1401989,DANAINFRA IMTN 4.760% 24.07.2029 - Tranche No 22,03-NOV-2020,2.834,2.808,2.782,114.785,115.002,115.219,7.173,61.329,-.002,0,.002,.013,-.004,-.021,2
VS140363,MYBVS1403639,DANAINFRA IMTN 4.670% 27.11.2029 - Tranche No 27,03-NOV-2020,2.876,2.85,2.824,114.22,114.443,114.666,7.375,65.272,-.002,0,.002,.014,-.004,-.022,2.3
VN190271,MYBVN1902714,DANAINFRA IMTN 3.690% 27.11.2029 - Tranche No 92,03-NOV-2020,2.877,2.851,2.825,106.443,106.657,106.872,7.608,68.113,-.001,.001,.003,.006,-.01,-.026,2
VS150049,MYBVS1500491,DANAINFRA IMTN 4.610% 05.04.2030 - Tranche No 33,03-NOV-2020,2.917,2.891,2.865,113.855,114.085,114.316,7.737,70.899,-.002,0,.002,.014,-.004,-.021,2
VN200075,MYBVN2000757,DANAINFRA IMTN 3.010% 20.05.2030 - Tranche No 98,03-NOV-2020,2.934,2.908,2.882,100.628,100.844,101.06,8.14,76.967,-.002,0,.002,.017,0,-.017,2
VN200197,MYBVN2001979,DANAINFRA IMTN 2.860% 23.09.2030 - Tranche No 103,03-NOV-2020,2.974,2.938,2.902,99.028,99.333,99.639,8.525,83.379,-.002,0,.002,.017,0,-.017,0
VS150255,MYBVS1502554,DANAINFRA IMTN 4.820% 12.11.2030 - Tranche No 39,03-NOV-2020,2.986,2.96,2.934,115.782,116.026,116.271,7.951,76.703,-.003,-.001,.001,.025,.006,-.013,2
VS160128,MYBVS1601281,DANAINFRA IMTN 4.570% 02.05.2031 - Tranche No 45,03-NOV-2020,3.05,3.014,2.978,113.566,113.913,114.261,8.477,85.427,-.002,0,.002,.016,-.003,-.023,0
VS160320,MYBVS1603204,DANAINFRA IMTN 4.480% 20.10.2031 - Tranche No 51,03-NOV-2020,3.1,3.074,3.048,112.741,112.999,113.258,8.784,92.021,-.002,0,.002,.017,-.003,-.023,2
VS170119,MYBVS1701198,DANAINFRA IMTN 4.950% 19.03.2032 - Tranche No 58,03-NOV-2020,3.149,3.123,3.097,117.106,117.378,117.65,8.877,95.421,-.002,0,.002,.018,-.003,-.025,2.3
VS170161,MYBVS1701610,DANAINFRA IMTN 4.890% 25.05.2032 - Tranche No 64,03-NOV-2020,3.167,3.141,3.115,116.564,116.839,117.114,8.883,96.864,-.006,.001,.008,.06,-.013,-.088,2.7
VS170376,MYBVS1703764,DANAINFRA IMTN 4.900% 16.11.2032 - Tranche No 70,03-NOV-2020,3.211,3.18,3.149,116.745,117.083,117.422,9.15,103.297,-.004,-.002,0,.04,.019,-.003,1.7
VX130074,MYBVX1300744,DANAINFRA IMTN 4.380% 08.02.2033 - Tranche No 8,03-NOV-2020,3.233,3.202,3.171,111.531,111.864,112.199,9.544,110.337,-.003,-.001,.001,.03,.008,-.013,1.3
VS180071,MYBVS1800719,DANAINFRA IMTN 4.900% 21.02.2033 - Tranche No 74,03-NOV-2020,3.238,3.202,3.166,116.744,117.144,117.545,9.407,108.208,-.004,-.002,0,.041,.019,-.003,0
VX130278,MYBVX1302781,DANAINFRA IMTN 4.800% 31.10.2033 - Tranche No 12,03-NOV-2020,3.284,3.253,3.222,115.938,116.295,116.653,9.914,119.723,-.004,-.002,0,.043,.02,-.003,1.7
VS180331,MYBVS1803317,DANAINFRA IMTN 4.800% 25.11.2033 - Tranche No 82,03-NOV-2020,3.29,3.259,3.228,115.92,116.279,116.638,9.778,118.598,-.004,-.002,0,.043,.021,-.003,1.7
VS190071,MYBVS1900717,DANAINFRA IMTN 4.300% 31.03.2034 - Tranche No 87,03-NOV-2020,3.314,3.288,3.262,110.605,110.903,111.202,10.307,128.957,-.004,-.002,0,.044,.021,-.001,2.7
VX140101,MYBVX1401013,DANAINFRA IMTN 5.250% 21.04.2034 - Tranche No 17,03-NOV-2020,3.334,3.298,3.262,120.647,121.084,121.522,10.018,123.893,-.003,-.001,.001,.033,.009,-.016,0
VX140199,MYBVX1401997,DANAINFRA IMTN 4.930% 24.07.2034 - Tranche No 23,03-NOV-2020,3.354,3.318,3.282,117.213,117.647,118.084,10.164,128.34,-.004,-.002,0,.046,.021,-.002,0
VX140364,MYBVX1403647,DANAINFRA IMTN 4.790% 27.11.2034 - Tranche No 28,03-NOV-2020,3.397,3.361,3.325,115.469,115.907,116.346,10.328,133.44,-.004,-.002,0,.046,.022,-.003,0
VS190272,MYBVS1902721,DANAINFRA IMTN 3.930% 27.11.2034 - Tranche No 93,03-NOV-2020,3.387,3.361,3.335,106.033,106.333,106.634,10.692,140.158,-.004,-.002,0,.045,.022,-.001,2
VX150048,MYBVX1500483,DANAINFRA IMTN 4.790% 06.04.2035 - Tranche No 34,03-NOV-2020,3.422,3.396,3.37,115.468,115.79,116.113,10.674,140.906,-.004,-.002,0,.047,.022,-.002,2
VS200076,MYBVS2000764,DANAINFRA IMTN 3.270% 18.05.2035 - Tranche No 99,03-NOV-2020,3.443,3.412,3.381,98.033,98.382,98.733,11.288,154.152,-.004,-.002,0,.045,.023,.001,1.7
VS200198,MYBVS2001986,DANAINFRA IMTN 3.350% 21.09.2035 - Tranche No 104,03-NOV-2020,3.481,3.445,3.409,98.486,98.899,99.313,11.574,161.037,-.002,0,.002,.023,.001,-.023,0
VX150256,MYBVX1502562,DANAINFRA IMTN 4.910% 12.11.2035 - Tranche No 40,03-NOV-2020,3.484,3.458,3.432,116.566,116.899,117.233,10.752,146.572,-.004,-.002,0,.048,.023,-.003,2.7
VX160129,MYBVX1601299,DANAINFRA IMTN 4.760% 02.05.2036 - Tranche No 46,03-NOV-2020,3.528,3.492,3.456,114.611,115.077,115.545,11.272,158.165,-.004,-.002,0,.05,.024,-.002,0
VX160321,MYBVX1603212,DANAINFRA IMTN 4.650% 20.10.2036 - Tranche No 52,03-NOV-2020,3.548,3.522,3.496,113.341,113.682,114.024,11.539,166.294,-.004,-.002,0,.051,.025,-.002,2
VV190072,MYBVV1900729,DANAINFRA IMTN 4.530% 01.04.2037 - Tranche No 88,03-NOV-2020,3.583,3.552,3.521,111.67,112.08,112.492,11.793,174.321,-.004,-.002,0,.052,.025,-.002,1.3
VX170162,MYBVX1701628,DANAINFRA IMTN 5.100% 25.05.2037 - Tranche No 65,03-NOV-2020,3.598,3.562,3.526,118.612,119.11,119.611,11.434,168.526,-.002,0,.002,.026,-.002,-.03,0
VX180072,MYBVX1800727,DANAINFRA IMTN 5.110% 19.02.2038 - Tranche No 75,03-NOV-2020,3.645,3.614,3.583,118.665,119.106,119.55,11.884,181.491,-.003,-.001,.001,.041,.012,-.017,1.3
VZ130279,MYBVZ1302794,DANAINFRA IMTN 5.100% 29.10.2038 - Tranche No 13,03-NOV-2020,3.689,3.653,3.617,118.429,118.955,119.483,12.3,194.08,-.002,0,.002,.027,-.002,-.032,0
VX180332,MYBVX1803325,DANAINFRA IMTN 5.000% 26.11.2038 - Tranche No 83,03-NOV-2020,3.683,3.657,3.631,117.257,117.635,118.015,12.159,192.842,-.003,-.001,.001,.042,.013,-.016,2.7
VZ140102,MYBVZ1401026,DANAINFRA IMTN 5.380% 21.04.2039 - Tranche No 18,03-NOV-2020,3.698,3.672,3.646,122.36,122.755,123.152,12.374,198.462,-.002,0,.002,.027,-.003,-.033,2
VZ140200,MYBVZ1402008,DANAINFRA IMTN 5.140% 22.07.2039 - Tranche No 24,03-NOV-2020,3.708,3.682,3.656,119.196,119.588,119.981,12.462,202.966,-.002,0,.002,.028,-.002,-.032,2
VZ140365,MYBVZ1403659,DANAINFRA IMTN 4.980% 25.11.2039 - Tranche No 29,03-NOV-2020,3.74,3.704,3.668,116.789,117.329,117.873,12.598,208.86,-.002,0,.002,.028,-.002,-.032,0
VX190273,MYBVX1902739,DANAINFRA IMTN 4.050% 25.11.2039 - Tranche No 94,03-NOV-2020,3.74,3.704,3.668,104.196,104.698,105.203,13.131,221.963,-.002,0,.002,.028,0,-.028,0
VZ150047,MYBVZ1500470,DANAINFRA IMTN 4.950% 06.04.2040 - Tranche No 35,03-NOV-2020,3.755,3.719,3.683,116.371,116.917,117.466,12.967,218.455,-.002,0,.002,.029,-.001,-.032,0
VX200077,MYBVX2000772,DANAINFRA IMTN 3.570% 18.05.2040 - Tranche No 100,03-NOV-2020,3.756,3.725,3.694,97.44,97.861,98.284,13.673,238.62,-.002,0,.002,.027,0,-.027,1.3
VX200199,MYBVX2001994,DANAINFRA IMTN 3.720% 21.09.2040 - Tranche No 105,03-NOV-2020,3.769,3.743,3.717,99.316,99.676,100.039,13.892,245.072,-.003,-.001,.001,.042,.014,-.014,2
VZ150257,MYBVZ1502575,DANAINFRA IMTN 5.040% 12.11.2040 - Tranche No 41,03-NOV-2020,3.785,3.749,3.713,117.505,118.065,118.628,12.944,223.068,-.002,0,.002,.03,-.001,-.033,0
VZ160130,MYBVZ1601302,DANAINFRA IMTN 4.850% 03.05.2041 - Tranche No 47,03-NOV-2020,3.796,3.77,3.744,114.921,115.325,115.731,13.227,233.229,-.001,.001,.003,.016,-.015,-.047,2
VZ160322,MYBVZ1603225,DANAINFRA IMTN 4.780% 18.10.2041 - Tranche No 53,03-NOV-2020,3.835,3.799,3.763,113.524,114.086,114.651,13.697,246.135,-.002,0,.002,.03,-.001,-.033,0
VZ170120,MYBVZ1701201,DANAINFRA IMTN 5.100% 21.03.2042 - Tranche No 59,03-NOV-2020,3.85,3.819,3.788,118.097,118.6,119.106,13.642,247.405,-.001,.001,.003,.014,-.018,-.05,1.7
VZ170163,MYBVZ1701631,DANAINFRA IMTN 5.200% 23.05.2042 - Tranche No 66,03-NOV-2020,3.863,3.827,3.791,119.434,120.025,120.62,13.459,245.098,-.002,0,.002,.031,-.002,-.035,0
VZ170377,MYBVZ1703777,DANAINFRA IMTN 5.220% 14.11.2042 - Tranche No 71,03-NOV-2020,3.887,3.851,3.815,119.605,120.203,120.806,13.605,251.912,-.001,.001,.003,.016,-.019,-.052,0
VZ180073,MYBVZ1800730,DANAINFRA IMTN 5.240% 20.02.2043 - Tranche No 76,03-NOV-2020,3.901,3.865,3.829,119.813,120.417,121.024,13.848,258.718,-.002,0,.002,.032,-.001,-.036,0
VZ190073,MYBVZ1900738,DANAINFRA IMTN 4.720% 01.04.2043 - Tranche No 89,03-NOV-2020,3.902,3.871,3.84,112.142,112.64,113.142,14.255,270.438,-.002,0,.002,.031,-.002,-.033,1.7
VZ140103,MYBVZ1401034,DANAINFRA IMTN 5.510% 21.04.2044 - Tranche No 19,03-NOV-2020,3.95,3.914,3.878,123.718,124.354,124.993,14.214,274.761,-.002,0,.002,.033,-.001,-.038,0
VZ140201,MYBVZ1402016,DANAINFRA IMTN 5.290% 22.07.2044 - Tranche No 25,03-NOV-2020,3.96,3.924,3.888,120.327,120.954,121.585,14.262,279.205,-.001,.001,.003,.016,-.019,-.054,0
VZ190274,MYBVZ1902742,DANAINFRA IMTN 4.170% 25.11.2044 - Tranche No 95,03-NOV-2020,3.972,3.936,3.9,103.048,103.615,104.187,15.009,305.025,-.002,0,.002,.032,0,-.032,0
VZ140366,MYBVZ1403667,DANAINFRA IMTN 5.160% 25.11.2044 - Tranche No 30,03-NOV-2020,3.972,3.936,3.9,118.295,118.919,119.547,14.35,284.846,-.002,0,.002,.033,-.001,-.037,0
VZ150046,MYBVZ1500462,DANAINFRA IMTN 5.05% 06.04.2045 - Tranche No 36,03-NOV-2020,3.973,3.942,3.911,116.734,117.271,117.811,14.77,297.374,.003,0,-.003,-.053,-.001,.051,1.7
VZ200200,MYBVZ2002005,DANAINFRA IMTN 3.870% 22.09.2045 - Tranche No 106,03-NOV-2020,3.995,3.959,3.923,98.037,98.596,99.159,15.742,331.179,-.002,0,.002,.031,0,-.032,0
VZ150258,MYBVZ1502583,DANAINFRA IMTN 5.150% 10.11.2045 - Tranche No 42,03-NOV-2020,4.002,3.966,3.93,118.039,118.675,119.316,14.641,299.512,-.001,.001,.003,.017,-.019,-.055,0
VZ160131,MYBVZ1601310,DANAINFRA IMTN 5.020% 03.05.2046 - Tranche No 48,03-NOV-2020,4.006,3.98,3.954,116.106,116.565,117.026,14.863,309.439,-.002,0,.002,.036,0,-.036,2.7
VZ160323,MYBVZ1603233,DANAINFRA IMTN 4.950% 19.10.2046 - Tranche No 54,03-NOV-2020,4.038,4.007,3.976,114.583,115.129,115.679,15.333,323.963,.003,0,-.003,-.054,-.001,.052,1.7
VZ170121,MYBVZ1701219,DANAINFRA IMTN 5.180% 21.03.2047 - Tranche No 60,03-NOV-2020,4.066,4.03,3.994,117.919,118.572,119.229,15.261,324.533,-.002,0,.002,.034,-.001,-.038,0
VZ170164,MYBVZ1701649,DANAINFRA IMTN 5.250% 24.05.2047 - Tranche No 67,03-NOV-2020,4.075,4.044,4.013,118.953,119.52,120.09,15.045,320.906,-.002,0,.002,.035,-.001,-.038,1.3
VZ170378,MYBVZ1703785,DANAINFRA IMTN 5.350% 15.11.2047 - Tranche No 72,03-NOV-2020,4.098,4.072,4.046,120.344,120.827,121.312,15.093,325.314,-.002,0,.002,.036,-.001,-.039,2
VZ180074,MYBVZ1800748,DANAINFRA IMTN 5.360% 21.02.2048 - Tranche No 77,03-NOV-2020,4.124,4.093,4.062,120.129,120.706,121.287,15.329,332.609,-.002,0,.002,.036,-.001,-.039,1.7
VZ190074,MYBVZ1900746,DANAINFRA IMTN 4.820% 01.04.2048 - Tranche No 90,03-NOV-2020,4.13,4.099,4.068,111.255,111.802,112.352,15.771,347.633,-.002,0,.002,.035,0,-.037,1.7
VZ180333,MYBVZ1803338,DANAINFRA IMTN 5.170% 26.11.2048 - Tranche No 84,03-NOV-2020,4.168,4.137,4.106,116.482,117.052,117.627,15.468,343.72,-.002,0,.002,.036,-.001,-.038,1.3
VZ190275,MYBVZ1902759,DANAINFRA IMTN 4.290% 26.11.2049 - Tranche No 96,03-NOV-2020,4.23,4.204,4.178,100.996,101.433,101.872,16.312,379.974,-.003,-.001,.001,.05,.017,-.017,2.7
VZ200078,MYBVZ2000785,DANAINFRA IMTN 3.890% 20.05.2050 - Tranche No 101,03-NOV-2020,4.259,4.228,4.197,93.829,94.327,94.828,16.764,399.826,-.003,-.001,.001,.048,.017,-.016,1.7
VZ200201,MYBVZ2002013,DANAINFRA IMTN 4.010% 23.09.2050 - Tranche No 107,03-NOV-2020,4.276,4.24,4.204,95.532,96.12,96.713,16.977,406.754,-.002,0,.002,.033,0,-.033,0
VK140353,MYBVK1403537,FRL IMTN 4.850% 27.10.2021,03-NOV-2020,2.675,2.649,2.623,102.091,102.117,102.142,.956,1.392,0,0,0,-.006,-.006,-.006,3.3
VL130166,MYBVL1301663,KIMANIS IMTN 4.850% 14.12.2020 - Tranche No 24,03-NOV-2020,2.486,2.411,2.336,100.256,100.265,100.273,.111,.024,-.002,-.001,0,-.007,-.006,-.007,0
VL130167,MYBVL1301671,KIMANIS IMTN 4.850% 14.06.2021 - Tranche No 25,03-NOV-2020,2.645,2.57,2.495,101.325,101.371,101.417,.592,.648,-.001,0,.001,-.005,-.006,-.006,0
VM120297,MYBVM1202976,KIMANIS IMTN 4.850% 06.08.2021 - Tranche No. 6,03-NOV-2020,2.66,2.59,2.52,101.625,101.678,101.731,.735,.908,-.001,0,.001,-.005,-.006,-.007,1.7
VM130168,MYBVM1301687,KIMANIS IMTN 4.850% 14.12.2021 - Tranche No 26,03-NOV-2020,2.738,2.663,2.588,102.293,102.376,102.459,1.062,1.679,-.002,-.001,0,-.003,-.004,-.006,0
VM130169,MYBVM1301695,KIMANIS IMTN 4.850% 14.06.2022 - Tranche No 27,03-NOV-2020,2.83,2.755,2.68,103.156,103.276,103.396,1.522,3.139,-.001,0,.001,-.004,-.006,-.008,0
VN120298,MYBVN1202982,KIMANIS IMTN 4.950% 08.08.2022 - Tranche No. 7,03-NOV-2020,2.842,2.772,2.702,103.593,103.715,103.838,1.669,3.683,-.001,0,.001,-.004,-.006,-.008,1.7
VN130170,MYBVN1301701,KIMANIS IMTN 4.850% 14.12.2022 - Tranche No 28,03-NOV-2020,2.898,2.823,2.748,103.966,104.123,104.28,1.971,5.008,-.001,0,.001,-.003,-.005,-.007,0
VN130171,MYBVN1301719,KIMANIS IMTN 4.850% 14.06.2023 - Tranche No 29,03-NOV-2020,2.964,2.889,2.814,104.702,104.895,105.088,2.41,7.265,-.001,0,.001,-.002,-.005,-.008,0
VO120299,MYBVO1202998,KIMANIS IMTN 5.050% 08.08.2023 - Tranche No. 8,03-NOV-2020,2.971,2.896,2.821,105.469,105.673,105.878,2.552,8.052,-.001,0,.001,-.002,-.005,-.008,0
VO130172,MYBVO1301725,KIMANIS IMTN 4.850% 14.12.2023 - Tranche No 30,03-NOV-2020,2.989,2.924,2.859,105.486,105.685,105.883,2.839,9.896,-.001,0,.001,-.002,-.004,-.008,2.7
VP120300,MYBVP1203001,KIMANIS IMTN 5.100% 08.08.2024 - Tranche No. 9,03-NOV-2020,3.056,2.981,2.906,107.207,107.483,107.76,3.395,13.873,-.001,0,.001,-.001,-.005,-.009,0
VQ120301,MYBVQ1203017,KIMANIS IMTN 5.250% 08.08.2025 - Tranche No. 10,03-NOV-2020,3.136,3.066,2.996,109.278,109.603,109.928,4.19,20.944,-.002,-.001,0,.004,0,-.006,1.3
VR120302,MYBVR1203023,KIMANIS IMTN 5.300% 07.08.2026 - Tranche No. 11,03-NOV-2020,3.234,3.164,3.094,110.771,111.16,111.55,4.948,29.158,.004,0,-.004,-.027,-.005,.017,1.7
VS120303,MYBVS1203039,KIMANIS IMTN 5.400% 06.08.2027 - Tranche No. 12,03-NOV-2020,3.34,3.27,3.2,112.362,112.813,113.266,5.662,38.312,-.001,0,.001,.002,-.005,-.012,1.3
VT120304,MYBVT1203045,KIMANIS IMTN 5.500% 08.08.2028 - Tranche No. 13,03-NOV-2020,3.453,3.378,3.303,113.827,114.376,114.928,6.345,48.397,.003,-.001,-.005,-.027,.003,.032,0
UN120038,MYBUN1200384,SABAHDEV MTN 4.55% 3652D 08.8.2022 - MTN 3,03-NOV-2020,2.715,2.655,2.595,103.132,103.237,103.342,1.675,3.702,0,0,0,-.005,-.005,-.005,0
VI170105,MYBVI1701058,SME BANK IMTN 4.100% 09.03.2022,03-NOV-2020,1.944,1.913,1.882,102.856,102.897,102.939,1.307,2.38,-.003,-.001,.001,-.001,-.005,-.008,1.7
VI170174,MYBVI1701744,SME BANK IMTN 4.060% 13.06.2022,03-NOV-2020,1.98,1.944,1.908,103.275,103.333,103.391,1.536,3.182,-.003,-.001,.001,0,-.004,-.007,0
VN120306,MYBVN1203063,SME BANK IMTN 3.69% 12.08.2022,03-NOV-2020,1.996,1.965,1.934,102.934,102.988,103.043,1.703,3.802,-.003,-.001,.001,.001,-.003,-.007,1.7
VI190056,MYBVI1900569,SME BANK IMTN 4.030% 22.03.2024,03-NOV-2020,2.144,2.113,2.082,106.124,106.229,106.333,3.158,11.913,.008,.01,.012,-.032,-.038,-.046,1.3
VI200063,MYBVI2000633,SME BANK IMTN 3.020% 23.04.2025,03-NOV-2020,2.287,2.266,2.245,103.097,103.188,103.278,4.169,20.086,0,.002,.004,-.002,-.01,-.019,3
VK190057,MYBVK1900573,SME BANK IMTN 4.100% 20.03.2026,03-NOV-2020,2.437,2.406,2.375,108.335,108.498,108.661,4.827,27.15,-.002,0,.002,.007,-.004,-.015,1.3
VK200064,MYBVK2000647,SME BANK IMTN 3.300% 23.04.2027,03-NOV-2020,2.607,2.581,2.555,104.101,104.258,104.416,5.813,38.726,.004,.006,.008,-.026,-.039,-.051,2.7
VM120321,MYBVM1203214,TANJUNG BP IMTN 4.790% 16.08.2021,03-NOV-2020,2.571,2.535,2.499,101.707,101.735,101.763,.762,.963,-.001,-.001,-.001,-.005,-.005,-.005,1.7
VN120322,MYBVN1203220,TANJUNG BP IMTN 4.840% 16.08.2022,03-NOV-2020,2.792,2.761,2.73,103.535,103.59,103.645,1.692,3.77,0,0,0,-.005,-.005,-.005,2
VO120323,MYBVO1203236,TANJUNG BP IMTN 4.900% 16.08.2023,03-NOV-2020,2.901,2.86,2.819,105.304,105.417,105.53,2.579,8.195,-.001,-.001,-.001,-.003,-.002,-.002,0
VP120324,MYBVP1203241,TANJUNG BP IMTN 5.010% 16.08.2024,03-NOV-2020,2.993,2.957,2.921,107.16,107.294,107.427,3.421,14.06,-.001,-.001,-.001,-.001,-.001,-.001,1.3
VQ120325,MYBVQ1203256,TANJUNG BP IMTN 5.120% 15.08.2025,03-NOV-2020,3.068,3.032,2.996,109.056,109.223,109.391,4.219,21.187,0,0,0,-.004,-.005,-.005,1.3
VR120328,MYBVR1203288,TANJUNG BP IMTN 5.230% 14.08.2026,03-NOV-2020,3.145,3.114,3.083,110.933,111.106,111.279,4.976,29.434,0,0,0,-.005,-.005,-.005,2.3
VS120327,MYBVS1203278,TANJUNG BP IMTN 5.280% 16.08.2027,03-NOV-2020,3.224,3.193,3.162,112.433,112.634,112.835,5.709,38.828,0,0,0,-.004,-.004,-.005,2
VT120326,MYBVT1203268,TANJUNG BP IMTN 5.340% 16.08.2028,03-NOV-2020,3.308,3.277,3.246,113.839,114.067,114.296,6.4,49.047,0,0,0,-.004,-.004,-.004,2.7
VU120320,MYBVU1203209,TANJUNG BP IMTN 5.450% 16.08.2029,03-NOV-2020,3.425,3.394,3.363,115.243,115.498,115.753,7.042,59.881,-.001,-.001,-.001,.004,.004,.004,2
VM120333,MYBVM1203339,CTX IMTN 4.050% 27.08.2021 - Series 5,03-NOV-2020,2.344,2.284,2.224,101.364,101.413,101.462,.795,1.029,0,0,0,-.005,-.005,-.005,0
VI160327,MYBVI1603270,CTX IMTN 4.850% 28.10.2021 - Series 7,03-NOV-2020,2.383,2.323,2.263,102.384,102.443,102.502,.961,1.403,0,0,0,-.006,-.007,-.007,0
VN120334,MYBVN1203345,CTX IMTN 4.200% 29.08.2022 - Series 6,03-NOV-2020,2.506,2.446,2.386,102.998,103.106,103.215,1.736,3.934,0,0,0,-.005,-.005,-.004,0
VI170242,MYBVI1702429,CTX IMTN 4.85% 29.08.2022 - Series 9,03-NOV-2020,2.506,2.446,2.386,104.147,104.256,104.365,1.727,3.91,0,0,0,-.006,-.006,-.006,0
VK170243,MYBVK1702433,CTX IMTN 5.05% 29.08.2024 - Series 10,03-NOV-2020,2.73,2.685,2.64,108.364,108.535,108.705,3.458,14.335,0,0,0,-.006,-.005,-.006,3
VN160328,MYBVN1603288,CTX IMTN 5.270% 28.10.2026 - Series 8,03-NOV-2020,2.979,2.929,2.879,112.471,112.763,113.056,5.183,31.645,0,0,0,-.005,-.005,-.005,2.7
VN170244,MYBVN1702445,CTX IMTN 5.20% 27.08.2027 - Series 11,03-NOV-2020,3.064,3.019,2.974,113.041,113.337,113.634,5.76,39.4,0,0,0,-.005,-.005,-.005,3
