STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,03-NOV-2020,3.944,3.928,3.912,112.628,112.905,113.183,15.277,319.268,-.023,-.023,-.023,.404,.405,.407,3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,03-NOV-2020,3.971,3.955,3.939,115.854,116.151,116.449,15.774,350.793,-.034,-.034,-.034,.628,.63,.633,3.3
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,03-NOV-2020,3.863,3.852,3.841,103.551,103.75,103.947,16.264,378.42,-.045,-.045,-.045,.805,.808,.809,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,03-NOV-2020,2.361,2.325,2.289,114.64,114.753,114.867,2.742,10.88,-.002,0,.002,-.007,-.014,-.02,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,03-NOV-2020,2.113,2.065,2.017,105.431,105.485,105.54,1.048,1.656,0,0,0,-.013,-.014,-.013,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,03-NOV-2020,2.4,2.352,2.304,109.777,109.88,109.983,1.899,4.751,0,0,0,-.012,-.012,-.012,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,03-NOV-2020,1.561,1.535,1.509,100.177,100.179,100.181,.073,.011,.003,.003,.003,-.006,-.006,-.006,2.7
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,03-NOV-2020,1.468,1.437,1.406,101.312,101.327,101.342,.486,.472,.003,.003,.003,-.008,-.009,-.009,1.7
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,03-NOV-2020,1.453,1.437,1.421,101.319,101.327,101.335,.486,.472,.003,.003,.003,-.009,-.009,-.009,4
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,03-NOV-2020,1.782,1.746,1.71,103.809,103.882,103.956,1.929,4.798,.023,.023,.023,-.053,-.053,-.053,0
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,03-NOV-2020,1.777,1.746,1.715,103.819,103.882,103.945,1.929,4.798,.023,.023,.023,-.053,-.053,-.054,1.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,03-NOV-2020,1.906,1.88,1.854,104.592,104.67,104.747,2.843,9.695,.03,.03,.03,-.096,-.096,-.096,2.7
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,03-NOV-2020,2.402,2.376,2.35,109.103,109.269,109.436,5.784,39.136,-.005,-.005,-.005,.026,.025,.026,2.7
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,03-NOV-2020,2.407,2.376,2.345,109.071,109.269,109.468,5.784,39.136,-.005,-.005,-.005,.026,.025,.025,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,03-NOV-2020,2.666,2.645,2.624,108.394,108.548,108.701,6.683,52.079,-.001,-.001,-.001,.005,.005,.004,3.3
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,03-NOV-2020,2.505,2.44,2.375,100.166,100.167,100.169,.024,.001,-.004,-.003,-.002,-.018,-.019,-.019,2
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,03-NOV-2020,2.515,2.44,2.365,100.167,100.169,100.171,.024,.001,-.004,-.003,-.002,-.018,-.018,-.018,0
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,03-NOV-2020,2.515,2.44,2.365,100.161,100.163,100.165,.024,.001,-.004,-.003,-.002,-.017,-.018,-.018,0
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,03-NOV-2020,2.515,2.44,2.365,100.157,100.159,100.161,.024,.001,-.004,-.003,-.002,-.017,-.018,-.018,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,03-NOV-2020,2.505,2.44,2.375,100.165,100.166,100.168,.024,.001,-.004,-.003,-.002,-.018,-.019,-.019,2.3
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,03-NOV-2020,2.604,2.529,2.454,103.49,103.53,103.57,.497,.502,-.002,-.001,0,-.017,-.018,-.019,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,03-NOV-2020,2.594,2.529,2.464,103.521,103.556,103.591,.496,.502,-.002,-.001,0,-.017,-.018,-.018,2.3
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,03-NOV-2020,2.604,2.529,2.454,103.568,103.608,103.648,.496,.501,-.002,-.001,0,-.017,-.018,-.019,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,03-NOV-2020,2.589,2.529,2.469,103.446,103.478,103.511,.497,.502,-.002,-.001,0,-.017,-.018,-.018,3
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,03-NOV-2020,2.704,2.629,2.554,106.719,106.799,106.878,.949,1.416,-.002,-.001,0,-.016,-.016,-.018,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,03-NOV-2020,2.704,2.629,2.554,106.87,106.949,107.029,.948,1.415,-.002,-.001,0,-.016,-.017,-.018,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,03-NOV-2020,2.704,2.629,2.554,106.77,106.849,106.928,.949,1.416,-.002,-.001,0,-.015,-.017,-.018,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,03-NOV-2020,2.693,2.628,2.563,106.631,106.699,106.768,.95,1.417,-.002,-.001,0,-.015,-.017,-.017,2.3
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,03-NOV-2020,2.796,2.721,2.646,109.862,109.98,110.099,1.383,2.72,-.001,0,.001,-.015,-.018,-.019,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,03-NOV-2020,2.796,2.721,2.646,110.084,110.203,110.322,1.381,2.716,-.001,0,.001,-.016,-.018,-.019,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,03-NOV-2020,2.796,2.721,2.646,109.936,110.055,110.173,1.382,2.719,-.001,0,.001,-.015,-.017,-.02,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,03-NOV-2020,2.887,2.812,2.737,112.993,113.151,113.31,1.797,4.368,-.001,0,.001,-.015,-.017,-.02,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,03-NOV-2020,2.887,2.812,2.737,113.188,113.347,113.506,1.795,4.363,-.001,0,.001,-.015,-.017,-.019,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,03-NOV-2020,2.887,2.812,2.737,112.895,113.054,113.213,1.797,4.37,-.001,0,.001,-.015,-.017,-.019,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,03-NOV-2020,2.953,2.878,2.803,116.054,116.254,116.453,2.201,6.368,-.001,0,.001,-.014,-.016,-.02,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,03-NOV-2020,2.948,2.878,2.808,116.309,116.495,116.682,2.198,6.36,-.001,0,.001,-.014,-.017,-.02,1.3
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,03-NOV-2020,3.008,2.938,2.868,119.318,119.542,119.766,2.579,8.618,-.001,0,.001,-.013,-.016,-.02,1.7
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,03-NOV-2020,3.013,2.938,2.863,119.015,119.255,119.495,2.582,8.631,-.001,0,.001,-.013,-.016,-.02,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,03-NOV-2020,3.058,2.983,2.908,122.331,122.612,122.894,2.952,11.184,-.001,0,.001,-.012,-.017,-.021,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,03-NOV-2020,3.12,3.045,2.97,125.267,125.59,125.915,3.317,14.043,-.001,0,.001,-.011,-.017,-.021,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),03-NOV-2020,3.354,3.239,3.124,100.804,100.809,100.815,.043,.023,-.002,-.002,-.002,-.05,-.051,-.051,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,03-NOV-2020,3.582,3.462,3.342,108.976,109.046,109.116,.492,.503,0,0,0,-.044,-.044,-.044,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),03-NOV-2020,3.803,3.693,3.583,118.619,118.746,118.874,.899,1.336,-.001,-.001,-.001,-.046,-.047,-.047,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,03-NOV-2020,2.151,2.103,2.055,100.364,100.369,100.374,.105,.022,.005,0,-.005,-.01,-.01,-.009,0
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,03-NOV-2020,2.799,2.751,2.703,114.804,115.051,115.298,4.437,22.564,-.001,-.001,-.001,-.002,-.002,-.002,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,03-NOV-2020,3.263,3.143,3.023,100.454,100.473,100.491,.151,.097,-.002,-.002,-.002,-.008,-.008,-.009,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,03-NOV-2020,1.998,1.96,1.922,100.185,100.189,100.192,.082,.013,0,0,0,-.007,-.006,-.006,2.3
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,03-NOV-2020,2.36,2.317,2.274,104.205,104.289,104.373,1.873,4.502,0,0,0,-.006,-.006,-.007,1.7
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,03-NOV-2020,2.955,2.917,2.879,116.58,116.888,117.197,6.908,56.805,0,0,0,-.005,-.005,-.005,2.7
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,03-NOV-2020,3.168,3.125,3.082,116.731,117.151,117.573,8.192,82.155,.001,.001,.001,-.013,-.014,-.014,1.3
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,03-NOV-2020,3.256,3.218,3.18,116.255,116.643,117.033,8.675,91.841,-.005,0,.005,.048,-.003,-.055,2.3
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,03-NOV-2020,2.345,2.307,2.269,102.514,102.564,102.615,1.283,2.305,0,0,0,-.005,-.006,-.005,2
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,03-NOV-2020,2.912,2.874,2.836,108.688,108.906,109.125,5.178,31.903,-.001,-.001,-.001,.002,.002,.002,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,03-NOV-2020,2.942,2.904,2.866,109.622,109.852,110.083,5.483,35.346,-.001,-.001,-.001,.003,.002,.002,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,03-NOV-2020,3.274,3.226,3.178,113.545,114.021,114.5,8.549,89.409,.01,.01,.01,-.101,-.102,-.103,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,03-NOV-2020,3.293,3.255,3.217,115.84,116.23,116.623,8.8,94.085,.009,.009,.009,-.095,-.096,-.096,2.3
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,03-NOV-2020,3.597,3.554,3.511,115.577,116.121,116.667,10.911,148.267,.001,.001,.001,-.015,-.015,-.015,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,03-NOV-2020,1.865,1.839,1.813,101.952,101.974,101.996,.833,1.112,-.002,0,.002,-.004,-.006,-.008,2.7
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,03-NOV-2020,2.208,2.172,2.136,107.985,108.123,108.262,3.544,14.914,.005,.007,.009,-.024,-.033,-.041,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,03-NOV-2020,2.861,2.835,2.809,114.683,114.902,115.122,7.307,63.323,.01,.012,.014,-.088,-.106,-.123,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,03-NOV-2020,3.364,3.328,3.292,116.346,116.782,117.219,10.324,131.629,0,.002,.004,-.003,-.027,-.052,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,03-NOV-2020,2.223,2.18,2.137,101.894,101.914,101.935,.465,.433,0,0,0,-.011,-.012,-.011,1.3
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,03-NOV-2020,1.996,1.96,1.924,105.427,105.507,105.587,2.085,5.522,-.001,.001,.003,-.004,-.009,-.013,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,03-NOV-2020,3.006,2.975,2.944,118.121,118.421,118.722,8.076,78.973,.007,.009,.011,-.072,-.092,-.111,1.3
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,03-NOV-2020,1.719,1.701,1.683,99.478,99.483,99.489,.304,.185,0,0,0,.005,.005,.005,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,03-NOV-2020,1.724,1.706,1.688,99.406,99.412,99.418,.345,.237,0,0,0,.005,.004,.004,2
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,03-NOV-2020,1.872,1.854,1.836,97.038,97.066,97.094,1.599,3.349,-.002,-.002,-.002,.008,.008,.008,2
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,03-NOV-2020,1.887,1.874,1.861,96.621,96.644,96.667,1.813,4.186,-.001,-.001,-.001,.007,.007,.007,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,03-NOV-2020,2.001,1.983,1.965,94.619,94.666,94.713,2.751,8.929,.008,.008,.008,-.016,-.015,-.015,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,03-NOV-2020,2.087,2.064,2.041,93.224,93.296,93.368,3.345,12.844,.01,.01,.01,-.026,-.026,-.026,1.3
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,03-NOV-2020,2.142,2.124,2.106,92.196,92.258,92.321,3.774,16.107,.008,.008,.008,-.022,-.023,-.023,2
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,03-NOV-2020,2.628,2.61,2.592,83.428,83.531,83.634,6.85,50.308,.01,.01,.01,-.051,-.051,-.051,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,03-NOV-2020,3.211,3.183,3.155,68.596,68.82,69.045,11.648,141.397,.005,.005,.005,-.034,-.034,-.034,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,03-NOV-2020,2.228,2.168,2.108,100.848,100.857,100.865,.139,.039,-.001,-.001,-.001,-.016,-.016,-.017,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,03-NOV-2020,2.361,2.301,2.241,103.884,103.924,103.963,.615,.692,0,0,0,-.017,-.016,-.017,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,03-NOV-2020,2.501,2.441,2.381,106.852,106.923,106.994,1.076,1.734,0,0,0,-.016,-.016,-.016,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,03-NOV-2020,2.313,2.253,2.193,103.599,103.639,103.678,.616,.694,0,0,0,-.015,-.015,-.015,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,03-NOV-2020,2.449,2.389,2.329,106.306,106.377,106.447,1.071,1.719,0,0,0,-.015,-.015,-.015,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,03-NOV-2020,2.438,2.39,2.342,102.649,102.723,102.798,1.502,2.684,0,0,0,-.004,-.005,-.005,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,03-NOV-2020,2.952,2.909,2.866,108.257,108.525,108.793,5.706,36.933,-.001,-.001,-.001,.003,.003,.003,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,03-NOV-2020,17.965,17.545,17.125,63.864,64.509,65.162,2.396,6.844,-.002,-.002,-.002,.033,.033,.032,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,03-NOV-2020,18.518,18.098,17.678,52.796,53.534,54.284,3.307,12.455,-.001,-.001,-.001,.027,.027,.027,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,03-NOV-2020,19.046,18.626,18.206,43.255,44.026,44.813,4.214,19.686,-.001,-.001,-.001,.024,.023,.023,0
VG170371,MYBVG1703710,CAGAMAS IMTN 4.020% 03.11.2020,03-NOV-2020,1.793,1.728,1.663,100,100,100,0,0,.011,-.002,-.015,.003,.003,.003,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,03-NOV-2020,1.783,1.728,1.673,100.148,100.151,100.154,.056,.006,.011,-.002,-.015,-.008,-.007,-.007,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,03-NOV-2020,1.793,1.728,1.663,100.103,100.108,100.113,.07,.01,.011,-.002,-.015,-.005,-.004,-.003,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,03-NOV-2020,1.805,1.74,1.675,100.306,100.314,100.322,.122,.03,.011,-.002,-.015,-.008,-.007,-.005,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,03-NOV-2020,1.805,1.74,1.675,100.198,100.207,100.216,.135,.037,.011,-.002,-.015,-.006,-.004,-.002,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,03-NOV-2020,1.842,1.782,1.722,100.893,100.916,100.94,.385,.296,.018,0,-.018,-.013,-.007,.001,1.7
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,03-NOV-2020,1.837,1.782,1.727,100.933,100.955,100.978,.401,.322,.013,0,-.013,-.012,-.007,-.001,2.7
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,03-NOV-2020,1.842,1.782,1.722,101.421,101.446,101.47,.404,.326,.013,0,-.013,-.015,-.009,-.005,1.3
VN110042,MYBVN1100426,CAGAMAS IMTN 4.650% 07.04.2021,03-NOV-2020,1.852,1.787,1.722,101.18,101.208,101.236,.423,.358,.009,-.004,-.017,-.012,-.006,0,0
VP090748,MYBVP0907487,CAGAMAS IMTN 5.380% 19.07.2021,03-NOV-2020,1.87,1.805,1.74,102.45,102.497,102.543,.688,.82,.015,.002,-.011,-.021,-.011,-.002,0
VE200162,MYBVE2001622,CAGAMAS IMTN 2.150% 11.08.2021,03-NOV-2020,1.875,1.81,1.745,100.208,100.258,100.307,.758,.952,.015,.002,-.011,-.012,-.002,.007,0
