STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,04-NOV-2020,2.262,2.251,2.24,108.738,108.8,108.861,5.076,30.099,.017,.017,.017,-.1,-.1,-.1,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,04-NOV-2020,2.465,2.444,2.423,112.174,112.296,112.418,5.144,31.06,.125,.125,.125,-.735,-.735,-.737,2.3
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,04-NOV-2020,2.383,2.372,2.361,108.526,108.59,108.655,5.347,33.529,.127,.127,.127,-.756,-.757,-.758,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,04-NOV-2020,2.575,2.554,2.533,107.68,107.808,107.936,5.627,36.741,.128,.128,.128,-.786,-.787,-.788,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,04-NOV-2020,2.469,2.458,2.447,106.231,106.3,106.369,5.79,39.04,.127,.127,.127,-.8,-.8,-.801,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,04-NOV-2020,2.447,2.436,2.425,109.325,109.4,109.474,6.085,43.471,.006,.006,.006,-.05,-.05,-.05,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,04-NOV-2020,2.631,2.62,2.609,107.552,107.631,107.71,6.562,50.322,.104,.104,.104,-.752,-.753,-.753,4
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,04-NOV-2020,2.635,2.624,2.613,118.443,118.529,118.615,6.544,50.879,.098,.098,.098,-.771,-.771,-.772,4
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,04-NOV-2020,2.724,2.713,2.702,109.005,109.095,109.185,7.429,64.567,.073,.073,.073,-.605,-.605,-.606,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,04-NOV-2020,2.778,2.767,2.756,114.201,114.3,114.398,7.8,71.805,.033,.033,.033,-.3,-.3,-.3,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,04-NOV-2020,2.675,2.659,2.643,99.606,99.75,99.896,9.046,93.372,.027,.027,.027,-.249,-.25,-.25,3.7
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,04-NOV-2020,2.853,2.842,2.831,112.592,112.7,112.808,8.586,88.158,.022,.022,.022,-.222,-.222,-.222,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,04-NOV-2020,2.925,2.909,2.893,111.616,111.781,111.947,9.225,101.025,.026,.026,.026,-.274,-.275,-.275,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,04-NOV-2020,3.156,3.145,3.134,107.031,107.148,107.266,9.93,117.346,.023,.023,.023,-.252,-.252,-.252,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,04-NOV-2020,3.146,3.13,3.114,115.875,116.061,116.247,9.817,119.139,.023,.023,.023,-.259,-.259,-.26,3.7
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,04-NOV-2020,3.09,3.079,3.068,108.173,108.3,108.429,10.529,134.648,.017,.017,.017,-.199,-.2,-.199,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,04-NOV-2020,3.414,3.393,3.372,109.582,109.835,110.09,10.831,145.566,.019,.019,.019,-.23,-.232,-.232,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,04-NOV-2020,3.403,3.387,3.371,116.995,117.216,117.437,11.757,173.555,.021,.021,.021,-.284,-.285,-.286,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,04-NOV-2020,3.637,3.621,3.605,116.213,116.441,116.669,12.025,187.064,.02,.02,.02,-.294,-.294,-.295,3.3
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,04-NOV-2020,3.477,3.466,3.455,103.95,104.109,104.268,13.421,231.674,.017,.017,.017,-.24,-.241,-.242,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,04-NOV-2020,3.965,3.949,3.933,114.507,114.77,115.033,14.26,273.524,.019,.019,.019,-.321,-.322,-.323,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,04-NOV-2020,3.963,3.947,3.931,112.298,112.574,112.851,15.258,318.692,.019,.019,.019,-.33,-.331,-.332,3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,04-NOV-2020,3.991,3.975,3.959,115.499,115.794,116.091,15.752,350.083,.02,.02,.02,-.355,-.357,-.358,3.3
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,04-NOV-2020,3.88,3.869,3.858,103.237,103.433,103.632,16.264,378.42,.017,.017,.017,-.314,-.317,-.315,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,04-NOV-2020,2.38,2.344,2.308,114.567,114.68,114.794,2.739,10.859,.019,.019,.019,-.073,-.073,-.073,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,04-NOV-2020,2.112,2.064,2.016,105.419,105.473,105.528,1.046,1.649,-.001,-.001,-.001,-.012,-.012,-.012,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,04-NOV-2020,2.4,2.352,2.304,109.764,109.867,109.97,1.896,4.74,0,0,0,-.013,-.013,-.013,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,04-NOV-2020,1.623,1.597,1.571,100.166,100.167,100.169,.071,.01,.062,.062,.062,-.011,-.012,-.012,2.3
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,04-NOV-2020,1.566,1.55,1.534,101.256,101.264,101.272,.483,.466,.113,.113,.113,-.063,-.063,-.063,4
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,04-NOV-2020,1.581,1.55,1.519,101.249,101.264,101.279,.483,.466,.113,.113,.113,-.063,-.063,-.063,1.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,04-NOV-2020,1.827,1.796,1.765,103.713,103.776,103.839,1.926,4.784,.05,.05,.05,-.106,-.106,-.106,1.7
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,04-NOV-2020,1.832,1.796,1.76,103.703,103.776,103.849,1.926,4.784,.05,.05,.05,-.106,-.106,-.107,0
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,04-NOV-2020,1.95,1.929,1.908,104.458,104.52,104.583,2.839,9.673,.044,.049,.054,-.134,-.15,-.164,3.3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,04-NOV-2020,2.535,2.504,2.473,108.254,108.451,108.648,5.774,39.024,.128,.128,.128,-.817,-.818,-.82,1.7
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,04-NOV-2020,2.53,2.504,2.478,108.286,108.451,108.616,5.774,39.024,.128,.128,.128,-.817,-.818,-.82,2.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,04-NOV-2020,2.714,2.693,2.672,108.047,108.2,108.353,6.677,51.999,.048,.048,.048,-.347,-.348,-.348,3.3
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,04-NOV-2020,2.511,2.436,2.361,100.14,100.141,100.143,.022,.001,-.004,-.004,-.004,-.017,-.018,-.018,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,04-NOV-2020,2.501,2.436,2.371,100.146,100.148,100.149,.022,.001,-.004,-.004,-.004,-.019,-.018,-.019,2.3
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,04-NOV-2020,2.511,2.436,2.361,100.148,100.15,100.152,.022,.001,-.004,-.004,-.004,-.019,-.019,-.019,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,04-NOV-2020,2.501,2.436,2.371,100.147,100.149,100.15,.022,.001,-.004,-.004,-.004,-.019,-.018,-.019,2
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,04-NOV-2020,2.511,2.436,2.361,100.143,100.145,100.146,.022,.001,-.004,-.004,-.004,-.018,-.018,-.019,0
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,04-NOV-2020,2.604,2.529,2.454,103.472,103.512,103.552,.494,.498,0,0,0,-.018,-.018,-.018,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,04-NOV-2020,2.594,2.529,2.464,103.426,103.461,103.495,.494,.498,.005,0,-.005,-.02,-.017,-.016,2.7
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,04-NOV-2020,2.604,2.529,2.454,103.549,103.589,103.629,.494,.498,0,0,0,-.019,-.019,-.019,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,04-NOV-2020,2.594,2.529,2.464,103.503,103.538,103.573,.494,.498,0,0,0,-.018,-.018,-.018,2
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,04-NOV-2020,2.694,2.629,2.564,106.612,106.681,106.749,.947,1.411,.001,.001,.001,-.019,-.018,-.019,2.3
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,04-NOV-2020,2.704,2.629,2.554,106.852,106.931,107.01,.945,1.408,0,0,0,-.018,-.018,-.019,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,04-NOV-2020,2.704,2.629,2.554,106.702,106.781,106.86,.946,1.41,0,0,0,-.017,-.018,-.018,0
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,04-NOV-2020,2.704,2.629,2.554,106.752,106.831,106.91,.946,1.409,0,0,0,-.018,-.018,-.018,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,04-NOV-2020,2.795,2.72,2.645,109.846,109.965,110.083,1.38,2.711,-.001,-.001,-.001,-.016,-.015,-.016,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,04-NOV-2020,2.795,2.72,2.645,109.92,110.039,110.157,1.38,2.71,-.001,-.001,-.001,-.016,-.016,-.016,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,04-NOV-2020,2.795,2.72,2.645,110.068,110.187,110.306,1.379,2.708,-.001,-.001,-.001,-.016,-.016,-.016,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,04-NOV-2020,2.887,2.812,2.737,112.879,113.037,113.195,1.795,4.359,0,0,0,-.016,-.017,-.018,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,04-NOV-2020,2.887,2.812,2.737,113.171,113.329,113.488,1.792,4.352,0,0,0,-.017,-.018,-.018,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,04-NOV-2020,2.887,2.812,2.737,112.976,113.134,113.293,1.794,4.357,0,0,0,-.017,-.017,-.017,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,04-NOV-2020,2.953,2.878,2.803,116.038,116.237,116.436,2.198,6.355,0,0,0,-.016,-.017,-.017,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,04-NOV-2020,2.948,2.878,2.808,116.292,116.478,116.665,2.196,6.347,0,0,0,-.017,-.017,-.017,1.3
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,04-NOV-2020,3.007,2.937,2.867,119.304,119.528,119.753,2.576,8.603,-.001,-.001,-.001,-.014,-.014,-.013,1.7
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,04-NOV-2020,3.012,2.937,2.862,119.002,119.242,119.482,2.579,8.616,-.001,-.001,-.001,-.013,-.013,-.013,0
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,04-NOV-2020,3.058,2.983,2.908,122.314,122.596,122.878,2.949,11.167,0,0,0,-.017,-.016,-.016,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,04-NOV-2020,3.12,3.045,2.97,125.251,125.574,125.899,3.315,14.024,0,0,0,-.016,-.016,-.016,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),04-NOV-2020,3.351,3.236,3.121,100.754,100.759,100.764,.04,.021,-.003,-.003,-.003,-.05,-.05,-.051,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,04-NOV-2020,3.581,3.461,3.341,108.932,109.002,109.071,.489,.499,-.001,-.001,-.001,-.044,-.044,-.045,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),04-NOV-2020,3.802,3.692,3.582,118.573,118.7,118.827,.896,1.33,-.001,-.001,-.001,-.046,-.046,-.047,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,04-NOV-2020,2.151,2.103,2.055,100.354,100.359,100.364,.102,.021,0,0,0,-.01,-.01,-.01,0
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,04-NOV-2020,2.799,2.751,2.703,114.797,115.043,115.29,4.434,22.539,0,0,0,-.007,-.008,-.008,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,04-NOV-2020,3.261,3.141,3.021,100.447,100.465,100.483,.148,.095,-.002,-.002,-.002,-.007,-.008,-.008,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,04-NOV-2020,1.998,1.96,1.922,100.179,100.182,100.185,.079,.013,0,0,0,-.006,-.007,-.007,2.3
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,04-NOV-2020,2.36,2.317,2.274,104.199,104.283,104.367,1.87,4.491,0,0,0,-.006,-.006,-.006,1.7
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,04-NOV-2020,2.955,2.917,2.879,116.575,116.883,117.192,6.905,56.766,0,0,0,-.005,-.005,-.005,2.7
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,04-NOV-2020,3.168,3.125,3.082,116.728,117.148,117.57,8.189,82.11,0,0,0,-.003,-.003,-.003,1.3
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,04-NOV-2020,3.256,3.218,3.18,116.251,116.64,117.03,8.672,91.793,0,0,0,-.004,-.003,-.003,2.3
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,04-NOV-2020,2.344,2.306,2.268,102.51,102.561,102.611,1.28,2.297,-.001,-.001,-.001,-.004,-.003,-.004,2
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,04-NOV-2020,2.912,2.874,2.836,108.684,108.903,109.122,5.176,31.874,0,0,0,-.004,-.003,-.003,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,04-NOV-2020,2.942,2.904,2.866,109.618,109.848,110.079,5.481,35.314,0,0,0,-.004,-.004,-.004,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,04-NOV-2020,3.274,3.226,3.178,113.542,114.018,114.497,8.546,89.362,0,0,0,-.003,-.003,-.003,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,04-NOV-2020,3.293,3.255,3.217,115.836,116.227,116.619,8.797,94.036,0,0,0,-.004,-.003,-.004,2.3
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,04-NOV-2020,3.596,3.553,3.51,115.588,116.131,116.677,10.908,148.213,-.001,-.001,-.001,.011,.01,.01,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,04-NOV-2020,1.865,1.839,1.813,101.945,101.967,101.989,.83,1.106,0,0,0,-.007,-.007,-.007,2.7
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,04-NOV-2020,2.215,2.179,2.143,107.952,108.091,108.229,3.541,14.892,.007,.007,.007,-.033,-.032,-.033,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,04-NOV-2020,2.868,2.842,2.816,114.62,114.839,115.059,7.303,63.273,.007,.007,.007,-.063,-.063,-.063,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,04-NOV-2020,3.362,3.326,3.29,116.368,116.803,117.241,10.322,131.581,-.002,-.002,-.002,.022,.021,.022,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,04-NOV-2020,2.223,2.18,2.137,101.883,101.903,101.923,.462,.428,0,0,0,-.011,-.011,-.012,1.3
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,04-NOV-2020,1.996,1.96,1.924,105.42,105.5,105.58,2.082,5.509,0,0,0,-.007,-.007,-.007,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,04-NOV-2020,3.006,2.975,2.944,118.117,118.417,118.717,8.074,78.928,0,0,0,-.004,-.004,-.005,1.3
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,04-NOV-2020,1.718,1.7,1.682,99.483,99.488,99.493,.301,.181,-.001,-.001,-.001,.005,.005,.004,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,04-NOV-2020,1.723,1.705,1.687,99.411,99.417,99.423,.342,.234,-.001,-.001,-.001,.005,.005,.005,2
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,04-NOV-2020,1.872,1.854,1.836,97.043,97.071,97.099,1.596,3.338,0,0,0,.005,.005,.005,2
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,04-NOV-2020,1.887,1.874,1.861,96.626,96.649,96.672,1.81,4.174,0,0,0,.005,.005,.005,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,04-NOV-2020,2,1.982,1.964,94.627,94.673,94.72,2.748,8.913,-.001,-.001,-.001,.008,.007,.007,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,04-NOV-2020,2.089,2.066,2.043,93.223,93.295,93.367,3.342,12.824,.002,.002,.002,-.001,-.001,-.001,1.3
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,04-NOV-2020,2.149,2.131,2.113,92.177,92.239,92.302,3.771,16.084,.007,.007,.007,-.019,-.019,-.019,2
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,04-NOV-2020,2.649,2.631,2.613,83.314,83.417,83.52,6.847,50.259,.021,.021,.021,-.114,-.114,-.114,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,04-NOV-2020,3.204,3.176,3.148,68.658,68.882,69.107,11.645,141.343,-.007,-.007,-.007,.062,.062,.062,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,04-NOV-2020,2.231,2.167,2.103,100.831,100.84,100.849,.136,.037,.003,-.001,-.005,-.017,-.017,-.016,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,04-NOV-2020,2.364,2.3,2.236,103.866,103.908,103.95,.613,.687,.003,-.001,-.005,-.018,-.016,-.013,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,04-NOV-2020,2.504,2.44,2.376,106.832,106.908,106.983,1.074,1.727,.003,-.001,-.005,-.02,-.015,-.011,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,04-NOV-2020,2.316,2.252,2.188,103.582,103.624,103.666,.614,.689,.003,-.001,-.005,-.017,-.015,-.012,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,04-NOV-2020,2.452,2.388,2.324,106.288,106.363,106.438,1.069,1.712,.003,-.001,-.005,-.018,-.014,-.009,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,04-NOV-2020,2.438,2.39,2.342,102.644,102.719,102.793,1.5,2.675,0,0,0,-.005,-.004,-.005,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,04-NOV-2020,2.952,2.909,2.866,108.254,108.522,108.79,5.703,36.901,0,0,0,-.003,-.003,-.003,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,04-NOV-2020,17.962,17.542,17.122,63.898,64.543,65.196,2.394,6.831,-.003,-.003,-.003,.034,.034,.034,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,04-NOV-2020,18.516,18.096,17.676,52.825,53.563,54.312,3.305,12.437,-.002,-.002,-.002,.029,.029,.028,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,04-NOV-2020,19.045,18.625,18.205,43.278,44.05,44.836,4.212,19.664,-.001,-.001,-.001,.023,.024,.023,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,04-NOV-2020,1.78,1.725,1.67,100.141,100.144,100.147,.053,.006,-.003,-.003,-.003,-.007,-.007,-.007,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,04-NOV-2020,1.79,1.725,1.66,100.1,100.104,100.108,.067,.009,-.003,-.003,-.003,-.003,-.004,-.005,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,04-NOV-2020,1.805,1.74,1.675,100.299,100.307,100.315,.119,.028,0,0,0,-.007,-.007,-.007,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,04-NOV-2020,1.805,1.74,1.675,100.194,100.203,100.211,.133,.035,0,0,0,-.004,-.004,-.005,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,04-NOV-2020,1.842,1.782,1.722,100.886,100.91,100.933,.382,.292,0,0,0,-.007,-.006,-.007,1.7
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,04-NOV-2020,1.837,1.782,1.727,100.927,100.949,100.971,.399,.318,0,0,0,-.006,-.006,-.007,2.3
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,04-NOV-2020,1.842,1.782,1.722,101.411,101.436,101.46,.401,.322,0,0,0,-.01,-.01,-.01,1.3
VN110042,MYBVN1100426,CAGAMAS IMTN 4.650% 07.04.2021,04-NOV-2020,1.852,1.787,1.722,101.172,101.2,101.228,.42,.353,0,0,0,-.008,-.008,-.008,0
VP090748,MYBVP0907487,CAGAMAS IMTN 5.380% 19.07.2021,04-NOV-2020,1.871,1.806,1.741,102.44,102.486,102.533,.685,.815,.001,.001,.001,-.01,-.011,-.01,0
VE200162,MYBVE2001622,CAGAMAS IMTN 2.150% 11.08.2021,04-NOV-2020,1.878,1.813,1.748,100.205,100.254,100.304,.755,.947,.003,.003,.003,-.003,-.004,-.003,0
VG180278,MYBVG1802785,CAGAMAS IMTN 4.080% 08.10.2021,04-NOV-2020,1.885,1.83,1.775,102.004,102.056,102.107,.908,1.279,0,0,0,-.006,-.006,-.006,2.7
