STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
VN120270,MYBVN1202701,DANAINFRA IMTN 3.740% 20.07.2022 - Tranche No 2,20-OCT-2020,1.922,1.891,1.86,103.108,103.162,103.216,1.679,3.708,-.013,-.011,-.009,.018,.014,.01,2
VK150253,MYBVK1502536,DANAINFRA IMTN 4.450% 11.11.2022 - Tranche No 37,20-OCT-2020,1.956,1.925,1.894,105.001,105.065,105.13,1.935,4.843,-.012,-.01,-.008,.018,.014,.01,2
VN130071,MYBVN1300711,DANAINFRA IMTN 4.000% 08.02.2023 - Tranche No 5,20-OCT-2020,1.998,1.967,1.936,104.476,104.548,104.619,2.185,5.986,-.01,-.008,-.006,.018,.014,.009,2
VK160126,MYBVK1601262,DANAINFRA IMTN 4.100% 03.05.2023 - Tranche No 43,20-OCT-2020,2.028,1.997,1.966,105.093,105.171,105.25,2.369,7.021,-.008,-.006,-.004,.015,.01,.005,2.7
VI180241,MYBVI1802419,DANAINFRA IMTN 4.080% 18.08.2023 - Tranche No 79,20-OCT-2020,2.057,2.031,2.005,105.527,105.6,105.674,2.659,8.623,-.004,-.002,0,.006,0,-.005,3.3
VK160318,MYBVK1603185,DANAINFRA IMTN 3.920% 20.10.2023 - Tranche No 49,20-OCT-2020,2.086,2.055,2.024,105.307,105.399,105.492,2.783,9.489,-.002,0,.002,.004,-.003,-.008,2.3
VN130276,MYBVN1302766,DANAINFRA IMTN 4.210% 31.10.2023 - Tranche No 10,20-OCT-2020,2.086,2.055,2.024,106.197,106.291,106.385,2.797,9.594,-.002,0,.002,.001,-.005,-.011,2.7
VK170117,MYBVK1701179,DANAINFRA IMTN 4.350% 21.03.2024 - Tranche No 56,20-OCT-2020,2.14,2.109,2.078,107.25,107.357,107.463,3.18,12.088,0,.002,.004,-.006,-.012,-.019,2
VN140099,MYBVN1400990,DANAINFRA IMTN 4.550% 19.04.2024 - Tranche No 15,20-OCT-2020,2.161,2.12,2.079,108.005,108.149,108.293,3.248,12.57,.005,.002,-.001,-.024,-.014,-.003,0
VK170159,MYBVK1701591,DANAINFRA IMTN 4.270% 24.05.2024 - Tranche No 62,20-OCT-2020,2.163,2.132,2.101,107.242,107.353,107.465,3.289,13.034,.001,.003,.005,-.009,-.016,-.023,2
VP120271,MYBVP1202714,DANAINFRA IMTN 3.870% 19.07.2024 - Tranche No 3,20-OCT-2020,2.183,2.157,2.131,106.033,106.129,106.225,3.462,14.242,-.007,0,.007,.022,-.004,-.031,3.3
VN140197,MYBVN1401972,DANAINFRA IMTN 4.410% 24.07.2024 - Tranche No 21,20-OCT-2020,2.188,2.157,2.126,107.973,108.09,108.207,3.446,14.186,-.002,0,.002,.002,-.005,-.013,2
VK170374,MYBVK1703746,DANAINFRA IMTN 4.330% 15.11.2024 - Tranche No 68,20-OCT-2020,2.229,2.198,2.167,108.125,108.25,108.376,3.682,16.225,.003,0,-.003,-.017,-.005,.007,2.7
VP130072,MYBVP1300724,DANAINFRA IMTN 3.960% 07.02.2025 - Tranche No 6,20-OCT-2020,2.263,2.232,2.201,106.909,107.041,107.172,3.933,18.21,-.002,0,.002,.004,-.004,-.013,2
VK180070,MYBVK1800708,DANAINFRA IMTN 4.370% 21.02.2025 - Tranche No 73,20-OCT-2020,2.263,2.232,2.201,108.652,108.786,108.92,3.944,18.359,-.002,0,.002,.003,-.005,-.014,2.7
VN150050,MYBVN1500500,DANAINFRA IMTN 4.330% 04.04.2025 - Tranche No 32,20-OCT-2020,2.282,2.251,2.22,108.63,108.767,108.905,4.065,19.384,-.001,.001,.003,-.001,-.01,-.018,2.7
VN150254,MYBVN1502548,DANAINFRA IMTN 4.530% 12.11.2025 - Tranche No 38,20-OCT-2020,2.358,2.327,2.296,110.299,110.455,110.611,4.472,23.779,-.002,0,.002,.004,-.005,-.016,2
VK180329,MYBVK1803298,DANAINFRA IMTN 4.320% 26.11.2025 - Tranche No 80,20-OCT-2020,2.358,2.327,2.296,109.369,109.525,109.682,4.53,24.277,-.002,0,.002,.005,-.005,-.015,2
VK190069,MYBVK1900698,DANAINFRA IMTN 4.030% 01.04.2026 - Tranche No 85,20-OCT-2020,2.409,2.378,2.347,108.229,108.394,108.559,4.902,27.905,-.003,-.001,.001,.012,.002,-.009,2.7
VN160127,MYBVN1601274,DANAINFRA IMTN 4.290% 30.04.2026 - Tranche No 44,20-OCT-2020,2.409,2.378,2.347,109.682,109.85,110.019,4.864,27.998,-.003,-.001,.001,.012,.001,-.01,2.3
VN160319,MYBVN1603197,DANAINFRA IMTN 4.090% 20.10.2026 - Tranche No 50,20-OCT-2020,2.477,2.446,2.415,108.942,109.123,109.304,5.249,32.514,-.003,-.001,.001,.016,.004,-.008,2.3
VK190270,MYBVK1902702,DANAINFRA IMTN 3.530% 27.11.2026 - Tranche No 91,20-OCT-2020,2.49,2.459,2.428,105.85,106.031,106.211,5.422,34.227,.002,-.001,-.004,-.014,.004,.02,2.7
VN170118,MYBVN1701181,DANAINFRA IMTN 4.560% 19.03.2027 - Tranche No 57,20-OCT-2020,2.524,2.498,2.472,111.987,112.151,112.315,5.597,36.627,-.003,-.001,.001,.014,.002,-.011,3.3
VK200074,MYBVK2000746,DANAINFRA IMTN 2.860% 20.05.2027 - Tranche No 97,20-OCT-2020,2.555,2.519,2.483,101.835,102.055,102.275,5.908,40.133,-.002,0,.002,.011,-.001,-.013,1.7
VN170160,MYBVN1701603,DANAINFRA IMTN 4.370% 25.05.2027 - Tranche No 63,20-OCT-2020,2.555,2.519,2.483,110.949,111.18,111.411,5.687,38.188,-.002,0,.002,.009,-.004,-.018,1.7
VS120272,MYBVS1202726,DANAINFRA IMTN 4.040% 20.07.2027 - Tranche No 4,20-OCT-2020,2.572,2.541,2.51,109.038,109.239,109.44,5.885,40.439,-.003,-.001,.001,.016,.003,-.01,2.3
VK200196,MYBVK2001967,DANAINFRA IMTN 2.660% 23.09.2027 - Tranche No 102,20-OCT-2020,2.602,2.561,2.52,100.364,100.624,100.884,6.281,44.751,-.002,0,.002,.012,0,-.013,0
VN170375,MYBVN1703757,DANAINFRA IMTN 4.500% 16.11.2027 - Tranche No 69,20-OCT-2020,2.615,2.579,2.543,112.094,112.341,112.589,6.015,42.895,.003,0,-.003,-.025,-.004,.017,1.7
VS130073,MYBVS1300736,DANAINFRA IMTN 4.170% 08.02.2028 - Tranche No 7,20-OCT-2020,2.634,2.608,2.582,110.137,110.319,110.501,6.293,46.299,-.002,0,.002,.011,-.003,-.017,3
VS130277,MYBVS1302773,DANAINFRA IMTN 4.580% 31.10.2028 - Tranche No 11,20-OCT-2020,2.728,2.692,2.656,113.268,113.546,113.824,6.677,53.193,-.002,0,.002,.011,-.004,-.02,1.7
VN180330,MYBVN1803300,DANAINFRA IMTN 4.470% 24.11.2028 - Tranche No 81,20-OCT-2020,2.737,2.701,2.665,112.5,112.779,113.058,6.762,54.315,-.002,0,.002,.011,-.004,-.02,1.3
VN190070,MYBVN1900700,DANAINFRA IMTN 4.080% 30.03.2029 - Tranche No 86,20-OCT-2020,2.774,2.733,2.692,109.773,110.097,110.423,7.186,60.206,-.002,0,.002,.013,-.003,-.019,0
VS140100,MYBVS1401005,DANAINFRA IMTN 5.030% 20.04.2029 - Tranche No 16,20-OCT-2020,2.772,2.741,2.71,116.995,117.251,117.508,6.909,57.623,-.002,0,.002,.014,-.003,-.019,2
VS140198,MYBVS1401989,DANAINFRA IMTN 4.760% 24.07.2029 - Tranche No 22,20-OCT-2020,2.797,2.766,2.735,115.152,115.412,115.674,7.215,61.947,-.002,0,.002,.012,-.005,-.021,2
VS140363,MYBVS1403639,DANAINFRA IMTN 4.670% 27.11.2029 - Tranche No 27,20-OCT-2020,2.831,2.8,2.769,114.66,114.928,115.197,7.418,65.924,-.002,0,.002,.014,-.004,-.021,2.3
VN190271,MYBVN1902714,DANAINFRA IMTN 3.690% 27.11.2029 - Tranche No 92,20-OCT-2020,2.831,2.8,2.769,106.847,107.104,107.362,7.651,68.781,-.002,0,.002,.015,-.002,-.018,2.3
VS150049,MYBVS1500491,DANAINFRA IMTN 4.610% 05.04.2030 - Tranche No 33,20-OCT-2020,2.858,2.827,2.796,114.43,114.707,114.984,7.782,71.605,-.002,0,.002,.014,-.004,-.022,2
VN200075,MYBVN2000757,DANAINFRA IMTN 3.010% 20.05.2030 - Tranche No 98,20-OCT-2020,2.864,2.833,2.802,101.214,101.475,101.736,8.186,77.72,-.002,0,.002,.016,0,-.017,2
VN200197,MYBVN2001979,DANAINFRA IMTN 2.860% 23.09.2030 - Tranche No 103,20-OCT-2020,2.901,2.86,2.819,99.647,99.999,100.352,8.571,84.172,-.002,0,.002,.017,0,-.017,0
VS150255,MYBVS1502554,DANAINFRA IMTN 4.820% 12.11.2030 - Tranche No 39,20-OCT-2020,2.912,2.881,2.85,116.532,116.826,117.122,7.999,77.477,-.002,0,.002,.015,-.004,-.023,2
VS160128,MYBVS1601281,DANAINFRA IMTN 4.570% 02.05.2031 - Tranche No 45,20-OCT-2020,2.974,2.933,2.892,114.339,114.739,115.14,8.356,84.503,-.003,-.001,.001,.026,.007,-.013,0
VS160320,MYBVS1603204,DANAINFRA IMTN 4.480% 20.10.2031 - Tranche No 51,20-OCT-2020,3.019,2.988,2.957,113.589,113.9,114.213,8.665,91.116,-.002,0,.002,.019,-.002,-.021,2
VS170119,MYBVS1701198,DANAINFRA IMTN 4.950% 19.03.2032 - Tranche No 58,20-OCT-2020,3.065,3.034,3.003,118.039,118.367,118.696,8.93,96.35,-.003,-.001,.001,.028,.007,-.015,2
VS170161,MYBVS1701610,DANAINFRA IMTN 4.890% 25.05.2032 - Tranche No 64,20-OCT-2020,3.087,3.051,3.015,117.458,117.843,118.229,8.937,97.813,-.003,-.001,.001,.028,.007,-.014,1.7
VS170376,MYBVS1703764,DANAINFRA IMTN 4.900% 16.11.2032 - Tranche No 70,20-OCT-2020,3.129,3.093,3.057,117.687,118.084,118.484,9.205,104.289,-.002,0,.002,.019,-.004,-.025,1.7
VX130074,MYBVX1300744,DANAINFRA IMTN 4.380% 08.02.2033 - Tranche No 8,20-OCT-2020,3.147,3.111,3.075,112.491,112.883,113.277,9.599,111.377,-.003,-.001,.001,.03,.008,-.014,1.3
VS180071,MYBVS1800719,DANAINFRA IMTN 4.900% 21.02.2033 - Tranche No 74,20-OCT-2020,3.152,3.111,3.07,117.747,118.207,118.67,9.463,109.244,-.003,-.001,.001,.031,.008,-.015,0
VX130278,MYBVX1302781,DANAINFRA IMTN 4.800% 31.10.2033 - Tranche No 12,20-OCT-2020,3.196,3.16,3.124,116.98,117.4,117.822,9.771,118.401,-.002,0,.002,.02,-.003,-.027,1.7
VS180331,MYBVS1803317,DANAINFRA IMTN 4.800% 25.11.2033 - Tranche No 82,20-OCT-2020,3.202,3.166,3.13,116.98,117.402,117.825,9.837,119.732,-.002,0,.002,.021,-.003,-.027,1.7
VS190071,MYBVS1900717,DANAINFRA IMTN 4.300% 31.03.2034 - Tranche No 87,20-OCT-2020,3.215,3.189,3.163,111.772,112.074,112.377,10.368,130.169,-.002,0,.002,.021,-.002,-.026,3
VX140101,MYBVX1401013,DANAINFRA IMTN 5.250% 21.04.2034 - Tranche No 17,20-OCT-2020,3.234,3.193,3.152,121.914,122.418,122.925,9.867,122.467,-.003,-.001,.001,.034,.009,-.016,0
VX140199,MYBVX1401997,DANAINFRA IMTN 4.930% 24.07.2034 - Tranche No 23,20-OCT-2020,3.255,3.214,3.173,118.453,118.956,119.461,10.227,129.605,-.002,0,.002,.021,-.003,-.028,0
VX140364,MYBVX1403647,DANAINFRA IMTN 4.790% 27.11.2034 - Tranche No 28,20-OCT-2020,3.288,3.247,3.206,116.836,117.343,117.852,10.396,134.807,-.002,0,.002,.023,-.002,-.028,0
VS190272,MYBVS1902721,DANAINFRA IMTN 3.930% 27.11.2034 - Tranche No 93,20-OCT-2020,3.278,3.247,3.216,107.312,107.675,108.041,10.759,141.541,-.002,0,.002,.023,-.002,-.024,2.3
VX150048,MYBVX1500483,DANAINFRA IMTN 4.790% 06.04.2035 - Tranche No 34,20-OCT-2020,3.311,3.28,3.249,116.886,117.276,117.668,10.743,142.336,-.002,0,.002,.022,-.003,-.029,2
VS200076,MYBVS2000764,DANAINFRA IMTN 3.270% 18.05.2035 - Tranche No 99,20-OCT-2020,3.327,3.291,3.255,99.344,99.757,100.171,11.358,155.657,-.002,0,.002,.023,0,-.023,1.7
VS200198,MYBVS2001986,DANAINFRA IMTN 3.350% 21.09.2035 - Tranche No 104,20-OCT-2020,3.365,3.324,3.283,99.823,100.302,100.784,11.644,162.594,-.002,0,.002,.023,0,-.023,0
VX150256,MYBVX1502562,DANAINFRA IMTN 4.910% 12.11.2035 - Tranche No 40,20-OCT-2020,3.367,3.336,3.305,118.108,118.512,118.918,10.827,148.139,-.002,0,.002,.024,-.002,-.028,2
VX160129,MYBVX1601299,DANAINFRA IMTN 4.760% 02.05.2036 - Tranche No 46,20-OCT-2020,3.408,3.372,3.336,116.199,116.674,117.151,11.117,156.513,-.002,0,.002,.024,-.002,-.029,1.3
VX160321,MYBVX1603212,DANAINFRA IMTN 4.650% 20.10.2036 - Tranche No 52,20-OCT-2020,3.435,3.404,3.373,114.86,115.274,115.69,11.386,164.682,-.002,0,.002,.026,-.001,-.028,2.3
VV190072,MYBVV1900729,DANAINFRA IMTN 4.530% 01.04.2037 - Tranche No 88,20-OCT-2020,3.473,3.437,3.401,113.158,113.644,114.131,11.871,176.097,-.002,0,.002,.025,-.001,-.03,1.3
VX170162,MYBVX1701628,DANAINFRA IMTN 5.100% 25.05.2037 - Tranche No 65,20-OCT-2020,3.484,3.443,3.402,120.232,120.811,121.393,11.517,170.354,-.002,0,.002,.026,-.002,-.031,0
VX180072,MYBVX1800727,DANAINFRA IMTN 5.110% 19.02.2038 - Tranche No 75,20-OCT-2020,3.54,3.504,3.468,120.202,120.724,121.25,11.966,183.381,-.002,0,.002,.026,-.003,-.031,1.3
VZ130279,MYBVZ1302794,DANAINFRA IMTN 5.100% 29.10.2038 - Tranche No 13,20-OCT-2020,3.596,3.555,3.514,119.822,120.43,121.043,12.122,191.889,-.002,0,.002,.028,-.002,-.032,0
VX180332,MYBVX1803325,DANAINFRA IMTN 5.000% 26.11.2038 - Tranche No 83,20-OCT-2020,3.594,3.563,3.532,118.585,119.043,119.503,12.239,194.733,-.002,0,.002,.028,-.002,-.032,2.7
VZ140102,MYBVZ1401026,DANAINFRA IMTN 5.380% 21.04.2039 - Tranche No 18,20-OCT-2020,3.611,3.58,3.549,123.723,124.201,124.682,12.188,196.103,-.002,0,.002,.029,-.002,-.033,2.3
VZ140200,MYBVZ1402008,DANAINFRA IMTN 5.140% 22.07.2039 - Tranche No 24,20-OCT-2020,3.636,3.605,3.574,120.313,120.786,121.262,12.536,204.782,-.002,0,.002,.028,-.003,-.033,2
VZ140365,MYBVZ1403659,DANAINFRA IMTN 4.980% 25.11.2039 - Tranche No 29,20-OCT-2020,3.669,3.628,3.587,117.882,118.506,119.134,12.674,210.727,-.001,.001,.003,.014,-.017,-.048,0
VX190273,MYBVX1902739,DANAINFRA IMTN 4.050% 25.11.2039 - Tranche No 94,20-OCT-2020,3.669,3.628,3.587,105.195,105.775,106.358,13.206,223.871,-.002,0,.002,.028,0,-.029,0
VZ150047,MYBVZ1500470,DANAINFRA IMTN 4.950% 06.04.2040 - Tranche No 35,20-OCT-2020,3.688,3.647,3.606,117.414,118.044,118.678,13.04,220.332,-.002,0,.002,.029,-.002,-.033,0
VX200077,MYBVX2000772,DANAINFRA IMTN 3.570% 18.05.2040 - Tranche No 100,20-OCT-2020,3.688,3.652,3.616,98.363,98.858,99.357,13.749,240.595,-.002,0,.002,.028,0,-.027,1.3
VX200199,MYBVX2001994,DANAINFRA IMTN 3.720% 21.09.2040 - Tranche No 105,20-OCT-2020,3.705,3.674,3.643,100.208,100.644,101.082,13.966,247.042,-.002,0,.002,.028,0,-.028,2.3
VZ150257,MYBVZ1502575,DANAINFRA IMTN 5.040% 12.11.2040 - Tranche No 41,20-OCT-2020,3.73,3.689,3.648,118.384,119.028,119.678,13.015,224.878,-.002,0,.002,.03,-.002,-.033,0
VZ160130,MYBVZ1601302,DANAINFRA IMTN 4.850% 03.05.2041 - Tranche No 47,20-OCT-2020,3.75,3.719,3.688,115.653,116.14,116.629,13.29,234.879,-.012,0,.012,.186,-.001,-.192,2.3
VZ160322,MYBVZ1603225,DANAINFRA IMTN 4.780% 18.10.2041 - Tranche No 53,20-OCT-2020,3.787,3.746,3.705,114.292,114.939,115.59,13.766,247.989,-.002,0,.002,.03,-.001,-.034,0
VZ170120,MYBVZ1701201,DANAINFRA IMTN 5.100% 21.03.2042 - Tranche No 59,20-OCT-2020,3.808,3.772,3.736,118.802,119.391,119.985,13.709,249.205,-.002,0,.002,.031,-.002,-.034,1.7
VZ170163,MYBVZ1701631,DANAINFRA IMTN 5.200% 23.05.2042 - Tranche No 66,20-OCT-2020,3.816,3.78,3.744,120.228,120.825,121.426,13.527,246.911,-.003,-.001,.001,.048,.015,-.018,1.3
VZ170377,MYBVZ1703777,DANAINFRA IMTN 5.220% 14.11.2042 - Tranche No 71,20-OCT-2020,3.845,3.804,3.763,120.325,121.013,121.707,13.674,253.785,-.002,0,.002,.032,-.002,-.036,0
VZ180073,MYBVZ1800730,DANAINFRA IMTN 5.240% 20.02.2043 - Tranche No 76,20-OCT-2020,3.86,3.819,3.778,120.524,121.218,121.917,13.916,260.608,-.002,0,.002,.032,-.001,-.036,0
VZ190073,MYBVZ1900738,DANAINFRA IMTN 4.720% 01.04.2043 - Tranche No 89,20-OCT-2020,3.859,3.823,3.787,112.849,113.433,114.022,14.325,272.411,-.003,-.001,.001,.047,.015,-.017,1.7
VZ140103,MYBVZ1401034,DANAINFRA IMTN 5.510% 21.04.2044 - Tranche No 19,20-OCT-2020,3.908,3.867,3.826,124.485,125.216,125.952,13.977,270.814,-.002,0,.002,.034,-.001,-.038,0
VZ140201,MYBVZ1402016,DANAINFRA IMTN 5.290% 22.07.2044 - Tranche No 25,20-OCT-2020,3.916,3.875,3.834,121.114,121.835,122.562,14.337,281.344,-.003,-.001,.001,.051,.016,-.019,0
VZ140366,MYBVZ1403667,DANAINFRA IMTN 5.160% 25.11.2044 - Tranche No 30,20-OCT-2020,3.926,3.885,3.844,119.11,119.828,120.553,14.428,287.088,-.002,0,.002,.034,-.002,-.036,0
VZ190274,MYBVZ1902742,DANAINFRA IMTN 4.170% 25.11.2044 - Tranche No 95,20-OCT-2020,3.926,3.885,3.844,103.776,104.43,105.089,15.087,307.344,-.002,0,.002,.031,0,-.033,0
VZ150046,MYBVZ1500462,DANAINFRA IMTN 5.05% 06.04.2045 - Tranche No 36,20-OCT-2020,3.924,3.893,3.862,117.602,118.145,118.692,14.847,299.636,-.002,0,.002,.033,-.002,-.036,2
VZ200200,MYBVZ2002005,DANAINFRA IMTN 3.870% 22.09.2045 - Tranche No 106,20-OCT-2020,3.95,3.909,3.868,98.736,99.38,100.029,15.821,333.634,-.002,0,.002,.031,0,-.032,0
VZ150258,MYBVZ1502583,DANAINFRA IMTN 5.150% 10.11.2045 - Tranche No 42,20-OCT-2020,3.957,3.916,3.875,118.85,119.583,120.322,14.721,301.878,-.002,0,.002,.034,-.001,-.037,0
VZ160131,MYBVZ1601310,DANAINFRA IMTN 5.020% 03.05.2046 - Tranche No 48,20-OCT-2020,3.956,3.93,3.904,117.003,117.467,117.933,14.941,311.771,-.002,0,.002,.035,-.001,-.037,3
VZ160323,MYBVZ1603233,DANAINFRA IMTN 4.950% 19.10.2046 - Tranche No 54,20-OCT-2020,3.988,3.957,3.926,115.481,116.034,116.59,15.415,326.498,-.002,0,.002,.035,-.001,-.037,2
VZ170121,MYBVZ1701219,DANAINFRA IMTN 5.180% 21.03.2047 - Tranche No 60,20-OCT-2020,4.021,3.98,3.939,118.752,119.503,120.261,15.344,327.115,-.002,0,.002,.035,-.002,-.038,0
VZ170164,MYBVZ1701649,DANAINFRA IMTN 5.250% 24.05.2047 - Tranche No 67,20-OCT-2020,4.03,3.994,3.958,119.791,120.456,121.127,15.13,323.508,-.002,0,.002,.036,-.002,-.038,1.3
VZ170378,MYBVZ1703785,DANAINFRA IMTN 5.350% 15.11.2047 - Tranche No 72,20-OCT-2020,4.053,4.022,3.991,121.196,121.778,122.364,15.179,327.983,-.002,0,.002,.036,-.001,-.039,2.3
VZ180074,MYBVZ1800748,DANAINFRA IMTN 5.360% 21.02.2048 - Tranche No 77,20-OCT-2020,4.079,4.043,4.007,120.985,121.662,122.345,15.416,335.322,-.002,0,.002,.037,-.001,-.039,1.7
VZ190074,MYBVZ1900746,DANAINFRA IMTN 4.820% 01.04.2048 - Tranche No 90,20-OCT-2020,4.084,4.048,4.012,112.078,112.721,113.368,15.859,350.452,-.003,-.001,.001,.052,.017,-.019,1.7
VZ180333,MYBVZ1803338,DANAINFRA IMTN 5.170% 26.11.2048 - Tranche No 84,20-OCT-2020,4.122,4.086,4.05,117.341,118.011,118.686,15.558,346.611,-.003,-.001,.001,.055,.018,-.02,1.7
VZ190275,MYBVZ1902759,DANAINFRA IMTN 4.290% 26.11.2049 - Tranche No 96,20-OCT-2020,4.184,4.153,4.122,101.771,102.298,102.829,16.408,383.156,-.002,0,.002,.034,0,-.034,2.7
VZ200078,MYBVZ2000785,DANAINFRA IMTN 3.890% 20.05.2050 - Tranche No 101,20-OCT-2020,4.208,4.177,4.146,94.645,95.149,95.657,16.862,403.164,-.002,0,.002,.033,0,-.032,2
VZ200201,MYBVZ2002013,DANAINFRA IMTN 4.010% 23.09.2050 - Tranche No 107,20-OCT-2020,4.23,4.189,4.148,96.283,96.96,97.644,17.075,410.14,-.002,0,.002,.033,0,-.034,0
VK140353,MYBVK1403537,FRL IMTN 4.850% 27.10.2021,20-OCT-2020,2.696,2.665,2.634,102.148,102.179,102.211,.97,1.447,-.005,-.001,.003,0,-.005,-.008,2
VL130166,MYBVL1301663,KIMANIS IMTN 4.850% 14.12.2020 - Tranche No 24,20-OCT-2020,2.514,2.435,2.356,100.341,100.353,100.365,.149,.044,-.003,-.001,.001,-.006,-.006,-.007,0
VL130167,MYBVL1301671,KIMANIS IMTN 4.850% 14.06.2021 - Tranche No 25,20-OCT-2020,2.656,2.577,2.498,101.4,101.451,101.502,.629,.713,-.002,0,.002,-.004,-.006,-.008,0
VM120297,MYBVM1202976,KIMANIS IMTN 4.850% 06.08.2021 - Tranche No. 6,20-OCT-2020,2.675,2.601,2.527,101.695,101.753,101.812,.773,.984,-.003,-.001,.001,-.003,-.006,-.007,1.7
VM130168,MYBVM1301687,KIMANIS IMTN 4.850% 14.12.2021 - Tranche No 26,20-OCT-2020,2.764,2.685,2.606,102.34,102.431,102.521,1.1,1.779,-.002,0,.002,-.004,-.006,-.009,0
VM130169,MYBVM1301695,KIMANIS IMTN 4.850% 14.06.2022 - Tranche No 27,20-OCT-2020,2.858,2.779,2.7,103.183,103.313,103.442,1.559,3.274,-.003,-.001,.001,-.001,-.003,-.007,0
VN120298,MYBVN1202982,KIMANIS IMTN 4.950% 08.08.2022 - Tranche No. 7,20-OCT-2020,2.87,2.796,2.722,103.619,103.752,103.884,1.706,3.828,-.002,0,.002,-.002,-.005,-.009,1.7
VN130170,MYBVN1301701,KIMANIS IMTN 4.850% 14.12.2022 - Tranche No 28,20-OCT-2020,2.927,2.848,2.769,103.974,104.142,104.31,2.008,5.176,-.002,0,.002,-.001,-.005,-.009,0
VN130171,MYBVN1301719,KIMANIS IMTN 4.850% 14.06.2023 - Tranche No 29,20-OCT-2020,2.997,2.918,2.839,104.682,104.888,105.094,2.447,7.465,-.003,-.001,.001,.003,-.002,-.008,0
VO120299,MYBVO1202998,KIMANIS IMTN 5.050% 08.08.2023 - Tranche No. 8,20-OCT-2020,3.006,2.927,2.848,105.445,105.663,105.882,2.589,8.262,-.002,0,.002,0,-.006,-.011,0
VO130172,MYBVO1301725,KIMANIS IMTN 4.850% 14.12.2023 - Tranche No 30,20-OCT-2020,3.022,2.958,2.894,105.449,105.646,105.844,2.876,10.127,-.002,0,.002,.002,-.005,-.011,3
VP120300,MYBVP1203001,KIMANIS IMTN 5.100% 08.08.2024 - Tranche No. 9,20-OCT-2020,3.096,3.017,2.938,107.128,107.421,107.716,3.431,14.143,-.002,0,.002,.003,-.005,-.012,0
VQ120301,MYBVQ1203017,KIMANIS IMTN 5.250% 08.08.2025 - Tranche No. 10,20-OCT-2020,3.174,3.1,3.026,109.171,109.516,109.862,4.226,21.27,-.003,-.001,.001,.009,0,-.01,1.7
VR120302,MYBVR1203023,KIMANIS IMTN 5.300% 07.08.2026 - Tranche No. 11,20-OCT-2020,3.263,3.194,3.125,110.675,111.06,111.446,4.984,29.538,-.002,0,.002,.006,-.005,-.017,2
VS120303,MYBVS1203039,KIMANIS IMTN 5.400% 06.08.2027 - Tranche No. 12,20-OCT-2020,3.369,3.295,3.221,112.237,112.716,113.197,5.698,38.742,-.002,0,.002,.008,-.005,-.018,1.7
VT120304,MYBVT1203045,KIMANIS IMTN 5.500% 08.08.2028 - Tranche No. 13,20-OCT-2020,3.471,3.397,3.323,113.755,114.299,114.845,6.381,48.877,-.003,-.001,.001,.017,.003,-.012,1.7
UN120038,MYBUN1200384,SABAHDEV MTN 4.55% 3652D 08.8.2022 - MTN 3,20-OCT-2020,2.773,2.714,2.655,103.095,103.201,103.306,1.712,3.846,-.005,-.001,.003,.004,-.003,-.01,0
VI170105,MYBVI1701058,SME BANK IMTN 4.100% 09.03.2022,20-OCT-2020,1.988,1.952,1.916,102.875,102.925,102.975,1.345,2.499,-.013,-.011,-.009,.013,.01,.007,1.7
VI170174,MYBVI1701744,SME BANK IMTN 4.060% 13.06.2022,20-OCT-2020,2.034,1.993,1.952,103.262,103.33,103.397,1.573,3.317,-.013,-.011,-.009,.016,.013,.009,0
VN120306,MYBVN1203063,SME BANK IMTN 3.69% 12.08.2022,20-OCT-2020,2.052,2.021,1.99,102.895,102.951,103.007,1.741,3.949,-.013,-.011,-.009,.019,.015,.012,2
VI190056,MYBVI1900569,SME BANK IMTN 4.030% 22.03.2024,20-OCT-2020,2.211,2.175,2.139,105.964,106.086,106.209,3.195,12.164,0,.002,.004,-.005,-.012,-.018,1.3
VI200063,MYBVI2000633,SME BANK IMTN 3.020% 23.04.2025,20-OCT-2020,2.346,2.32,2.294,102.867,102.979,103.092,4.143,20.103,-.001,.001,.003,.003,-.006,-.014,3.3
VK190057,MYBVK1900573,SME BANK IMTN 4.100% 20.03.2026,20-OCT-2020,2.478,2.442,2.406,108.174,108.364,108.555,4.863,27.523,-.003,-.001,.001,.012,.001,-.009,1.3
VK200064,MYBVK2000647,SME BANK IMTN 3.300% 23.04.2027,20-OCT-2020,2.612,2.581,2.55,104.092,104.281,104.47,5.759,38.56,-.003,-.001,.001,.016,.004,-.008,2.7
VM120321,MYBVM1203214,TANJUNG BP IMTN 4.790% 16.08.2021,20-OCT-2020,2.639,2.603,2.567,101.734,101.764,101.793,.8,1.04,-.005,-.001,.003,-.002,-.005,-.009,1.7
