STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,20-OCT-2020,1.971,1.959,1.947,107.886,107.934,107.981,3.654,15.726,-.012,-.012,-.012,.041,.041,.041,4
MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,20-OCT-2020,2.082,2.065,2.048,107.53,107.604,107.679,4.045,19.147,-.001,-.001,-.001,-.001,-.001,0,3.3
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,20-OCT-2020,2.135,2.108,2.081,112.107,112.237,112.367,4.228,21.206,.005,.005,.005,-.031,-.03,-.03,1.7
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,20-OCT-2020,2.091,2.079,2.067,108.641,108.7,108.758,4.461,23.191,.007,.007,.007,-.042,-.041,-.042,5
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,20-OCT-2020,2.277,2.26,2.243,110.849,110.941,111.034,4.91,28.072,.008,.008,.008,-.052,-.053,-.053,3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,20-OCT-2020,2.25,2.238,2.226,108.865,108.933,109.001,5.117,30.535,.008,.008,.008,-.048,-.048,-.047,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,20-OCT-2020,2.366,2.344,2.322,112.836,112.965,113.095,5.189,31.55,.006,.006,.006,-.043,-.043,-.043,2.7
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,20-OCT-2020,2.343,2.331,2.319,108.818,108.889,108.961,5.39,34.003,.006,.006,.006,-.036,-.037,-.036,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,20-OCT-2020,2.464,2.442,2.42,108.408,108.544,108.68,5.674,37.286,.004,.004,.004,-.028,-.028,-.028,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,20-OCT-2020,2.357,2.345,2.333,106.974,107.05,107.126,5.837,39.6,.004,.004,.004,-.024,-.024,-.024,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,20-OCT-2020,2.408,2.396,2.384,109.641,109.723,109.805,6.128,44.012,.002,.002,.002,-.02,-.02,-.02,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,20-OCT-2020,2.485,2.473,2.461,108.649,108.737,108.824,6.613,51.006,.003,.003,.003,-.022,-.021,-.022,4.3
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,20-OCT-2020,2.539,2.522,2.505,119.286,119.42,119.555,6.593,51.537,.007,.002,-.003,-.065,-.026,.014,3.7
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,20-OCT-2020,2.632,2.62,2.608,109.801,109.9,109.999,7.478,65.305,.011,.011,.011,-.1,-.1,-.101,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,20-OCT-2020,2.674,2.662,2.65,115.192,115.3,115.409,7.853,72.626,-.015,-.015,-.015,.126,.125,.126,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,20-OCT-2020,2.61,2.588,2.566,100.2,100.4,100.602,9.093,94.238,0,0,0,.001,0,0,2.3
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,20-OCT-2020,2.763,2.751,2.739,113.528,113.647,113.766,8.64,89.078,0,0,0,-.003,-.003,-.003,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,20-OCT-2020,2.86,2.843,2.826,112.334,112.511,112.689,9.277,101.972,.001,.001,.001,-.01,-.01,-.01,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,20-OCT-2020,3.066,3.054,3.042,108.02,108.15,108.28,9.988,118.476,-.023,-.023,-.023,.249,.25,.251,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,20-OCT-2020,3.082,3.07,3.058,116.65,116.791,116.932,9.871,120.185,0,0,0,-.009,-.009,-.009,4
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,20-OCT-2020,3.042,3.03,3.018,108.753,108.894,109.034,10.574,135.603,0,0,0,-.007,-.006,-.008,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,20-OCT-2020,3.354,3.332,3.31,110.328,110.597,110.866,10.888,146.793,.001,.001,.001,-.008,-.008,-.008,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,20-OCT-2020,3.368,3.351,3.334,117.508,117.744,117.981,11.81,174.799,0,0,0,-.006,-.006,-.007,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,20-OCT-2020,3.536,3.519,3.502,117.696,117.942,118.189,12.109,189.019,.001,.001,.001,-.004,-.005,-.004,3.7
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,20-OCT-2020,3.361,3.349,3.337,105.649,105.825,106.004,13.531,234.567,0,0,0,-.003,-.005,-.003,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,20-OCT-2020,3.88,3.863,3.846,115.931,116.215,116.5,14.361,276.377,0,0,0,-.001,-.001,-.001,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,20-OCT-2020,3.864,3.847,3.83,114.035,114.335,114.635,15.385,322.54,0,0,0,.001,.001,0,3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,20-OCT-2020,3.917,3.9,3.883,116.883,117.203,117.523,15.868,353.808,0,0,0,.002,.003,.002,3.7
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,20-OCT-2020,3.813,3.801,3.789,104.441,104.66,104.88,16.36,381.413,0,0,0,-.004,-.004,-.003,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,20-OCT-2020,2.411,2.37,2.329,112.242,112.351,112.46,2.294,9.145,-.003,-.001,.001,-.005,-.01,-.016,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,20-OCT-2020,2.175,2.124,2.073,105.543,105.603,105.663,1.086,1.755,-.005,0,.005,-.008,-.013,-.019,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,20-OCT-2020,2.467,2.416,2.365,109.805,109.916,110.028,1.936,4.911,-.006,-.001,.004,.001,-.011,-.021,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,20-OCT-2020,1.592,1.566,1.54,100.265,100.268,100.271,.111,.025,-.021,-.021,-.021,-.004,-.004,-.004,2
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,20-OCT-2020,1.489,1.473,1.457,101.413,101.422,101.43,.513,.523,-.021,-.021,-.021,.004,.004,.004,4.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,20-OCT-2020,1.504,1.473,1.442,101.405,101.422,101.438,.513,.523,-.021,-.021,-.021,.004,.004,.004,1.7
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,20-OCT-2020,1.793,1.767,1.741,103.856,103.91,103.964,1.966,4.963,-.006,-.006,-.006,.007,.007,.007,2
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,20-OCT-2020,1.803,1.767,1.731,103.835,103.91,103.985,1.966,4.963,-.006,-.006,-.006,.007,.007,.007,0
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,20-OCT-2020,1.906,1.885,1.864,104.651,104.715,104.778,2.834,9.767,.002,.002,.002,-.009,-.008,-.008,3.3
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,20-OCT-2020,2.405,2.384,2.363,109.134,109.269,109.405,5.821,39.589,.001,.001,.001,-.008,-.008,-.008,3
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,20-OCT-2020,2.415,2.384,2.353,109.07,109.269,109.469,5.821,39.589,.001,.001,.001,-.008,-.008,-.008,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,20-OCT-2020,2.62,2.599,2.578,108.775,108.929,109.084,6.724,52.644,.001,.001,.001,-.006,-.007,-.007,3.3
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,20-OCT-2020,2.55,2.471,2.392,100.399,100.404,100.41,.062,.008,-.002,0,.002,-.018,-.018,-.018,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,20-OCT-2020,2.54,2.471,2.402,100.418,100.423,100.427,.062,.008,-.002,0,.002,-.019,-.018,-.019,2.7
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,20-OCT-2020,2.54,2.471,2.402,100.422,100.426,100.431,.062,.008,-.002,0,.002,-.018,-.019,-.018,2.3
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,20-OCT-2020,2.55,2.471,2.392,100.409,100.414,100.419,.062,.008,-.002,0,.002,-.017,-.018,-.018,0
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,20-OCT-2020,2.55,2.471,2.392,100.424,100.429,100.434,.062,.008,-.002,0,.002,-.018,-.019,-.019,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,20-OCT-2020,2.604,2.535,2.466,103.767,103.807,103.847,.534,.559,-.003,-.001,.001,-.016,-.018,-.019,2.3
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,20-OCT-2020,2.599,2.535,2.471,103.687,103.724,103.761,.534,.559,-.003,-.001,.001,-.016,-.017,-.018,3
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,20-OCT-2020,2.614,2.535,2.456,103.734,103.779,103.825,.534,.559,-.003,-.001,.001,-.016,-.018,-.019,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,20-OCT-2020,2.614,2.535,2.456,103.817,103.862,103.908,.534,.559,-.003,-.001,.001,-.016,-.018,-.019,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,20-OCT-2020,2.717,2.648,2.579,106.845,106.921,106.996,.987,1.508,-.003,-.001,.001,-.014,-.016,-.019,2.7
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,20-OCT-2020,2.727,2.648,2.569,106.99,107.077,107.164,.986,1.507,-.003,-.001,.001,-.015,-.017,-.019,0
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,20-OCT-2020,2.727,2.648,2.569,107.094,107.181,107.268,.986,1.506,-.003,-.001,.001,-.015,-.017,-.019,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,20-OCT-2020,2.727,2.648,2.569,106.938,107.025,107.112,.986,1.507,-.003,-.001,.001,-.014,-.016,-.018,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,20-OCT-2020,2.824,2.745,2.666,110.283,110.411,110.54,1.419,2.839,-.002,0,.002,-.014,-.018,-.021,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,20-OCT-2020,2.824,2.745,2.666,110.055,110.183,110.312,1.42,2.843,-.002,0,.002,-.014,-.017,-.02,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,20-OCT-2020,2.824,2.745,2.666,110.131,110.259,110.388,1.42,2.842,-.002,0,.002,-.014,-.018,-.02,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,20-OCT-2020,2.915,2.836,2.757,113.366,113.537,113.707,1.832,4.516,-.002,0,.002,-.013,-.017,-.022,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,20-OCT-2020,2.915,2.836,2.757,113.168,113.338,113.508,1.834,4.521,-.002,0,.002,-.012,-.017,-.022,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,20-OCT-2020,2.915,2.836,2.757,113.069,113.239,113.409,1.835,4.524,-.002,0,.002,-.012,-.017,-.021,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,20-OCT-2020,2.985,2.906,2.827,116.199,116.412,116.625,2.238,6.551,-.002,0,.002,-.011,-.017,-.023,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,20-OCT-2020,2.98,2.906,2.832,116.457,116.657,116.857,2.235,6.542,-.002,0,.002,-.012,-.017,-.023,1.3
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,20-OCT-2020,3.05,2.971,2.892,119.122,119.378,119.634,2.619,8.841,-.002,0,.002,-.01,-.016,-.023,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,20-OCT-2020,3.045,2.971,2.897,119.428,119.668,119.908,2.616,8.828,-.002,0,.002,-.01,-.016,-.023,1.7
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,20-OCT-2020,3.097,3.018,2.939,122.409,122.709,123.009,2.989,11.419,-.002,0,.002,-.009,-.016,-.024,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,20-OCT-2020,3.159,3.08,3.001,125.319,125.663,126.008,3.354,14.304,-.003,-.001,.001,-.003,-.011,-.02,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),20-OCT-2020,3.374,3.259,3.144,101.506,101.516,101.526,.08,.046,0,0,0,-.05,-.05,-.051,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,20-OCT-2020,3.603,3.483,3.363,109.58,109.655,109.73,.529,.559,-.001,-.001,-.001,-.043,-.044,-.044,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),20-OCT-2020,3.825,3.715,3.605,119.252,119.384,119.517,.936,1.423,-.001,-.001,-.001,-.046,-.047,-.047,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,20-OCT-2020,2.208,2.162,2.116,100.489,100.496,100.503,.143,.041,-.006,-.001,.004,-.009,-.009,-.01,1.3
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,20-OCT-2020,2.843,2.792,2.741,114.68,114.944,115.208,4.474,22.903,-.005,0,.005,.018,-.007,-.033,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,20-OCT-2020,3.303,3.183,3.063,100.561,100.584,100.607,.188,.128,-.002,-.002,-.002,-.007,-.008,-.008,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,20-OCT-2020,2.038,1.997,1.956,100.267,100.272,100.277,.12,.029,-.005,0,.005,-.006,-.006,-.007,2.7
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,20-OCT-2020,2.369,2.328,2.287,104.269,104.351,104.432,1.911,4.664,-.005,0,.005,.004,-.005,-.016,2
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,20-OCT-2020,2.969,2.928,2.887,116.535,116.868,117.202,6.945,57.339,-.005,0,.005,.036,-.005,-.046,2
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,20-OCT-2020,3.166,3.12,3.074,116.8,117.252,117.705,8.23,82.8,-.005,0,.005,.045,-.003,-.053,1.7
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,20-OCT-2020,3.249,3.203,3.157,116.372,116.844,117.319,8.714,92.55,-.005,0,.005,.048,-.004,-.055,1.7
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,20-OCT-2020,2.415,2.374,2.333,102.491,102.547,102.603,1.321,2.422,-.005,0,.005,.002,-.005,-.012,2.3
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,20-OCT-2020,2.953,2.912,2.871,108.501,108.737,108.974,5.214,32.292,-.005,0,.005,.026,-.004,-.033,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,20-OCT-2020,2.982,2.941,2.9,109.432,109.682,109.932,5.52,35.763,-.005,0,.005,.026,-.004,-.034,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,20-OCT-2020,3.324,3.273,3.222,113.087,113.592,114.1,8.579,89.951,-.005,0,.005,.047,-.003,-.053,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,20-OCT-2020,3.353,3.307,3.261,115.269,115.741,116.215,8.829,94.636,-.005,0,.005,.048,-.003,-.055,1.7
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,20-OCT-2020,3.642,3.596,3.55,115.039,115.618,116.201,10.707,145.739,-.005,0,.005,.06,-.002,-.066,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,20-OCT-2020,1.894,1.863,1.832,102.014,102.042,102.069,.871,1.196,-.012,-.01,-.008,.004,.003,0,2.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,20-OCT-2020,2.263,2.222,2.181,107.848,108.007,108.167,3.581,15.196,0,.002,.004,-.006,-.014,-.021,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,20-OCT-2020,2.84,2.809,2.778,114.918,115.181,115.445,7.347,63.935,-.002,0,.002,.013,-.004,-.021,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,20-OCT-2020,3.32,3.279,3.238,116.917,117.417,117.92,10.374,132.664,-.003,-.001,.001,.034,.009,-.015,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,20-OCT-2020,2.289,2.243,2.197,102.01,102.033,102.057,.486,.484,-.005,0,.005,-.008,-.011,-.013,1.7
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,20-OCT-2020,2.066,2.025,1.984,105.36,105.453,105.546,2.122,5.697,-.01,-.008,-.006,.016,.012,.007,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,20-OCT-2020,2.987,2.951,2.915,118.364,118.714,119.065,8.118,79.652,-.002,0,.002,.015,-.004,-.024,1.7
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,20-OCT-2020,1.763,1.745,1.727,99.397,99.404,99.41,.342,.234,-.064,-.011,.042,.026,.009,-.009,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,20-OCT-2020,1.768,1.75,1.732,99.324,99.331,99.338,.382,.292,-.063,-.01,.043,.029,.009,-.011,2.3
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,20-OCT-2020,1.918,1.905,1.892,96.896,96.916,96.937,1.636,3.489,-.065,-.012,.041,.109,.024,-.06,3
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,20-OCT-2020,1.946,1.933,1.92,96.446,96.469,96.493,1.851,4.341,-.064,-.011,.042,.119,.024,-.07,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,20-OCT-2020,2.068,2.05,2.032,94.37,94.418,94.465,2.788,9.152,-.055,-.002,.051,.15,.011,-.129,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,20-OCT-2020,2.151,2.128,2.105,92.949,93.021,93.093,3.382,13.11,-.051,.002,.055,.166,-.001,-.168,1.7
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,20-OCT-2020,2.206,2.188,2.17,91.896,91.959,92.022,3.81,16.403,-.05,.003,.056,.18,-.005,-.192,2.3
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,20-OCT-2020,2.609,2.591,2.573,83.456,83.56,83.664,6.887,50.837,-.053,0,.053,.31,.006,-.3,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,20-OCT-2020,3.172,3.144,3.116,68.825,69.051,69.277,11.688,142.351,-.054,-.001,.052,.439,.014,-.417,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,20-OCT-2020,2.272,2.213,2.154,101.073,101.084,101.095,.177,.063,-.006,-.002,.002,-.015,-.016,-.017,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,20-OCT-2020,2.413,2.354,2.295,104.077,104.118,104.159,.653,.758,-.005,-.001,.003,-.013,-.016,-.019,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,20-OCT-2020,2.558,2.499,2.44,107.007,107.079,107.151,1.114,1.834,-.005,-.001,.003,-.009,-.014,-.02,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,20-OCT-2020,2.365,2.306,2.247,103.775,103.816,103.858,.654,.76,-.005,-.001,.003,-.012,-.015,-.017,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,20-OCT-2020,2.506,2.447,2.388,106.446,106.517,106.588,1.109,1.819,-.004,0,.004,-.01,-.015,-.02,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,20-OCT-2020,2.501,2.45,2.399,102.612,102.693,102.775,1.54,2.809,-.005,0,.005,.003,-.005,-.012,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,20-OCT-2020,2.99,2.944,2.898,108.063,108.35,108.639,5.742,37.363,-.005,0,.005,.028,-.004,-.034,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,20-OCT-2020,20.244,19.824,19.404,60.048,60.658,61.275,2.406,6.885,-.003,-.003,-.003,.035,.036,.036,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,20-OCT-2020,20.804,20.384,19.964,48.609,49.288,49.978,3.308,12.442,-.001,-.001,-.001,.028,.028,.027,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,20-OCT-2020,21.278,20.858,20.438,39.094,39.79,40.5,4.206,19.596,-.001,-.001,-.001,.023,.023,.023,0
VK130260,MYBVK1302606,CAGAMAS IMTN 4.150% 28.10.2020,20-OCT-2020,1.873,1.833,1.793,100.046,100.047,100.048,.021,.001,-.011,-.011,-.011,-.006,-.006,-.006,1.3
VG170371,MYBVG1703710,CAGAMAS IMTN 4.020% 03.11.2020,20-OCT-2020,1.912,1.867,1.822,100.071,100.072,100.074,.034,.002,-.011,-.011,-.011,-.005,-.006,-.006,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,20-OCT-2020,1.902,1.867,1.832,100.237,100.241,100.244,.094,.018,-.011,-.011,-.011,-.006,-.005,-.006,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,20-OCT-2020,1.912,1.867,1.822,100.147,100.152,100.157,.108,.023,-.011,-.011,-.011,-.003,-.003,-.003,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,20-OCT-2020,1.944,1.899,1.854,100.38,100.387,100.394,.16,.051,-.011,-.011,-.011,-.005,-.005,-.005,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,20-OCT-2020,1.944,1.899,1.854,100.23,100.238,100.246,.173,.06,-.011,-.011,-.011,-.001,-.001,-.001,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,20-OCT-2020,1.989,1.954,1.919,100.919,100.934,100.949,.423,.357,-.011,-.011,-.011,-.001,-.001,-.001,2
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,20-OCT-2020,1.989,1.954,1.919,100.955,100.97,100.986,.439,.385,-.011,-.011,-.011,-.001,-.001,-.001,2.7
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,20-OCT-2020,1.994,1.954,1.914,101.487,101.505,101.523,.441,.39,-.011,-.011,-.011,-.004,-.005,-.005,1.7
VN110042,MYBVN1100426,CAGAMAS IMTN 4.650% 07.04.2021,20-OCT-2020,2.004,1.959,1.914,101.216,101.237,101.258,.46,.424,-.011,-.011,-.011,-.002,-.002,-.002,0
VP090748,MYBVP0907487,CAGAMAS IMTN 5.380% 19.07.2021,20-OCT-2020,2.04,1.995,1.95,102.454,102.488,102.522,.725,.891,-.007,-.007,-.007,-.004,-.004,-.004,0
