STOCK CODE,ISIN CODE,STOCK NAME,VALUE DATE,EVAL UPPER THRESHOLD YIELD,EVAL MID YIELD,EVAL LOWER THRESHOLD YIELD,EVAL LOWER THRESHOLD PRICE,EVAL MID PRICE,EVAL UPPER THRESHOLD PRICE,MODIFIED DURATION,CONVEXITY,EVAL UPPER THRESHOLD YIELD CHANGE,EVAL MID YIELD CHANGE,EVAL LOWER THRESHOLD YIELD CHANGE,EVAL LOWER THRESHOLD PRICE CHANGE,EVAL MID PRICE CHANGE,EVAL UPPER THRESHOLD PRICE CHANGE,COMPOSITE LIQUIDITY SCORE (T-1)
MH170005,MYBMH1700051,MGS 5/2017 3.441% 15.02.2021,5-Nov-20,1.532,1.521,1.51,100.524,100.527,100.53,0.276,0.152,0,0,0,-0.005,-0.005,-0.005,4.3
MO110001,MYBMO1100019,MGS 1/2011 4.16% 15.07.2021,5-Nov-20,1.67,1.659,1.648,101.706,101.714,101.722,0.677,0.799,0,0,0,-0.007,-0.007,-0.007,5
ML140003,MYBML1400035,MGS 3/2014 4.048% 30.09.2021,5-Nov-20,1.65,1.639,1.628,102.136,102.146,102.156,0.884,1.223,0.001,0.001,0.001,-0.007,-0.007,-0.007,5
MJ160004,MYBMJ1600042,MGS 4/2016 3.620% 30.11.2021,5-Nov-20,1.735,1.724,1.713,101.985,101.997,102.009,1.033,1.6,0.04,0.04,0.04,-0.048,-0.048,-0.048,4.7
MI170001,MYBMI1700018,MGS 1/2017 3.882% 10.03.2022,5-Nov-20,1.757,1.746,1.735,102.812,102.826,102.841,1.306,2.375,-0.008,-0.008,-0.008,0.006,0.005,0.005,4.7
MO120001,MYBMO1200017,MGS 1/2012 3.418% 15.08.2022,5-Nov-20,1.633,1.622,1.611,103.113,103.133,103.153,1.714,3.843,-0.021,-0.021,-0.021,0.033,0.033,0.033,4
ML150002,MYBML1500024,MGS 2/2015 3.795% 30.09.2022,5-Nov-20,1.783,1.772,1.761,103.744,103.765,103.786,1.831,4.319,-0.023,-0.023,-0.023,0.04,0.04,0.04,4.3
MN130003,MYBMN1300033,MGS 3/2013 3.480% 15.03.2023,5-Nov-20,1.858,1.847,1.836,103.725,103.75,103.776,2.256,6.322,-0.024,-0.024,-0.024,0.052,0.051,0.052,5
MI180002,MYBMI1800024,MGS 2/2018 3.757% 20.04.2023,5-Nov-20,1.966,1.955,1.944,104.273,104.3,104.327,2.345,6.782,0.052,0.052,0.052,-0.133,-0.133,-0.133,4.3
ML160001,MYBML1600014,MGS 1/2016 3.800% 17.08.2023,5-Nov-20,1.92,1.909,1.898,105.07,105.1,105.131,2.625,8.415,-0.012,-0.012,-0.012,0.031,0.031,0.031,4.3
MI190003,MYBMI1900030,MGS 3/2019 3.478% 14.06.2024,5-Nov-20,2.128,2.117,2.106,104.661,104.7,104.739,3.347,13.361,0.089,0.089,0.089,-0.319,-0.319,-0.319,4.7
MO140001,MYBMO1400013,MGS 1/2014 4.181% 15.07.2024,5-Nov-20,2.099,2.088,2.077,107.359,107.4,107.441,3.395,13.784,0.064,0.064,0.064,-0.241,-0.241,-0.24,4.3
ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,5-Nov-20,2.137,2.126,2.115,107.157,107.2,107.243,3.606,15.357,0.166,0.166,0.166,-0.65,-0.65,-0.65,4
MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,5-Nov-20,2.204,2.188,2.172,106.931,107,107.069,3.998,18.745,0.043,0.043,0.043,-0.19,-0.19,-0.19,3.3
MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,5-Nov-20,2.263,2.237,2.211,111.398,111.521,111.644,4.181,20.787,0.058,0.058,0.058,-0.278,-0.278,-0.278,1.7
MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,5-Nov-20,2.22,2.209,2.198,107.947,108,108.053,4.413,22.741,0.061,0.061,0.061,-0.299,-0.3,-0.299,5
MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,5-Nov-20,2.307,2.291,2.275,110.606,110.692,110.778,4.866,27.614,0.056,0.056,0.056,-0.307,-0.308,-0.309,3
ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,5-Nov-20,2.311,2.3,2.289,108.46,108.521,108.582,5.071,30.049,0.049,0.049,0.049,-0.278,-0.279,-0.279,4.3
MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,5-Nov-20,2.509,2.488,2.467,111.915,112.036,112.158,5.139,31.01,0.044,0.044,0.044,-0.259,-0.26,-0.26,2.3
MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,5-Nov-20,2.389,2.378,2.367,108.485,108.55,108.615,5.344,33.496,0.006,0.006,0.006,-0.041,-0.04,-0.04,4.3
MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,5-Nov-20,2.609,2.588,2.567,107.472,107.599,107.727,5.623,36.69,0.034,0.034,0.034,-0.208,-0.209,-0.209,2.7
MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,5-Nov-20,2.5,2.489,2.478,106.032,106.1,106.169,5.785,38.986,0.031,0.031,0.031,-0.199,-0.2,-0.2,5
MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,5-Nov-20,2.478,2.467,2.456,109.118,109.192,109.267,6.081,43.414,0.031,0.031,0.031,-0.207,-0.208,-0.207,4.7
MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,5-Nov-20,2.621,2.61,2.599,107.621,107.7,107.779,6.56,50.294,-0.01,-0.01,-0.01,0.069,0.069,0.069,4
MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,5-Nov-20,2.668,2.657,2.646,118.177,118.263,118.348,6.539,50.809,0.033,0.033,0.033,-0.266,-0.266,-0.267,4
MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,5-Nov-20,2.809,2.798,2.787,108.317,108.406,108.495,7.418,64.418,0.085,0.085,0.085,-0.688,-0.689,-0.69,5
MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,5-Nov-20,2.814,2.803,2.792,113.877,113.975,114.073,7.794,71.706,0.036,0.036,0.036,-0.324,-0.325,-0.325,4
MO200002,MYBMO2000028,MGS 2/2020 2.632% 15.04.2031,5-Nov-20,2.714,2.698,2.682,99.256,99.4,99.545,9.038,93.243,0.039,0.039,0.039,-0.35,-0.35,-0.351,3.7
MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,5-Nov-20,2.893,2.882,2.871,112.202,112.309,112.416,8.577,88.023,0.04,0.04,0.04,-0.39,-0.391,-0.392,4
MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,5-Nov-20,2.972,2.956,2.94,111.132,111.297,111.461,9.215,100.851,0.047,0.047,0.047,-0.484,-0.484,-0.486,3.7
MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,5-Nov-20,3.214,3.203,3.192,106.422,106.538,106.655,9.916,117.102,0.058,0.058,0.058,-0.609,-0.61,-0.611,4
MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,5-Nov-20,3.207,3.191,3.175,115.161,115.345,115.53,9.8,118.84,0.061,0.061,0.061,-0.714,-0.716,-0.717,3.7
MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,5-Nov-20,3.159,3.148,3.137,107.374,107.5,107.627,10.505,134.192,0.069,0.069,0.069,-0.799,-0.8,-0.802,5
MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,5-Nov-20,3.484,3.463,3.442,108.737,108.988,109.24,10.808,145.125,0.07,0.07,0.07,-0.845,-0.847,-0.85,2.7
MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,5-Nov-20,3.471,3.455,3.439,116.047,116.266,116.485,11.73,172.971,0.068,0.068,0.068,-0.948,-0.95,-0.952,3
MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,5-Nov-20,3.706,3.69,3.674,115.235,115.461,115.686,11.993,186.35,0.069,0.069,0.069,-0.978,-0.98,-0.983,3.3
MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,5-Nov-20,3.546,3.535,3.524,102.954,103.111,103.269,13.374,230.494,0.069,0.069,0.069,-0.996,-0.998,-0.999,4.7
MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,5-Nov-20,4.036,4.02,4.004,113.361,113.62,113.879,14.208,272.084,0.071,0.071,0.071,-1.146,-1.15,-1.154,3.3
MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,5-Nov-20,4.034,4.018,4.002,111.08,111.352,111.625,15.194,316.774,0.071,0.071,0.071,-1.218,-1.222,-1.226,3
MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,5-Nov-20,4.062,4.046,4.03,114.183,114.474,114.766,15.676,347.658,0.071,0.071,0.071,-1.316,-1.32,-1.325,3.3
MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,5-Nov-20,3.949,3.938,3.927,102.009,102.204,102.398,16.164,375.015,0.069,0.069,0.069,-1.228,-1.229,-1.234,4.3
PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,5-Nov-20,2.479,2.443,2.407,114.244,114.357,114.469,2.733,10.82,0.099,0.099,0.099,-0.323,-0.323,-0.325,0
DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,5-Nov-20,2.163,2.115,2.067,105.348,105.402,105.456,1.043,1.641,0.051,0.051,0.051,-0.071,-0.071,-0.072,0
DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,5-Nov-20,2.47,2.422,2.374,109.603,109.705,109.807,1.892,4.724,0.07,0.07,0.07,-0.161,-0.162,-0.163,0
GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,5-Nov-20,1.623,1.597,1.571,100.159,100.161,100.163,0.068,0.009,0,0,0,-0.007,-0.006,-0.006,2.3
GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,5-Nov-20,1.671,1.64,1.609,101.198,101.213,101.228,0.48,0.46,0.09,0.09,0.09,-0.051,-0.051,-0.051,1.7
GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,5-Nov-20,1.656,1.64,1.624,101.205,101.213,101.221,0.48,0.46,0.09,0.09,0.09,-0.051,-0.051,-0.051,4
GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,5-Nov-20,1.905,1.869,1.833,103.55,103.623,103.696,1.922,4.768,0.073,0.073,0.073,-0.153,-0.153,-0.153,0
GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,5-Nov-20,1.9,1.869,1.838,103.561,103.623,103.686,1.922,4.768,0.073,0.073,0.073,-0.152,-0.153,-0.153,1.7
GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,5-Nov-20,2.047,2.026,2.005,104.169,104.231,104.293,2.835,9.646,0.097,0.097,0.097,-0.289,-0.289,-0.29,3.3
GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,5-Nov-20,2.563,2.537,2.511,108.071,108.235,108.4,5.769,38.97,0.033,0.033,0.033,-0.215,-0.216,-0.216,2.7
GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,5-Nov-20,2.568,2.537,2.506,108.039,108.235,108.432,5.769,38.97,0.033,0.033,0.033,-0.215,-0.216,-0.216,1.7
GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,5-Nov-20,2.747,2.726,2.705,107.806,107.958,108.111,6.672,51.931,0.033,0.033,0.033,-0.241,-0.242,-0.242,3.3
VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,5-Nov-20,2.527,2.452,2.377,100.129,100.131,100.132,0.019,0.001,0.016,0.016,0.016,-0.019,-0.019,-0.02,0
VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,5-Nov-20,2.517,2.452,2.387,100.129,100.13,100.131,0.019,0.001,0.016,0.016,0.016,-0.018,-0.019,-0.019,2
VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,5-Nov-20,2.527,2.452,2.377,100.125,100.126,100.128,0.019,0.001,0.016,0.016,0.016,-0.018,-0.019,-0.018,0
VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,5-Nov-20,2.517,2.452,2.387,100.128,100.129,100.13,0.019,0.001,0.016,0.016,0.016,-0.018,-0.019,-0.019,2.3
VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,5-Nov-20,2.527,2.452,2.377,100.122,100.123,100.125,0.019,0.001,0.016,0.016,0.016,-0.018,-0.018,-0.018,0
VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,5-Nov-20,2.613,2.548,2.483,103.398,103.433,103.467,0.491,0.494,0.019,0.019,0.019,-0.028,-0.028,-0.028,2.7
VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,5-Nov-20,2.623,2.548,2.473,103.444,103.484,103.524,0.491,0.494,0.019,0.019,0.019,-0.028,-0.028,-0.028,0
VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,5-Nov-20,2.623,2.548,2.473,103.521,103.561,103.601,0.491,0.493,0.019,0.019,0.019,-0.028,-0.028,-0.028,0
VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,5-Nov-20,2.613,2.548,2.483,103.475,103.51,103.544,0.491,0.494,0.019,0.019,0.019,-0.028,-0.028,-0.029,2
VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,5-Nov-20,2.723,2.648,2.573,106.814,106.893,106.972,0.943,1.402,0.019,0.019,0.019,-0.038,-0.038,-0.038,0
VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,5-Nov-20,2.723,2.648,2.573,106.665,106.743,106.822,0.943,1.403,0.019,0.019,0.019,-0.037,-0.038,-0.038,0
VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,5-Nov-20,2.713,2.648,2.583,106.575,106.643,106.712,0.944,1.404,0.019,0.019,0.019,-0.037,-0.038,-0.037,2.3
VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,5-Nov-20,2.723,2.648,2.573,106.715,106.793,106.872,0.943,1.403,0.019,0.019,0.019,-0.037,-0.038,-0.038,0
VS070901,MYBVS0709010,JEV IMTN 0% 12.05.2022,5-Nov-20,2.819,2.744,2.669,109.865,109.983,110.102,1.377,2.701,0.024,0.024,0.024,-0.055,-0.056,-0.055,0
VR080770,MYBVR0807709,JEV IMTN 0% 12.05.2022,5-Nov-20,2.819,2.744,2.669,110.013,110.131,110.25,1.376,2.698,0.024,0.024,0.024,-0.055,-0.056,-0.056,0
VS070348,MYBVS0703484,JEV IMTN 0% 12.05.2022,5-Nov-20,2.819,2.744,2.669,109.791,109.91,110.028,1.377,2.702,0.024,0.024,0.024,-0.055,-0.055,-0.055,0
VS070902,MYBVS0709028,JEV IMTN 0% 11.11.2022,5-Nov-20,2.916,2.841,2.766,112.898,113.056,113.214,1.791,4.344,0.029,0.029,0.029,-0.078,-0.078,-0.079,0
VS080771,MYBVS0807715,JEV IMTN 0% 11.11.2022,5-Nov-20,2.916,2.841,2.766,113.093,113.251,113.409,1.789,4.339,0.029,0.029,0.029,-0.078,-0.078,-0.079,0
VT070349,MYBVT0703490,JEV IMTN 0% 11.11.2022,5-Nov-20,2.916,2.841,2.766,112.801,112.959,113.117,1.792,4.347,0.029,0.029,0.029,-0.078,-0.078,-0.078,0
VT070903,MYBVT0709034,JEV IMTN 0% 12.05.2023,5-Nov-20,2.988,2.913,2.838,115.929,116.127,116.326,2.195,6.339,0.035,0.035,0.035,-0.109,-0.11,-0.11,0
VS080772,MYBVS0807723,JEV IMTN 0% 12.05.2023,5-Nov-20,2.983,2.913,2.843,116.183,116.368,116.554,2.192,6.331,0.035,0.035,0.035,-0.109,-0.11,-0.111,1.3
VT070904,MYBVT0709042,JEV IMTN 0% 10.11.2023,5-Nov-20,3.052,2.977,2.902,118.859,119.098,119.337,2.576,8.596,0.04,0.04,0.04,-0.143,-0.144,-0.145,0
VT080773,MYBVT0807739,JEV IMTN 0% 10.11.2023,5-Nov-20,3.047,2.977,2.907,119.16,119.384,119.608,2.573,8.583,0.04,0.04,0.04,-0.144,-0.144,-0.145,1.7
VT080774,MYBVT0807747,JEV IMTN 0% 10.05.2024,5-Nov-20,3.097,3.022,2.947,122.152,122.433,122.715,2.946,11.144,0.039,0.039,0.039,-0.162,-0.163,-0.163,0
VU080775,MYBVU0807752,JEV IMTN 0% 12.11.2024,5-Nov-20,3.159,3.084,3.009,125.068,125.39,125.714,3.311,13.997,0.039,0.039,0.039,-0.183,-0.184,-0.185,0
VT050520,MYBVT0505200,S POWER IMTN 5663D 19.11.2020 ClassA(T1),5-Nov-20,3.358,3.243,3.128,100.703,100.708,100.713,0.037,0.02,0.007,0.007,0.007,-0.051,-0.051,-0.051,1.7
VS060854,MYBVS0608543,S POWER IMTN 0% 19.05.2021,5-Nov-20,3.59,3.47,3.35,108.883,108.952,109.021,0.487,0.495,0.009,0.009,0.009,-0.049,-0.05,-0.05,0
VU050519,MYBVU0505190,S POWER IMTN 6028D 19.11.2021 ClassA(T1),5-Nov-20,3.811,3.701,3.591,118.516,118.642,118.769,0.893,1.324,0.009,0.009,0.009,-0.057,-0.058,-0.058,2.7
PT050030,MYBPT0500302,CMBS 2005-2 5.650% 11.12.2020,5-Nov-20,2.196,2.148,2.1,100.34,100.345,100.35,0.099,0.02,0.045,0.045,0.045,-0.014,-0.014,-0.014,0
PY050031,MYBPY0500310,CMBS 2005-2 5.920% 12.12.2025,5-Nov-20,2.874,2.826,2.778,114.406,114.651,114.897,4.429,22.497,0.075,0.075,0.075,-0.391,-0.392,-0.393,0
DS052767,MYBDS0527675,SPRINT 0% 29.12.2020,5-Nov-20,3.269,3.149,3.029,100.437,100.455,100.473,0.145,0.093,0.008,0.008,0.008,-0.01,-0.01,-0.01,0
VI150273,MYBVI1502738,RANTAU IMTN 0% 03.12.2020 - Tranche No 9,5-Nov-20,2.048,2.01,1.972,100.169,100.172,100.175,0.076,0.012,0.05,0.05,0.05,-0.01,-0.01,-0.01,2.3
VK150210,MYBVK1502106,RANTAU IMTN 0% 19.10.2022 - Tranche No 8,5-Nov-20,2.429,2.386,2.343,104.059,104.143,104.227,1.867,4.476,0.069,0.069,0.069,-0.14,-0.14,-0.14,1.7
VS140056,MYBVS1400569,RANTAU IMTN 0% 26.03.2029 - MTN 6,5-Nov-20,3.032,2.994,2.956,115.95,116.256,116.562,6.895,56.637,0.077,0.077,0.077,-0.625,-0.627,-0.63,2.7
VX110056,MYBVX1100565,RANTAU IMTN 0% 12.05.2031 - MTN 5,5-Nov-20,3.214,3.171,3.128,116.277,116.695,117.115,8.179,81.963,0.046,0.046,0.046,-0.451,-0.453,-0.455,1.3
VS170003,MYBVS1700034,RANTAU IMTN 0% 16.01.2032 - Tranche No 10,5-Nov-20,3.295,3.257,3.219,115.851,116.238,116.626,8.663,91.644,0.039,0.039,0.039,-0.4,-0.402,-0.404,2.3
VI170040,MYBVI1700407,BPMB IMTN 4.28% 02.03.2022 - Issue No 10,5-Nov-20,2.398,2.36,2.322,102.434,102.484,102.534,1.277,2.287,0.054,0.054,0.054,-0.076,-0.077,-0.077,2
VN160330,MYBVN1603304,BPMB IMTN 4.50% 04.11.2026 - Issue No 7,5-Nov-20,2.997,2.959,2.921,108.194,108.411,108.629,5.276,32.461,0.085,0.085,0.085,-0.49,-0.492,-0.493,2.3
VN170041,MYBVN1700415,BPMB IMTN 4.62% 02.03.2027 - Issue No 11,5-Nov-20,3.03,2.992,2.954,109.083,109.312,109.541,5.473,35.234,0.088,0.088,0.088,-0.535,-0.536,-0.538,2.3
VS160331,MYBVS1603311,BPMB IMTN 4.75% 04.11.2031 - Issue No 8,5-Nov-20,3.314,3.266,3.218,113.144,113.618,114.095,8.716,91.079,0.04,0.04,0.04,-0.398,-0.4,-0.402,0
VS170042,MYBVS1700422,BPMB IMTN 4.98% 02.03.2032 - Issue No 12,5-Nov-20,3.33,3.292,3.254,115.454,115.843,116.234,8.788,93.889,0.037,0.037,0.037,-0.382,-0.384,-0.385,2
VW160332,MYBVW1603321,BPMB IMTN 4.95% 02.11.2035 - Issue No 9,5-Nov-20,3.619,3.576,3.533,115.296,115.838,116.382,10.899,148.019,0.023,0.023,0.023,-0.292,-0.293,-0.295,1.7
VK140222,MYBVK1402224,BPMB GG IMTN 4.19% 10.09.2021 - ISSUE NO 3,5-Nov-20,1.934,1.908,1.882,101.88,101.902,101.924,0.827,1.099,0.069,0.069,0.069,-0.065,-0.065,-0.065,2.3
VN140223,MYBVN1402236,BPMB GG IMTN 4.38% 12.09.2024 -  ISSUE NO 4,5-Nov-20,2.315,2.279,2.243,107.563,107.701,107.839,3.536,14.853,0.1,0.1,0.1,-0.389,-0.39,-0.39,0
VS140224,MYBVS1402243,BPMB GG IMTN 4.75% 12.09.2029 - ISSUE NO 5,5-Nov-20,2.949,2.923,2.897,113.936,114.154,114.372,7.293,63.124,0.081,0.081,0.081,-0.684,-0.685,-0.687,2
VX140225,MYBVX1402250,BPMB GG IMTN 4.85% 12.09.2034 - ISSUE NO 6,5-Nov-20,3.39,3.354,3.318,116.028,116.462,116.898,10.312,131.393,0.028,0.028,0.028,-0.34,-0.341,-0.343,0
US060068,MYBUS0600682,BPMB MTN 5477D 23.4.2021-MTN 2,5-Nov-20,2.272,2.229,2.186,101.849,101.869,101.889,0.46,0.423,0.049,0.049,0.049,-0.034,-0.034,-0.034,1.3
UK160011,MYBUK1600118,BPMB GG MTN 2555D 20.1.2023 - ISSUE NO 5,5-Nov-20,2.088,2.052,2.016,105.21,105.289,105.369,2.078,5.491,0.092,0.092,0.092,-0.21,-0.211,-0.211,0
US160012,MYBUS1600129,BPMB GG MTN 5479D 22.1.2031 - ISSUE NO 6,5-Nov-20,3.066,3.035,3.004,117.536,117.834,118.132,8.063,78.762,0.06,0.06,0.06,-0.581,-0.583,-0.585,1.3
DK140001,MYBDK1400010,KHAZANAH 0% 24.02.2021,5-Nov-20,1.787,1.769,1.751,99.467,99.472,99.477,0.298,0.178,0.069,0.069,0.069,-0.016,-0.016,-0.016,2
DL130003,MYBDL1300036,KHAZANAH 0% 08.03.2021,5-Nov-20,1.792,1.774,1.756,99.392,99.399,99.405,0.339,0.23,0.069,0.069,0.069,-0.019,-0.018,-0.018,2
DS070572,MYBDS0705727,KHAZANAH 0% 15.06.2022,5-Nov-20,1.953,1.935,1.917,96.923,96.951,96.978,1.593,3.326,0.081,0.081,0.081,-0.12,-0.12,-0.121,2
DN120017,MYBDN1200174,KHAZANAH 0% 02.09.2022,5-Nov-20,1.973,1.96,1.947,96.481,96.504,96.526,1.807,4.16,0.086,0.086,0.086,-0.145,-0.145,-0.146,3
DS081080,MYBDS0810808,KHAZANAH 0% 14.08.2023,5-Nov-20,2.099,2.081,2.063,94.375,94.422,94.468,2.744,8.888,0.099,0.099,0.099,-0.252,-0.251,-0.252,2.7
DS090052,MYBDS0900526,KHAZANAH 0% 20.03.2024,5-Nov-20,2.19,2.167,2.144,92.915,92.986,93.057,3.338,12.792,0.101,0.101,0.101,-0.308,-0.309,-0.31,1.3
DS090198,MYBDS0901987,KHAZANAH 0% 27.08.2024,5-Nov-20,2.25,2.232,2.214,91.832,91.895,91.957,3.766,16.046,0.101,0.101,0.101,-0.345,-0.344,-0.345,2
DS120018,MYBDS1200181,KHAZANAH 0% 12.10.2027,5-Nov-20,2.75,2.732,2.714,82.746,82.848,82.95,6.841,50.171,0.101,0.101,0.101,-0.568,-0.569,-0.57,2
DX120016,MYBDX1200165,KHAZANAH 0% 03.09.2032,5-Nov-20,3.234,3.206,3.178,68.425,68.648,68.872,11.641,141.237,0.03,0.03,0.03,-0.233,-0.234,-0.235,0
VR062355,MYBVR0623551,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.4% 24.12.2020,5-Nov-20,2.26,2.196,2.132,100.81,100.819,100.828,0.133,0.036,0.029,0.029,0.029,-0.021,-0.021,-0.021,0
VS062356,MYBVS0623567,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.5% 25.06.2021,5-Nov-20,2.393,2.329,2.265,103.831,103.872,103.914,0.61,0.682,0.029,0.029,0.029,-0.035,-0.036,-0.036,0
VS062357,MYBVS0623575,MUKAHPOWER SENIOR SUKUK MUDHARABAH 8.6% 27.12.2021,5-Nov-20,2.535,2.471,2.407,106.78,106.855,106.93,1.071,1.719,0.031,0.031,0.031,-0.052,-0.053,-0.053,0
VS062350,MYBVS0623500,SWAKPOWER SUKUK MUSYARAKAH 8.0% 25.06.2021,5-Nov-20,2.345,2.281,2.217,103.548,103.59,103.631,0.611,0.684,0.029,0.029,0.029,-0.034,-0.034,-0.035,0
VS062351,MYBVS0623518,SWAKPOWER SUKUK MUSYARAKAH 8.10% 24.12.2021,5-Nov-20,2.483,2.419,2.355,106.237,106.312,106.386,1.066,1.704,0.031,0.031,0.031,-0.051,-0.051,-0.052,0
PS070014,MYBPS0700144,CAGAMASMBS 4.170% 27.05.2022 - Tranche 2007-1-i/6,5-Nov-20,2.492,2.444,2.396,102.556,102.63,102.705,1.497,2.666,0.054,0.054,0.054,-0.088,-0.089,-0.088,0
PX070015,MYBPX0700151,CAGAMASMBS 4.340% 28.05.2027 - Tranche 2007-1-i/7,5-Nov-20,3.038,2.995,2.952,107.718,107.984,108.251,5.697,36.833,0.086,0.086,0.086,-0.536,-0.538,-0.539,1.7
DT070576,MYBDT0705766,LEKAS 0% 12.06.2023,5-Nov-20,17.959,17.539,17.119,63.933,64.578,65.23,2.391,6.818,-0.003,-0.003,-0.003,0.035,0.035,0.034,0
DU070575,MYBDU0705756,LEKAS 0% 12.06.2024,5-Nov-20,18.515,18.095,17.675,52.853,53.59,54.339,3.302,12.419,-0.001,-0.001,-0.001,0.028,0.027,0.027,0
DV070574,MYBDV0705747,LEKAS 0% 12.06.2025,5-Nov-20,19.044,18.624,18.204,43.301,44.073,44.86,4.209,19.642,-0.001,-0.001,-0.001,0.023,0.023,0.024,0
VI150271,MYBVI1502712,CAGAMAS IMTN 4.450% 25.11.2020,5-Nov-20,1.846,1.791,1.736,100.13,100.133,100.136,0.051,0.005,0.066,0.066,0.066,-0.011,-0.011,-0.011,2
VE190279,MYBVE1902796,CAGAMAS IMTN 3.300% 30.11.2020,5-Nov-20,1.856,1.791,1.726,100.091,100.095,100.1,0.064,0.008,0.066,0.066,0.066,-0.009,-0.009,-0.008,0
VK130347,MYBVK1303471,CAGAMAS IMTN 4.350% 18.12.2020,5-Nov-20,1.874,1.809,1.744,100.284,100.292,100.299,0.116,0.027,0.069,0.069,0.069,-0.015,-0.015,-0.016,0
VE190291,MYBVE1902911,CAGAMAS IMTN 3.290% 23.12.2020,5-Nov-20,1.874,1.809,1.744,100.181,100.189,100.198,0.13,0.034,0.069,0.069,0.069,-0.013,-0.014,-0.013,0
VG180094,MYBVG1800946,CAGAMAS IMTN 4.170% 23.03.2021,5-Nov-20,1.911,1.851,1.791,100.854,100.877,100.9,0.38,0.288,0.069,0.069,0.069,-0.032,-0.033,-0.033,1.7
VG180101,MYBVG1801019,CAGAMAS IMTN 4.170% 29.03.2021,5-Nov-20,1.906,1.851,1.796,100.893,100.915,100.937,0.396,0.313,0.069,0.069,0.069,-0.034,-0.034,-0.034,2.3
VP090114,MYBVP0901142,CAGAMAS IMTN 5.370% 30.03.2021,5-Nov-20,1.911,1.851,1.791,101.374,101.398,101.422,0.398,0.317,0.069,0.069,0.069,-0.037,-0.038,-0.038,1.3
